"Estado","Semana_Epidemiologica","Anio","Incidencia","n","fecha"
"MICHOACÁN",21,2016,43,43,"2016-05-22"
"TAMAULIPAS",21,2016,71,71,"2016-05-22"
"MORELOS",21,2016,63,63,"2016-05-22"
"MÉXICO",21,2016,16,16,"2016-05-22"
"PUEBLA",21,2016,20,20,"2016-05-22"
"NAYARIT",21,2016,47,47,"2016-05-22"
"QUINTANA ROO",21,2016,16,16,"2016-05-22"
"YUCATÁN",21,2016,27,27,"2016-05-22"
"TABASCO",21,2016,37,37,"2016-05-22"
"SONORA",21,2016,19,19,"2016-05-22"
"SINALOA",21,2016,29,29,"2016-05-22"
"SAN LUIS POTOSÍ",21,2016,23,23,"2016-05-22"
"COLIMA",21,2016,71,71,"2016-05-22"
"OAXACA",21,2016,59,59,"2016-05-22"
"HIDALGO",21,2016,5,5,"2016-05-22"
"COAHUILA",21,2016,5,5,"2016-05-22"
"BAJA CALIFORNIA",21,2016,8,8,"2016-05-22"
"BAJA CALIFORNIA SUR",21,2016,14,14,"2016-05-22"
"CAMPECHE",21,2016,25,25,"2016-05-22"
"AGUASCALIENTES",21,2016,0,0,"2016-05-22"
"GUANAJUATO",21,2016,1,1,"2016-05-22"
"CHIHUAHUA",21,2016,0,0,"2016-05-22"
"CIUDAD DE MÉXICO",21,2016,1,1,"2016-05-22"
"DURANGO",21,2016,2,2,"2016-05-22"
"QUERÉTARO",21,2016,2,2,"2016-05-22"
"TLAXCALA",21,2016,0,0,"2016-05-22"
"ZACATECAS",21,2016,1,1,"2016-05-22"
"CHIAPAS",22,2016,96,96,"2016-05-29"
"VERACRUZ",22,2016,96,96,"2016-05-29"
"NUEVO LEÓN",22,2016,174,174,"2016-05-29"
"GUERRERO",22,2016,182,182,"2016-05-29"
"JALISCO",22,2016,125,125,"2016-05-29"
"TAMAULIPAS",22,2016,76,76,"2016-05-29"
"MICHOACÁN",22,2016,50,50,"2016-05-29"
"MORELOS",22,2016,35,35,"2016-05-29"
"MÉXICO",22,2016,17,17,"2016-05-29"
"PUEBLA",22,2016,19,19,"2016-05-29"
"NAYARIT",22,2016,43,43,"2016-05-29"
"QUINTANA ROO",22,2016,18,18,"2016-05-29"
"TABASCO",22,2016,42,42,"2016-05-29"
"YUCATÁN",22,2016,50,50,"2016-05-29"
"SONORA",22,2016,14,14,"2016-05-29"
"SINALOA",22,2016,21,21,"2016-05-29"
"SAN LUIS POTOSÍ",22,2016,9,9,"2016-05-29"
"COLIMA",22,2016,91,91,"2016-05-29"
"OAXACA",22,2016,49,49,"2016-05-29"
"HIDALGO",22,2016,12,12,"2016-05-29"
"COAHUILA",22,2016,7,7,"2016-05-29"
"GUANAJUATO",22,2016,2,2,"2016-05-29"
"CAMPECHE",22,2016,18,18,"2016-05-29"
"BAJA CALIFORNIA",22,2016,4,4,"2016-05-29"
"BAJA CALIFORNIA SUR",22,2016,17,17,"2016-05-29"
"AGUASCALIENTES",22,2016,0,0,"2016-05-29"
"CHIHUAHUA",22,2016,0,0,"2016-05-29"
"CIUDAD DE MÉXICO",22,2016,0,0,"2016-05-29"
"DURANGO",22,2016,0,0,"2016-05-29"
"QUERÉTARO",22,2016,1,1,"2016-05-29"
"TLAXCALA",22,2016,0,0,"2016-05-29"
"ZACATECAS",22,2016,1,1,"2016-05-29"
"CHIAPAS",23,2016,129,129,"2016-06-05"
"VERACRUZ",23,2016,128,128,"2016-06-05"
"NUEVO LEÓN",23,2016,214,214,"2016-06-05"
"GUERRERO",23,2016,298,298,"2016-06-05"
"JALISCO",23,2016,132,132,"2016-06-05"
"TAMAULIPAS",23,2016,95,95,"2016-06-05"
"MICHOACÁN",23,2016,46,46,"2016-06-05"
"MORELOS",23,2016,162,162,"2016-06-05"
"MÉXICO",23,2016,32,32,"2016-06-05"
"PUEBLA",23,2016,31,31,"2016-06-05"
"NAYARIT",23,2016,57,57,"2016-06-05"
"QUINTANA ROO",23,2016,15,15,"2016-06-05"
"TABASCO",23,2016,45,45,"2016-06-05"
"YUCATÁN",23,2016,31,31,"2016-06-05"
"SONORA",23,2016,18,18,"2016-06-05"
"SINALOA",23,2016,17,17,"2016-06-05"
"SAN LUIS POTOSÍ",23,2016,19,19,"2016-06-05"
"COLIMA",23,2016,97,97,"2016-06-05"
"OAXACA",23,2016,67,67,"2016-06-05"
"HIDALGO",23,2016,16,16,"2016-06-05"
"COAHUILA",23,2016,8,8,"2016-06-05"
"GUANAJUATO",23,2016,3,3,"2016-06-05"
"BAJA CALIFORNIA SUR",23,2016,12,12,"2016-06-05"
"CAMPECHE",23,2016,35,35,"2016-06-05"
"BAJA CALIFORNIA",23,2016,4,4,"2016-06-05"
"AGUASCALIENTES",23,2016,0,0,"2016-06-05"
"CHIHUAHUA",23,2016,0,0,"2016-06-05"
"CIUDAD DE MÉXICO",23,2016,0,0,"2016-06-05"
"DURANGO",23,2016,1,1,"2016-06-05"
"QUERÉTARO",23,2016,0,0,"2016-06-05"
"TLAXCALA",23,2016,0,0,"2016-06-05"
"ZACATECAS",23,2016,0,0,"2016-06-05"
"CHIAPAS",24,2016,68,68,"2016-06-12"
"VERACRUZ",24,2016,124,124,"2016-06-12"
"NUEVO LEÓN",24,2016,210,210,"2016-06-12"
"GUERRERO",24,2016,234,234,"2016-06-12"
"JALISCO",24,2016,146,146,"2016-06-12"
"TAMAULIPAS",24,2016,128,128,"2016-06-12"
"MICHOACÁN",24,2016,57,57,"2016-06-12"
"MORELOS",24,2016,55,55,"2016-06-12"
"MÉXICO",24,2016,25,25,"2016-06-12"
"PUEBLA",24,2016,23,23,"2016-06-12"
"NAYARIT",24,2016,28,28,"2016-06-12"
"QUINTANA ROO",24,2016,24,24,"2016-06-12"
"TABASCO",24,2016,61,61,"2016-06-12"
"YUCATÁN",24,2016,31,31,"2016-06-12"
"SONORA",24,2016,6,6,"2016-06-12"
"SINALOA",24,2016,18,18,"2016-06-12"
"SAN LUIS POTOSÍ",24,2016,13,13,"2016-06-12"
"COLIMA",24,2016,115,115,"2016-06-12"
"HIDALGO",24,2016,12,12,"2016-06-12"
"OAXACA",24,2016,70,70,"2016-06-12"
"COAHUILA",24,2016,11,11,"2016-06-12"
"GUANAJUATO",24,2016,0,0,"2016-06-12"
"BAJA CALIFORNIA SUR",24,2016,17,17,"2016-06-12"
"CAMPECHE",24,2016,31,31,"2016-06-12"
"BAJA CALIFORNIA",24,2016,5,5,"2016-06-12"
"AGUASCALIENTES",24,2016,1,1,"2016-06-12"
"CHIHUAHUA",24,2016,0,0,"2016-06-12"
"CIUDAD DE MÉXICO",24,2016,0,0,"2016-06-12"
"DURANGO",24,2016,0,0,"2016-06-12"
"QUERÉTARO",24,2016,0,0,"2016-06-12"
"TLAXCALA",24,2016,0,0,"2016-06-12"
"ZACATECAS",24,2016,1,1,"2016-06-12"
"CHIAPAS",25,2016,87,87,"2016-06-19"
"VERACRUZ",25,2016,140,140,"2016-06-19"
"NUEVO LEÓN",25,2016,198,198,"2016-06-19"
"GUERRERO",25,2016,233,233,"2016-06-19"
"JALISCO",25,2016,165,165,"2016-06-19"
"TAMAULIPAS",25,2016,107,107,"2016-06-19"
"MICHOACÁN",25,2016,63,63,"2016-06-19"
"MORELOS",25,2016,88,88,"2016-06-19"
"PUEBLA",25,2016,23,23,"2016-06-19"
"MÉXICO",25,2016,31,31,"2016-06-19"
"NAYARIT",25,2016,25,25,"2016-06-19"
"QUINTANA ROO",25,2016,24,24,"2016-06-19"
"YUCATÁN",25,2016,19,19,"2016-06-19"
"TABASCO",25,2016,52,52,"2016-06-19"
"SONORA",25,2016,19,19,"2016-06-19"
"SINALOA",25,2016,17,17,"2016-06-19"
"SAN LUIS POTOSÍ",25,2016,23,23,"2016-06-19"
"COLIMA",25,2016,122,122,"2016-06-19"
"OAXACA",25,2016,71,71,"2016-06-19"
"GUANAJUATO",25,2016,0,0,"2016-06-19"
"HIDALGO",25,2016,6,6,"2016-06-19"
"COAHUILA",25,2016,12,12,"2016-06-19"
"BAJA CALIFORNIA SUR",25,2016,9,9,"2016-06-19"
"CAMPECHE",25,2016,41,41,"2016-06-19"
"BAJA CALIFORNIA",25,2016,3,3,"2016-06-19"
"AGUASCALIENTES",25,2016,0,0,"2016-06-19"
"CHIHUAHUA",25,2016,1,1,"2016-06-19"
"CIUDAD DE MÉXICO",25,2016,0,0,"2016-06-19"
"DURANGO",25,2016,2,2,"2016-06-19"
"QUERÉTARO",25,2016,0,0,"2016-06-19"
"TLAXCALA",25,2016,0,0,"2016-06-19"
"ZACATECAS",25,2016,0,0,"2016-06-19"
"CHIAPAS",26,2016,84,84,"2016-06-26"
"VERACRUZ",26,2016,186,186,"2016-06-26"
"NUEVO LEÓN",26,2016,190,190,"2016-06-26"
"GUERRERO",26,2016,258,258,"2016-06-26"
"JALISCO",26,2016,170,170,"2016-06-26"
"TAMAULIPAS",26,2016,101,101,"2016-06-26"
"MICHOACÁN",26,2016,77,77,"2016-06-26"
"MORELOS",26,2016,88,88,"2016-06-26"
"PUEBLA",26,2016,23,23,"2016-06-26"
"MÉXICO",26,2016,26,26,"2016-06-26"
"NAYARIT",26,2016,48,48,"2016-06-26"
"QUINTANA ROO",26,2016,22,22,"2016-06-26"
"YUCATÁN",26,2016,47,47,"2016-06-26"
"TABASCO",26,2016,52,52,"2016-06-26"
"SONORA",26,2016,19,19,"2016-06-26"
"GUANAJUATO",26,2016,2,2,"2016-06-26"
"SAN LUIS POTOSÍ",26,2016,15,15,"2016-06-26"
"SINALOA",26,2016,24,24,"2016-06-26"
"COLIMA",26,2016,149,149,"2016-06-26"
"OAXACA",26,2016,79,79,"2016-06-26"
"HIDALGO",26,2016,8,8,"2016-06-26"
"COAHUILA",26,2016,13,13,"2016-06-26"
"CAMPECHE",26,2016,66,66,"2016-06-26"
"BAJA CALIFORNIA SUR",26,2016,10,10,"2016-06-26"
"BAJA CALIFORNIA",26,2016,4,4,"2016-06-26"
"AGUASCALIENTES",26,2016,0,0,"2016-06-26"
"CHIHUAHUA",26,2016,0,0,"2016-06-26"
"CIUDAD DE MÉXICO",26,2016,0,0,"2016-06-26"
"DURANGO",26,2016,1,1,"2016-06-26"
"QUERÉTARO",26,2016,0,0,"2016-06-26"
"TLAXCALA",26,2016,0,0,"2016-06-26"
"ZACATECAS",26,2016,0,0,"2016-06-26"
"CHIAPAS",27,2016,106,106,"2016-07-03"
"VERACRUZ",27,2016,248,248,"2016-07-03"
"NUEVO LEÓN",27,2016,218,218,"2016-07-03"
"GUERRERO",27,2016,335,335,"2016-07-03"
"JALISCO",27,2016,187,187,"2016-07-03"
"TAMAULIPAS",27,2016,97,97,"2016-07-03"
"MÉXICO",27,2016,36,36,"2016-07-03"
"MICHOACÁN",27,2016,77,77,"2016-07-03"
"PUEBLA",27,2016,29,29,"2016-07-03"
"MORELOS",27,2016,105,105,"2016-07-03"
"QUINTANA ROO",27,2016,53,53,"2016-07-03"
"NAYARIT",27,2016,30,30,"2016-07-03"
"YUCATÁN",27,2016,64,64,"2016-07-03"
"GUANAJUATO",27,2016,1,1,"2016-07-03"
"TABASCO",27,2016,48,48,"2016-07-03"
"SONORA",27,2016,11,11,"2016-07-03"
"SAN LUIS POTOSÍ",27,2016,30,30,"2016-07-03"
"SINALOA",27,2016,11,11,"2016-07-03"
"COLIMA",27,2016,128,128,"2016-07-03"
"HIDALGO",27,2016,8,8,"2016-07-03"
"OAXACA",27,2016,118,118,"2016-07-03"
"COAHUILA",27,2016,21,21,"2016-07-03"
"CAMPECHE",27,2016,59,59,"2016-07-03"
"BAJA CALIFORNIA SUR",27,2016,12,12,"2016-07-03"
"BAJA CALIFORNIA",27,2016,7,7,"2016-07-03"
"AGUASCALIENTES",27,2016,0,0,"2016-07-03"
"CHIHUAHUA",27,2016,0,0,"2016-07-03"
"CIUDAD DE MÉXICO",27,2016,0,0,"2016-07-03"
"DURANGO",27,2016,0,0,"2016-07-03"
"QUERÉTARO",27,2016,1,1,"2016-07-03"
"TLAXCALA",27,2016,0,0,"2016-07-03"
"ZACATECAS",27,2016,2,2,"2016-07-03"
"CHIAPAS",28,2016,39,39,"2016-07-10"
"VERACRUZ",28,2016,343,343,"2016-07-10"
"NUEVO LEÓN",28,2016,196,196,"2016-07-10"
"GUERRERO",28,2016,244,244,"2016-07-10"
"JALISCO",28,2016,252,252,"2016-07-10"
"TAMAULIPAS",28,2016,66,66,"2016-07-10"
"MÉXICO",28,2016,29,29,"2016-07-10"
"MICHOACÁN",28,2016,95,95,"2016-07-10"
"PUEBLA",28,2016,23,23,"2016-07-10"
"MORELOS",28,2016,108,108,"2016-07-10"
"QUINTANA ROO",28,2016,34,34,"2016-07-10"
"GUANAJUATO",28,2016,0,0,"2016-07-10"
"NAYARIT",28,2016,25,25,"2016-07-10"
"YUCATÁN",28,2016,54,54,"2016-07-10"
"TABASCO",28,2016,48,48,"2016-07-10"
"SAN LUIS POTOSÍ",28,2016,17,17,"2016-07-10"
"SONORA",28,2016,14,14,"2016-07-10"
"SINALOA",28,2016,19,19,"2016-07-10"
"COLIMA",28,2016,99,99,"2016-07-10"
"HIDALGO",28,2016,14,14,"2016-07-10"
"OAXACA",28,2016,66,66,"2016-07-10"
"COAHUILA",28,2016,10,10,"2016-07-10"
"CAMPECHE",28,2016,42,42,"2016-07-10"
"BAJA CALIFORNIA SUR",28,2016,11,11,"2016-07-10"
"BAJA CALIFORNIA",28,2016,2,2,"2016-07-10"
"AGUASCALIENTES",28,2016,0,0,"2016-07-10"
"DURANGO",28,2016,1,1,"2016-07-10"
"CHIHUAHUA",28,2016,0,0,"2016-07-10"
"CIUDAD DE MÉXICO",28,2016,1,1,"2016-07-10"
"QUERÉTARO",28,2016,2,2,"2016-07-10"
"TLAXCALA",28,2016,0,0,"2016-07-10"
"ZACATECAS",28,2016,0,0,"2016-07-10"
"CHIAPAS",29,2016,58,58,"2016-07-17"
"VERACRUZ",29,2016,404,404,"2016-07-17"
"NUEVO LEÓN",29,2016,155,155,"2016-07-17"
"GUERRERO",29,2016,297,297,"2016-07-17"
"JALISCO",29,2016,232,232,"2016-07-17"
"TAMAULIPAS",29,2016,72,72,"2016-07-17"
"MÉXICO",29,2016,34,34,"2016-07-17"
"MICHOACÁN",29,2016,98,98,"2016-07-17"
"MORELOS",29,2016,131,131,"2016-07-17"
"PUEBLA",29,2016,38,38,"2016-07-17"
"QUINTANA ROO",29,2016,52,52,"2016-07-17"
"GUANAJUATO",29,2016,3,3,"2016-07-17"
"NAYARIT",29,2016,20,20,"2016-07-17"
"YUCATÁN",29,2016,51,51,"2016-07-17"
"TABASCO",29,2016,68,68,"2016-07-17"
"SAN LUIS POTOSÍ",29,2016,15,15,"2016-07-17"
"SONORA",29,2016,12,12,"2016-07-17"
"HIDALGO",29,2016,22,22,"2016-07-17"
"SINALOA",29,2016,19,19,"2016-07-17"
"COLIMA",29,2016,83,83,"2016-07-17"
"OAXACA",29,2016,93,93,"2016-07-17"
"COAHUILA",29,2016,10,10,"2016-07-17"
"CAMPECHE",29,2016,55,55,"2016-07-17"
"BAJA CALIFORNIA SUR",29,2016,18,18,"2016-07-17"
"BAJA CALIFORNIA",29,2016,0,0,"2016-07-17"
"AGUASCALIENTES",29,2016,0,0,"2016-07-17"
"DURANGO",29,2016,1,1,"2016-07-17"
"CHIHUAHUA",29,2016,1,1,"2016-07-17"
"CIUDAD DE MÉXICO",29,2016,0,0,"2016-07-17"
"QUERÉTARO",29,2016,3,3,"2016-07-17"
"TLAXCALA",29,2016,0,0,"2016-07-17"
"ZACATECAS",29,2016,8,8,"2016-07-17"
"CHIAPAS",30,2016,55,55,"2016-07-24"
"VERACRUZ",30,2016,694,694,"2016-07-24"
"NUEVO LEÓN",30,2016,193,193,"2016-07-24"
"GUERRERO",30,2016,277,277,"2016-07-24"
"TAMAULIPAS",30,2016,71,71,"2016-07-24"
"JALISCO",30,2016,181,181,"2016-07-24"
"MÉXICO",30,2016,46,46,"2016-07-24"
"MORELOS",30,2016,176,176,"2016-07-24"
"PUEBLA",30,2016,35,35,"2016-07-24"
"MICHOACÁN",30,2016,128,128,"2016-07-24"
"QUINTANA ROO",30,2016,123,123,"2016-07-24"
"GUANAJUATO",30,2016,2,2,"2016-07-24"
"YUCATÁN",30,2016,87,87,"2016-07-24"
"NAYARIT",30,2016,23,23,"2016-07-24"
"TABASCO",30,2016,113,113,"2016-07-24"
"SAN LUIS POTOSÍ",30,2016,17,17,"2016-07-24"
"SONORA",30,2016,5,5,"2016-07-24"
"HIDALGO",30,2016,27,27,"2016-07-24"
"SINALOA",30,2016,17,17,"2016-07-24"
"COLIMA",30,2016,157,157,"2016-07-24"
"OAXACA",30,2016,109,109,"2016-07-24"
"COAHUILA",30,2016,13,13,"2016-07-24"
"CAMPECHE",30,2016,103,103,"2016-07-24"
"BAJA CALIFORNIA SUR",30,2016,12,12,"2016-07-24"
"BAJA CALIFORNIA",30,2016,2,2,"2016-07-24"
"DURANGO",30,2016,0,0,"2016-07-24"
"AGUASCALIENTES",30,2016,0,0,"2016-07-24"
"CHIHUAHUA",30,2016,0,0,"2016-07-24"
"CIUDAD DE MÉXICO",30,2016,2,2,"2016-07-24"
"QUERÉTARO",30,2016,0,0,"2016-07-24"
"TLAXCALA",30,2016,0,0,"2016-07-24"
"ZACATECAS",30,2016,12,12,"2016-07-24"
"CHIAPAS",31,2016,46,46,"2016-07-31"
"VERACRUZ",31,2016,912,912,"2016-07-31"
"NUEVO LEÓN",31,2016,113,113,"2016-07-31"
"TAMAULIPAS",31,2016,153,153,"2016-07-31"
"GUERRERO",31,2016,422,422,"2016-07-31"
"JALISCO",31,2016,199,199,"2016-07-31"
"MÉXICO",31,2016,33,33,"2016-07-31"
"PUEBLA",31,2016,27,27,"2016-07-31"
"GUANAJUATO",31,2016,2,2,"2016-07-31"
"MORELOS",31,2016,175,175,"2016-07-31"
"MICHOACÁN",31,2016,181,181,"2016-07-31"
"QUINTANA ROO",31,2016,44,44,"2016-07-31"
"YUCATÁN",31,2016,91,91,"2016-07-31"
"NAYARIT",31,2016,31,31,"2016-07-31"
"TABASCO",31,2016,100,100,"2016-07-31"
"SAN LUIS POTOSÍ",31,2016,22,22,"2016-07-31"
"HIDALGO",31,2016,26,26,"2016-07-31"
"SONORA",31,2016,19,19,"2016-07-31"
"SINALOA",31,2016,19,19,"2016-07-31"
"COLIMA",31,2016,161,161,"2016-07-31"
"OAXACA",31,2016,97,97,"2016-07-31"
"COAHUILA",31,2016,9,9,"2016-07-31"
"CAMPECHE",31,2016,103,103,"2016-07-31"
"BAJA CALIFORNIA SUR",31,2016,8,8,"2016-07-31"
"BAJA CALIFORNIA",31,2016,1,1,"2016-07-31"
"DURANGO",31,2016,1,1,"2016-07-31"
"AGUASCALIENTES",31,2016,1,1,"2016-07-31"
"CHIHUAHUA",31,2016,0,0,"2016-07-31"
"CIUDAD DE MÉXICO",31,2016,3,3,"2016-07-31"
"QUERÉTARO",31,2016,0,0,"2016-07-31"
"TLAXCALA",31,2016,0,0,"2016-07-31"
"ZACATECAS",31,2016,22,22,"2016-07-31"
"CHIAPAS",32,2016,272,272,"2016-08-07"
"VERACRUZ",32,2016,1289,1289,"2016-08-07"
"NUEVO LEÓN",32,2016,170,170,"2016-08-07"
"GUERRERO",32,2016,565,565,"2016-08-07"
"JALISCO",32,2016,332,332,"2016-08-07"
"TAMAULIPAS",32,2016,132,132,"2016-08-07"
"GUANAJUATO",32,2016,17,17,"2016-08-07"
"MÉXICO",32,2016,49,49,"2016-08-07"
"PUEBLA",32,2016,112,112,"2016-08-07"
"MORELOS",32,2016,211,211,"2016-08-07"
"MICHOACÁN",32,2016,255,255,"2016-08-07"
"QUINTANA ROO",32,2016,130,130,"2016-08-07"
"YUCATÁN",32,2016,135,135,"2016-08-07"
"NAYARIT",32,2016,116,116,"2016-08-07"
"TABASCO",32,2016,173,173,"2016-08-07"
"SAN LUIS POTOSÍ",32,2016,25,25,"2016-08-07"
"HIDALGO",32,2016,33,33,"2016-08-07"
"SONORA",32,2016,38,38,"2016-08-07"
"SINALOA",32,2016,47,47,"2016-08-07"
"COLIMA",32,2016,220,220,"2016-08-07"
"OAXACA",32,2016,123,123,"2016-08-07"
"COAHUILA",32,2016,29,29,"2016-08-07"
"BAJA CALIFORNIA SUR",32,2016,13,13,"2016-08-07"
"CAMPECHE",32,2016,175,175,"2016-08-07"
"BAJA CALIFORNIA",32,2016,5,5,"2016-08-07"
"DURANGO",32,2016,38,38,"2016-08-07"
"AGUASCALIENTES",32,2016,5,5,"2016-08-07"
"CHIHUAHUA",32,2016,7,7,"2016-08-07"
"CIUDAD DE MÉXICO",32,2016,17,17,"2016-08-07"
"QUERÉTARO",32,2016,2,2,"2016-08-07"
"TLAXCALA",32,2016,0,0,"2016-08-07"
"ZACATECAS",32,2016,7,7,"2016-08-07"
"CHIAPAS",33,2016,56,56,"2016-08-14"
"VERACRUZ",33,2016,1432,1432,"2016-08-14"
"NUEVO LEÓN",33,2016,140,140,"2016-08-14"
"GUANAJUATO",33,2016,2,2,"2016-08-14"
"JALISCO",33,2016,259,259,"2016-08-14"
"GUERRERO",33,2016,427,427,"2016-08-14"
"TAMAULIPAS",33,2016,96,96,"2016-08-14"
"MÉXICO",33,2016,38,38,"2016-08-14"
"PUEBLA",33,2016,49,49,"2016-08-14"
"MICHOACÁN",33,2016,206,206,"2016-08-14"
"MORELOS",33,2016,294,294,"2016-08-14"
"QUINTANA ROO",33,2016,115,115,"2016-08-14"
"YUCATÁN",33,2016,181,181,"2016-08-14"
"NAYARIT",33,2016,54,54,"2016-08-14"
"TABASCO",33,2016,233,233,"2016-08-14"
"SAN LUIS POTOSÍ",33,2016,15,15,"2016-08-14"
"HIDALGO",33,2016,31,31,"2016-08-14"
"SONORA",33,2016,23,23,"2016-08-14"
"SINALOA",33,2016,35,35,"2016-08-14"
"OAXACA",33,2016,93,93,"2016-08-14"
"COLIMA",33,2016,232,232,"2016-08-14"
"COAHUILA",33,2016,17,17,"2016-08-14"
"BAJA CALIFORNIA SUR",33,2016,14,14,"2016-08-14"
"CAMPECHE",33,2016,168,168,"2016-08-14"
"BAJA CALIFORNIA",33,2016,0,0,"2016-08-14"
"DURANGO",33,2016,45,45,"2016-08-14"
"AGUASCALIENTES",33,2016,1,1,"2016-08-14"
"CHIHUAHUA",33,2016,0,0,"2016-08-14"
"CIUDAD DE MÉXICO",33,2016,6,6,"2016-08-14"
"QUERÉTARO",33,2016,1,1,"2016-08-14"
"TLAXCALA",33,2016,0,0,"2016-08-14"
"ZACATECAS",33,2016,9,9,"2016-08-14"
"CHIAPAS",34,2016,0,0,"2016-08-21"
"VERACRUZ",34,2016,1244,1244,"2016-08-21"
"GUANAJUATO",34,2016,41,41,"2016-08-21"
"NUEVO LEÓN",34,2016,201,201,"2016-08-21"
"JALISCO",34,2016,567,567,"2016-08-21"
"TAMAULIPAS",34,2016,287,287,"2016-08-21"
"GUERRERO",34,2016,156,156,"2016-08-21"
"MÉXICO",34,2016,132,132,"2016-08-21"
"PUEBLA",34,2016,153,153,"2016-08-21"
"MICHOACÁN",34,2016,277,277,"2016-08-21"
"MORELOS",34,2016,344,344,"2016-08-21"
"QUINTANA ROO",34,2016,140,140,"2016-08-21"
"HIDALGO",34,2016,68,68,"2016-08-21"
"NAYARIT",34,2016,0,0,"2016-08-21"
"YUCATÁN",34,2016,268,268,"2016-08-21"
"TABASCO",34,2016,302,302,"2016-08-21"
"SAN LUIS POTOSÍ",34,2016,44,44,"2016-08-21"
"SONORA",34,2016,21,21,"2016-08-21"
"SINALOA",34,2016,18,18,"2016-08-21"
"OAXACA",34,2016,13,13,"2016-08-21"
"COLIMA",34,2016,408,408,"2016-08-21"
"COAHUILA",34,2016,51,51,"2016-08-21"
"BAJA CALIFORNIA SUR",34,2016,16,16,"2016-08-21"
"CAMPECHE",34,2016,271,271,"2016-08-21"
"BAJA CALIFORNIA",34,2016,39,39,"2016-08-21"
"DURANGO",34,2016,56,56,"2016-08-21"
"AGUASCALIENTES",34,2016,15,15,"2016-08-21"
"CHIHUAHUA",34,2016,15,15,"2016-08-21"
"CIUDAD DE MÉXICO",34,2016,239,239,"2016-08-21"
"QUERÉTARO",34,2016,42,42,"2016-08-21"
"TLAXCALA",34,2016,27,27,"2016-08-21"
"ZACATECAS",34,2016,21,21,"2016-08-21"
"CHIAPAS",35,2016,-75,-75,"2016-08-28"
"GUANAJUATO",35,2016,8,8,"2016-08-28"
"VERACRUZ",35,2016,1479,1479,"2016-08-28"
"NUEVO LEÓN",35,2016,186,186,"2016-08-28"
"JALISCO",35,2016,588,588,"2016-08-28"
"TAMAULIPAS",35,2016,259,259,"2016-08-28"
"GUERRERO",35,2016,360,360,"2016-08-28"
"MÉXICO",35,2016,95,95,"2016-08-28"
"PUEBLA",35,2016,80,80,"2016-08-28"
"MICHOACÁN",35,2016,229,229,"2016-08-28"
"MORELOS",35,2016,385,385,"2016-08-28"
"HIDALGO",35,2016,36,36,"2016-08-28"
"QUINTANA ROO",35,2016,157,157,"2016-08-28"
"YUCATÁN",35,2016,379,379,"2016-08-28"
"NAYARIT",35,2016,10,10,"2016-08-28"
"TABASCO",35,2016,374,374,"2016-08-28"
"SAN LUIS POTOSÍ",35,2016,19,19,"2016-08-28"
"SONORA",35,2016,28,28,"2016-08-28"
"SINALOA",35,2016,51,51,"2016-08-28"
"OAXACA",35,2016,68,68,"2016-08-28"
"COLIMA",35,2016,525,525,"2016-08-28"
"COAHUILA",35,2016,31,31,"2016-08-28"
"BAJA CALIFORNIA SUR",35,2016,34,34,"2016-08-28"
"CAMPECHE",35,2016,271,271,"2016-08-28"
"DURANGO",35,2016,36,36,"2016-08-28"
"BAJA CALIFORNIA",35,2016,3,3,"2016-08-28"
"AGUASCALIENTES",35,2016,2,2,"2016-08-28"
"CHIHUAHUA",35,2016,0,0,"2016-08-28"
"CIUDAD DE MÉXICO",35,2016,13,13,"2016-08-28"
"QUERÉTARO",35,2016,11,11,"2016-08-28"
"TLAXCALA",35,2016,0,0,"2016-08-28"
"ZACATECAS",35,2016,0,0,"2016-08-28"
"GUANAJUATO",36,2016,2,2,"2016-09-04"
"CHIAPAS",36,2016,39,39,"2016-09-04"
"VERACRUZ",36,2016,1428,1428,"2016-09-04"
"NUEVO LEÓN",36,2016,265,265,"2016-09-04"
"JALISCO",36,2016,505,505,"2016-09-04"
"TAMAULIPAS",36,2016,303,303,"2016-09-04"
"GUERRERO",36,2016,335,335,"2016-09-04"
"MÉXICO",36,2016,46,46,"2016-09-04"
"PUEBLA",36,2016,119,119,"2016-09-04"
"MICHOACÁN",36,2016,215,215,"2016-09-04"
"HIDALGO",36,2016,33,33,"2016-09-04"
"MORELOS",36,2016,350,350,"2016-09-04"
"QUINTANA ROO",36,2016,119,119,"2016-09-04"
"YUCATÁN",36,2016,373,373,"2016-09-04"
"NAYARIT",36,2016,95,95,"2016-09-04"
"TABASCO",36,2016,283,283,"2016-09-04"
"SAN LUIS POTOSÍ",36,2016,34,34,"2016-09-04"
"SONORA",36,2016,23,23,"2016-09-04"
"SINALOA",36,2016,46,46,"2016-09-04"
"OAXACA",36,2016,73,73,"2016-09-04"
"COLIMA",36,2016,370,370,"2016-09-04"
"DURANGO",36,2016,37,37,"2016-09-04"
"BAJA CALIFORNIA SUR",36,2016,34,34,"2016-09-04"
"COAHUILA",36,2016,49,49,"2016-09-04"
"CAMPECHE",36,2016,349,349,"2016-09-04"
"BAJA CALIFORNIA",36,2016,10,10,"2016-09-04"
"AGUASCALIENTES",36,2016,1,1,"2016-09-04"
"QUERÉTARO",36,2016,5,5,"2016-09-04"
"CHIHUAHUA",36,2016,0,0,"2016-09-04"
"CIUDAD DE MÉXICO",36,2016,9,9,"2016-09-04"
