Estado,Probables (año pasado),Probables (año actual),Confirmados Dengue No Grave (año pasado),Confirmados Dengue No Grave (año actual),Dengue con Signos de Alarma y Dengue Grave (año pasado),Dengue con Signos de Alarma y Dengue Grave (año actual),Total Confirmados (año pasado),Total Confirmados (año actual),Defunciones (año pasado),Defunciones (año actual),Semana_Epidemiologica,Anio
TLAXCALA,10,2,0.0,0.0,0.0,0,0.0,0,0.0,0.0,33,2018
YUCATÁN,864,670,58.0,0.0,24.0,0,82.0,0,0.0,0.0,33,2018
ZACATECAS,11,7,0.0,0.0,0.0,0,0.0,0,0.0,0.0,33,2018
CHIAPAS,110.0,191.0,17.0,11.0,14.0,47.0,31.0,58.0,0.0,0.0,06,2018
JALISCO,367.0,238.0,18.0,9.0,6.0,2.0,24.0,11.0,0.0,0.0,06,2018
VERACRUZ,227.0,165.0,21.0,4.0,10.0,1.0,31.0,5.0,0.0,0.0,06,2018
MÉXICO,29.0,20.0,8.0,2.0,0.0,0.0,8.0,2.0,0.0,0.0,06,2018
MICHOACÁN,122.0,73.0,25.0,2.0,3.0,0.0,28.0,2.0,0.0,0.0,06,2018
PUEBLA,84.0,7.0,9.0,1.0,2.0,0.0,11.0,1.0,0.0,0.0,06,2018
MORELOS,169.0,70.0,8.0,0.0,15.0,1.0,23.0,1.0,0.0,0.0,06,2018
QUINTANA ROO,57.0,59.0,3.0,1.0,5.0,0.0,8.0,1.0,0.0,0.0,06,2018
SINALOA,166.0,109.0,8.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,06,2018
NUEVO LEÓN,411.0,57.0,36.0,0.0,0.0,1.0,36.0,1.0,0.0,0.0,06,2018
HIDALGO,11.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,06,2018
NAYARIT,136.0,25.0,11.0,0.0,1.0,1.0,12.0,1.0,0.0,0.0,06,2018
COLIMA,82.0,89.0,3.0,1.0,2.0,0.0,5.0,1.0,0.0,0.0,06,2018
GUANAJUATO,4.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06,2018
TAMAULIPAS,327.0,67.0,26.0,0.0,1.0,0.0,27.0,0.0,0.0,0.0,06,2018
DURANGO,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06,2018
GUERRERO,148.0,85.0,21.0,0.0,16.0,0.0,37.0,0.0,0.0,0.0,06,2018
SONORA,34.0,45.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,06,2018
SAN LUIS POTOSÍ,32.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,06,2018
COAHUILA,26.0,12.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,06,2018
YUCATÁN,98.0,50.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,06,2018
OAXACA,74.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06,2018
TABASCO,105.0,51.0,9.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,06,2018
QUERÉTARO,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06,2018
BAJA CALIFORNIA SUR,30.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06,2018
BAJA CALIFORNIA,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06,2018
CHIHUAHUA,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06,2018
CAMPECHE,46.0,13.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,06,2018
AGUASCALIENTES,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06,2018
DISTRITO FEDERAL,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06,2018
TLAXCALA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06,2018
ZACATECAS,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06,2018
CHIAPAS,134.0,266.0,22.0,13.0,15.0,74.0,37.0,87.0,0.0,0.0,07,2018
JALISCO,419.0,279.0,19.0,10.0,6.0,3.0,25.0,13.0,0.0,0.0,07,2018
VERACRUZ,262.0,204.0,26.0,4.0,10.0,2.0,36.0,6.0,0.0,0.0,07,2018
MICHOACÁN,155.0,83.0,29.0,6.0,3.0,0.0,32.0,6.0,0.0,0.0,07,2018
MÉXICO,32.0,22.0,8.0,2.0,0.0,0.0,8.0,2.0,0.0,0.0,07,2018
PUEBLA,91.0,9.0,13.0,1.0,2.0,0.0,15.0,1.0,0.0,0.0,07,2018
MORELOS,196.0,90.0,8.0,0.0,18.0,1.0,26.0,1.0,0.0,0.0,07,2018
QUINTANA ROO,73.0,73.0,3.0,1.0,5.0,0.0,8.0,1.0,0.0,0.0,07,2018
SINALOA,184.0,130.0,13.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,07,2018
NUEVO LEÓN,520.0,64.0,45.0,0.0,0.0,1.0,45.0,1.0,0.0,0.0,07,2018
HIDALGO,20.0,9.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,07,2018
NAYARIT,171.0,31.0,11.0,0.0,2.0,1.0,13.0,1.0,0.0,0.0,07,2018
COLIMA,106.0,103.0,3.0,1.0,2.0,0.0,5.0,1.0,0.0,0.0,07,2018
GUERRERO,172.0,105.0,26.0,0.0,17.0,1.0,43.0,1.0,0.0,0.0,07,2018
GUANAJUATO,4.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,2018
TAMAULIPAS,358.0,81.0,32.0,0.0,2.0,0.0,34.0,0.0,0.0,0.0,07,2018
DURANGO,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,2018
SONORA,51.0,60.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,07,2018
SAN LUIS POTOSÍ,43.0,12.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,07,2018
COAHUILA,31.0,14.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,07,2018
YUCATÁN,109.0,64.0,4.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,07,2018
OAXACA,91.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,2018
TABASCO,114.0,64.0,11.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,07,2018
QUERÉTARO,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,2018
BAJA CALIFORNIA SUR,31.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,2018
BAJA CALIFORNIA,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,2018
CHIHUAHUA,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,2018
CAMPECHE,60.0,19.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,07,2018
AGUASCALIENTES,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,2018
DISTRITO FEDERAL,20.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,2018
TLAXCALA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,2018
ZACATECAS,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07,2018
CHIAPAS,"2,791","6,451",340,499.0,553.0,"1,714",893,"2,213",7.0,25.0,38,2018
VERACRUZ,"3,705","6,010",605,778.0,179.0,135,784,913,2.0,0.0,38,2018
JALISCO,"4,925","5,871",404,649.0,51.0,69,455,718,1.0,0.0,38,2018
SAN LUIS POTOSÍ,520,934,85,251.0,0.0,14,85,265,0.0,0.0,38,2018
NUEVO LEÓN,"5,052","2,300",710,126.0,129.0,103,839,229,1.0,0.0,38,2018
MICHOACÁN,"1,259","1,170",197,119.0,16.0,4,213,123,0.0,1.0,38,2018
HIDALGO,620,311,216,78.0,3.0,3,219,81,0.0,0.0,38,2018
MÉXICO,992,548,218,79.0,7.0,1,225,80,0.0,0.0,38,2018
TAMAULIPAS,"3,234","1,042",336,62.0,26.0,9,362,71,1.0,1.0,38,2018
GUERRERO,"1,387","1,190",170,30.0,128.0,31,298,61,2.0,1.0,38,2018
BAJA CALIFORNIA SUR,268,595,17,51.0,2.0,7,19,58,1.0,0.0,38,2018
OAXACA,"1,233","2,221",48,29.0,11.0,23,59,52,2.0,2.0,38,2018
PUEBLA,"1,288",425,214,51.0,17.0,0,231,51,3.0,0.0,38,2018
MORELOS,"2,473",974,50,12.0,109.0,31,159,43,4.0,0.0,38,2018
QUINTANA ROO,694,878,81,36.0,28.0,5,109,41,1.0,0.0,38,2018
SINALOA,690,737,57,29.0,6.0,1,63,30,0.0,0.0,38,2018
GUANAJUATO,"7,044",722,"1,329",19.0,90.0,0,"1,419",19,3.0,0.0,38,2018
TABASCO,725,440,50,10.0,30.0,6,80,16,0.0,0.0,38,2018
NAYARIT,"1,803",492,67,8.0,19.0,5,86,13,1.0,1.0,38,2018
COAHUILA,526,157,12,11.0,3.0,1,15,12,0.0,0.0,38,2018
COLIMA,841,890,31,5.0,5.0,5,36,10,0.0,0.0,38,2018
DURANGO,165,60,75,6.0,2.0,0,77,6,0.0,0.0,38,2018
QUERÉTARO,65,27,10,2.0,0.0,0,10,2,0.0,0.0,38,2018
BAJA CALIFORNIA,114,61,6,1.0,0.0,0,6,1,0.0,0.0,38,2018
SONORA,762,364,70,1.0,11.0,0,81,1,4.0,0.0,38,2018
ZACATECAS,13,13,0,1.0,0.0,0,0,1,0.0,0.0,38,2018
AGUASCALIENTES,11,15,3,0.0,0.0,0,3,0,0.0,0.0,38,2018
CAMPECHE,437,278,5,0.0,4.0,0,9,0,0.0,0.0,38,2018
CHIHUAHUA,17,12,0,0.0,0.0,0,0,0,0.0,0.0,38,2018
CD MÉXICO,120,134,0,0.0,0.0,0,0,0,0.0,0.0,38,2018
TLAXCALA,12,2,0,0.0,0.0,0,0,0,0.0,0.0,38,2018
YUCATÁN,"1,111",777,67,0.0,26.0,0,93,0,1.0,0.0,38,2018
CHIAPAS,"2,914","6,924",358,550.0,575.0,"1,857",933,"2,407",7.0,26.0,39,2018
VERACRUZ,"3,949","6,978",663,958.0,192.0,157,855,"1,115",2.0,1.0,39,2018
JALISCO,"5,413","6,627",432,806.0,56.0,93,488,899,1.0,1.0,39,2018
SAN LUIS POTOSÍ,533,"1,063",85,294.0,0.0,15,85,309,0.0,0.0,39,2018
NUEVO LEÓN,"5,477","2,575",794,161.0,154.0,129,948,290,1.0,0.0,39,2018
MICHOACÁN,"1,292","1,269",205,131.0,17.0,4,222,135,0.0,1.0,39,2018
MÉXICO,"1,058",581,218,93.0,7.0,1,225,94,0.0,0.0,39,2018
HIDALGO,693,332,262,83.0,3.0,3,265,86,0.0,0.0,39,2018
TAMAULIPAS,"3,453","1,091",342,71.0,27.0,9,369,80,1.0,1.0,39,2018
BAJA CALIFORNIA SUR,305,711,18,62.0,2.0,8,20,70,1.0,0.0,39,2018
GUERRERO,"1,421","1,251",178,32.0,132.0,32,310,64,2.0,1.0,39,2018
PUEBLA,"1,381",458,242,60.0,17.0,0,259,60,3.0,0.0,39,2018
OAXACA,"1,308","2,597",49,29.0,12.0,24,61,53,3.0,2.0,39,2018
MORELOS,"2,569","1,021",50,15.0,109.0,35,159,50,4.0,0.0,39,2018
QUINTANA ROO,708,916,82,41.0,28.0,5,110,46,1.0,0.0,39,2018
SINALOA,746,836,57,36.0,6.0,2,63,38,0.0,0.0,39,2018
GUANAJUATO,"8,799",745,"1,526",20.0,110.0,0,"1,636",20,5.0,0.0,39,2018
NAYARIT,"1,955",525,67,12.0,19.0,5,86,17,1.0,1.0,39,2018
TABASCO,757,463,50,10.0,30.0,6,80,16,0.0,0.0,39,2018
COAHUILA,605,192,17,11.0,4.0,1,21,12,1.0,0.0,39,2018
COLIMA,885,930,31,7.0,5.0,5,36,12,0.0,0.0,39,2018
DURANGO,214,63,92,6.0,3.0,0,95,6,0.0,0.0,39,2018
QUERÉTARO,78,30,13,2.0,0.0,0,13,2,0.0,0.0,39,2018
ZACATECAS,15,14,0,2.0,0.0,0,0,2,0.0,0.0,39,2018
BAJA CALIFORNIA,116,63,6,1.0,0.0,0,6,1,0.0,0.0,39,2018
SONORA,817,410,76,1.0,11.0,0,87,1,4.0,0.0,39,2018
AGUASCALIENTES,12,16,4,0.0,0.0,0,4,0,0.0,0.0,39,2018
CAMPECHE,449,285,5,0.0,4.0,0,9,0,0.0,0.0,39,2018
CHIHUAHUA,17,12,0,0.0,0.0,0,0,0,0.0,0.0,39,2018
CD MÉXICO,125,147,0,0.0,0.0,0,0,0,0.0,0.0,39,2018
TLAXCALA,12,2,0,0.0,0.0,0,0,0,0.0,0.0,39,2018
YUCATÁN,"1,155",798,67,0.0,26.0,0,93,0,1.0,0.0,39,2018
CHIAPAS,"3,146","8,529",404,641,648.0,"2,125","1,052","2,766",7.0,33.0,42,2018
VERACRUZ,"4,625","10,210",793,"1,409",237.0,237,"1,030","1,646",4.0,4.0,42,2018
JALISCO,"7,129","9,186",486,"1,135",74.0,141,560,"1,276",4.0,4.0,42,2018
SAN LUIS POTOSÍ,584,"1,573",92,403,1.0,19,93,422,0.0,0.0,42,2018
NUEVO LEÓN,"7,608","4,296","1,084",241,282.0,174,"1,366",415,1.0,0.0,42,2018
MICHOACÁN,"1,488","1,544",230,189,20.0,5,250,194,1.0,1.0,42,2018
OAXACA,"1,603","3,599",68,109,16.0,66,84,175,3.0,4.0,42,2018
TAMAULIPAS,"4,088","1,462",392,127,32.0,15,424,142,1.0,1.0,42,2018
BAJA CALIFORNIA SUR,374,"1,070",26,102,2.0,16,28,118,1.0,0.0,42,2018
HIDALGO,908,369,352,101,4.0,4,356,105,0.0,0.0,42,2018
MÉXICO,"1,279",642,218,103,7.0,1,225,104,0.0,0.0,42,2018
PUEBLA,"1,684",578,350,83,26.0,0,376,83,4.0,0.0,42,2018
GUERRERO,"1,570","1,482",197,34,141.0,34,338,68,2.0,1.0,42,2018
MORELOS,"2,838","1,201",53,17,122.0,49,175,66,4.0,0.0,42,2018
QUINTANA ROO,751,"1,056",84,51,29.0,9,113,60,1.0,0.0,42,2018
SINALOA,998,"1,300",60,53,6.0,2,66,55,0.0,0.0,42,2018
COAHUILA,"1,386",393,34,47,13.0,4,47,51,1.0,0.0,42,2018
COLIMA,"1,094","1,081",31,26,8.0,13,39,39,0.0,0.0,42,2018
TABASCO,824,646,51,26,31.0,9,82,35,1.0,0.0,42,2018
NAYARIT,"2,225",652,68,25,19.0,8,87,33,1.0,1.0,42,2018
GUANAJUATO,"13,901",832,"2,582",30,200.0,1,"2,782",31,8.0,0.0,42,2018
SONORA,"1,011",596,126,11,12.0,1,138,12,4.0,0.0,42,2018
DURANGO,473,65,249,7,7.0,0,256,7,1.0,0.0,42,2018
BAJA CALIFORNIA,131,75,8,2,0.0,0,8,2,0.0,0.0,42,2018
QUERÉTARO,119,33,18,2,0.0,0,18,2,0.0,0.0,42,2018
YUCATÁN,"1,245",910,71,2,30.0,0,101,2,1.0,0.0,42,2018
ZACATECAS,19,20,0,2,0.0,0,0,2,0.0,0.0,42,2018
AGUASCALIENTES,13,16,4,0,0.0,0,4,0,0.0,0.0,42,2018
CAMPECHE,465,309,5,0,4.0,0,9,0,0.0,0.0,42,2018
CHIHUAHUA,22,13,0,0,0.0,0,0,0,0.0,0.0,42,2018
CD MÉXICO,131,162,0,0,0.0,0,0,0,0.0,0.0,42,2018
TLAXCALA,12,8,0,0,0.0,0,0,0,0.0,0.0,42,2018
CHIAPAS,"3,227","9,076",414,671,680.0,"2,215","1,094","2,886",8.0,35.0,43,2018
VERACRUZ,"4,811","11,231",864,"1,461",260.0,272,"1,124","1,733",4.0,6.0,43,2018
JALISCO,"7,741","10,081",514,"1,365",78.0,190,592,"1,555",4.0,5.0,43,2018
NUEVO LEÓN,"8,351","4,871","1,205",300,368.0,214,"1,573",514,1.0,0.0,43,2018
SAN LUIS POTOSÍ,615,"1,726",101,451,1.0,21,102,472,0.0,0.0,43,2018
MICHOACÁN,"1,547","1,643",240,207,21.0,6,261,213,1.0,1.0,43,2018
OAXACA,"1,680","3,896",72,122,16.0,80,88,202,3.0,5.0,43,2018
TAMAULIPAS,"4,314","1,523",420,133,35.0,16,455,149,1.0,1.0,43,2018
BAJA CALIFORNIA SUR,401,"1,185",27,112,2.0,20,29,132,1.0,0.0,43,2018
HIDALGO,915,377,399,112,4.0,4,403,116,0.0,0.0,43,2018
MÉXICO,"1,371",659,220,109,8.0,1,228,110,0.0,0.0,43,2018
PUEBLA,"1,788",622,361,97,26.0,1,387,98,4.0,0.0,43,2018
QUINTANA ROO,764,"1,120",86,61,31.0,10,117,71,1.0,0.0,43,2018
GUERRERO,"1,612","1,601",199,35,149.0,34,348,69,2.0,2.0,43,2018
MORELOS,"2,944","1,275",53,17,128.0,49,181,66,5.0,0.0,43,2018
SINALOA,"1,092","1,510",67,56,6.0,2,73,58,0.0,0.0,43,2018
COAHUILA,"1,650",521,42,47,17.0,4,59,51,1.0,0.0,43,2018
NAYARIT,"2,313",688,69,31,20.0,10,89,41,1.0,1.0,43,2018
COLIMA,"1,145","1,146",33,26,9.0,13,42,39,0.0,0.0,43,2018
TABASCO,838,732,51,29,31.0,10,82,39,1.0,0.0,43,2018
GUANAJUATO,"15,575",855,"2,874",34,244.0,1,"3,118",35,8.0,0.0,43,2018
SONORA,"1,049",685,139,13,12.0,1,151,14,4.0,0.0,43,2018
DURANGO,577,66,281,7,7.0,0,288,7,1.0,0.0,43,2018
YUCATÁN,"1,277",944,72,4,30.0,1,102,5,1.0,0.0,43,2018
BAJA CALIFORNIA,134,77,10,3,0.0,0,10,3,0.0,0.0,43,2018
ZACATECAS,24,23,0,3,0.0,0,0,3,0.0,0.0,43,2018
QUERÉTARO,127,33,19,2,0.0,0,19,2,0.0,0.0,43,2018
AGUASCALIENTES,13,16,4,0,0.0,0,4,0,0.0,0.0,43,2018
CAMPECHE,469,317,5,0,4.0,0,9,0,0.0,0.0,43,2018
CHIHUAHUA,25,13,4,0,0.0,0,4,0,0.0,0.0,43,2018
CD MÉXICO,132,165,0,0,0.0,0,0,0,0.0,0.0,43,2018
TLAXCALA,12,8,0,0,0.0,0,0,0,0.0,0.0,43,2018
CHIAPAS,"2,506","5,097",295.0,380.0,465.0,"1,363",760.0,"1,743",7.0,18.0,35,2018
VERACRUZ,"3,114","4,007",453.0,470.0,139.0,84,592.0,554,2.0,0.0,35,2018
JALISCO,"3,905","3,983",317.0,367.0,38.0,44,355.0,411,0.0,0.0,35,2018
SAN LUIS POTOSÍ,475,629,74.0,144.0,0.0,9,74.0,153,0.0,0.0,35,2018
NUEVO LEÓN,"3,992","1,578",436.0,73.0,51.0,54,487.0,127,1.0,0.0,35,2018
MICHOACÁN,"1,075",976,135.0,92.0,14.0,3,149.0,95,0.0,1.0,35,2018
MÉXICO,831,445,203.0,76.0,5.0,1,208.0,77,0.0,0.0,35,2018
TAMAULIPAS,"2,582",930,301.0,58.0,22.0,9,323.0,67,0.0,1.0,35,2018
GUERRERO,"1,251","1,005",155.0,22.0,114.0,24,269.0,46,2.0,0.0,35,2018
OAXACA,"1,053","1,466",31.0,18.0,9.0,14,40.0,32,2.0,1.0,35,2018
PUEBLA,"1,104",345,175.0,29.0,16.0,0,191.0,29,3.0,0.0,35,2018
QUINTANA ROO,627,780,78.0,25.0,26.0,4,104.0,29,1.0,0.0,35,2018
HIDALGO,419,197,118.0,25.0,2.0,1,120.0,26,0.0,0.0,35,2018
MORELOS,"2,158",840,48.0,6.0,95.0,16,143.0,22,4.0,0.0,35,2018
SINALOA,551,560,49.0,19.0,5.0,1,54.0,20,0.0,0.0,35,2018
BAJA CALIFORNIA SUR,204,345,7.0,15.0,2.0,3,9.0,18,1.0,0.0,35,2018
GUANAJUATO,"2,217",661,687.0,13.0,11.0,0,698.0,13,1.0,0.0,35,2018
NAYARIT,"1,488",402,65.0,5.0,19.0,5,84.0,10,1.0,1.0,35,2018
COLIMA,708,733,30.0,5.0,5.0,4,35.0,9,0.0,0.0,35,2018
TABASCO,678,376,50.0,4.0,26.0,3,76.0,7,0.0,0.0,35,2018
DURANGO,66,48,9.0,2.0,0.0,0,9.0,2,0.0,0.0,35,2018
AGUASCALIENTES,10,14,3.0,0.0,0.0,0,3.0,0,0.0,0.0,35,2018
BAJA CALIFORNIA,102,57,5.0,0.0,0.0,0,5.0,0,0.0,0.0,35,2018
CAMPECHE,403,243,5.0,0.0,4.0,0,9.0,0,0.0,0.0,35,2018
COAHUILA,302,91,10.0,0.0,2.0,0,12.0,0,0.0,0.0,35,2018
CHIHUAHUA,10,10,0.0,0.0,0.0,0,0.0,0,0.0,0.0,35,2018
CD MÉXICO,104,131,0.0,0.0,0.0,0,0.0,0,0.0,0.0,35,2018
QUERÉTARO,38,17,0.0,0.0,0.0,0,0.0,0,0.0,0.0,35,2018
SONORA,669,300,60.0,0.0,9.0,0,69.0,0,3.0,0.0,35,2018
TLAXCALA,12,2,0.0,0.0,0.0,0,0.0,0,0.0,0.0,35,2018
YUCATÁN,965,708,62.0,0.0,26.0,0,88.0,0,0.0,0.0,35,2018
ZACATECAS,12,8,0.0,0.0,0.0,0,0.0,0,0.0,0.0,35,2018
CHIAPAS,"2,415","4,767",274.0,360.0,447.0,"1,318",721.0,"1,678",7.0,17.0,34,2018
VERACRUZ,"2,858","3,678",398.0,405.0,125.0,74,523.0,479,2.0,0.0,34,2018
JALISCO,"3,605","3,584",282.0,314.0,34.0,40,316.0,354,0.0,0.0,34,2018
SAN LUIS POTOSÍ,449,566,67.0,136.0,0.0,9,67.0,145,0.0,0.0,34,2018
NUEVO LEÓN,"3,656","1,422",394.0,58.0,47.0,39,441.0,97,1.0,0.0,34,2018
MICHOACÁN,"1,022",916,123.0,86.0,12.0,3,135.0,89,0.0,1.0,34,2018
MÉXICO,747,419,195.0,67.0,5.0,1,200.0,68,0.0,0.0,34,2018
TAMAULIPAS,"2,359",906,253.0,52.0,16.0,7,269.0,59,0.0,1.0,34,2018
GUERRERO,"1,202",968,149.0,20.0,110.0,22,259.0,42,2.0,0.0,34,2018
PUEBLA,"1,046",327,153.0,29.0,16.0,0,169.0,29,3.0,0.0,34,2018
QUINTANA ROO,611,757,76.0,24.0,26.0,4,102.0,28,1.0,0.0,34,2018
OAXACA,982,"1,368",27.0,16.0,9.0,11,36.0,27,2.0,1.0,34,2018
MORELOS,"1,963",800,47.0,6.0,86.0,16,133.0,22,4.0,0.0,34,2018
HIDALGO,339,168,87.0,17.0,2.0,1,89.0,18,0.0,0.0,34,2018
SINALOA,525,522,47.0,15.0,4.0,1,51.0,16,0.0,0.0,34,2018
GUANAJUATO,"1,326",648,499.0,10.0,11.0,0,510.0,10,0.0,0.0,34,2018
BAJA CALIFORNIA SUR,195,313,7.0,7.0,2.0,2,9.0,9,1.0,0.0,34,2018
NAYARIT,"1,409",391,65.0,4.0,19.0,5,84.0,9,1.0,1.0,34,2018
COLIMA,668,696,30.0,4.0,5.0,4,35.0,8,0.0,0.0,34,2018
TABASCO,658,358,47.0,4.0,26.0,3,73.0,7,0.0,0.0,34,2018
DURANGO,52,44,5.0,2.0,0.0,0,5.0,2,0.0,0.0,34,2018
AGUASCALIENTES,9,14,2.0,0.0,0.0,0,2.0,0,0.0,0.0,34,2018
BAJA CALIFORNIA,97,55,5.0,0.0,0.0,0,5.0,0,0.0,0.0,34,2018
CAMPECHE,389,238,5.0,0.0,4.0,0,9.0,0,0.0,0.0,34,2018
COAHUILA,228,85,10.0,0.0,1.0,0,11.0,0,0.0,0.0,34,2018
CHIHUAHUA,9,10,0.0,0.0,0.0,0,0.0,0,0.0,0.0,34,2018
CD MÉXICO,99,129,0.0,0.0,0.0,0,0.0,0,0.0,0.0,34,2018
QUERÉTARO,32,17,0.0,0.0,0.0,0,0.0,0,0.0,0.0,34,2018
SONORA,635,287,53.0,0.0,9.0,0,62.0,0,3.0,0.0,34,2018
TLAXCALA,10,2,0.0,0.0,0.0,0,0.0,0,0.0,0.0,34,2018
YUCATÁN,913,691,58.0,0.0,25.0,0,83.0,0,0.0,0.0,34,2018
ZACATECAS,11,7,0.0,0.0,0.0,0,0.0,0,0.0,0.0,34,2018
CHIAPAS,"3,461","10,190",444,737,732.0,"2,486","1,176","3,223",10.0,39.0,48,2018
VERACRUZ,"5,509","14,534",996,"2,028",308.0,415,"1,304","2,443",6.0,9.0,48,2018
JALISCO,"11,176","13,964",841,"2,005",118.0,390,959,"2,395",4.0,6.0,48,2018
NUEVO LEÓN,"11,717","6,028","1,342",430,495.0,339,"1,837",769,1.0,0.0,48,2018
SAN LUIS POTOSÍ,702,"2,174",114,613,4.0,30,118,643,0.0,0.0,48,2018
MICHOACÁN,"1,857","1,962",288,285,22.0,6,310,291,1.0,1.0,48,2018
OAXACA,"1,911","4,804",85,165,17.0,114,102,279,3.0,7.0,48,2018
TAMAULIPAS,"5,233","1,791",469,171,41.0,19,510,190,1.0,1.0,48,2018
QUINTANA ROO,842,"1,426",93,129,35.0,35,128,164,1.0,0.0,48,2018
BAJA CALIFORNIA SUR,562,"1,663",30,133,2.0,30,32,163,1.0,0.0,48,2018
HIDALGO,947,426,403,131,7.0,5,410,136,0.0,0.0,48,2018
PUEBLA,"2,085",756,452,121,43.0,1,495,122,5.0,0.0,48,2018
MÉXICO,"1,595",719,222,110,8.0,1,230,111,0.0,0.0,48,2018
GUERRERO,"1,741","1,874",201,59,157.0,48,358,107,2.0,2.0,48,2018
SINALOA,"1,575","2,087",69,93,8.0,7,77,100,0.0,0.0,48,2018
NAYARIT,"2,523","1,152",70,62,21.0,23,91,85,1.0,1.0,48,2018
MORELOS,"3,333","1,487",57,17,144.0,59,201,76,5.0,0.0,48,2018
TABASCO,885,"1,039",55,47,32.0,25,87,72,1.0,0.0,48,2018
COAHUILA,"2,992",853,54,53,36.0,11,90,64,3.0,3.0,48,2018
COLIMA,"1,350","1,382",39,36,11.0,18,50,54,0.0,0.0,48,2018
GUANAJUATO,"20,164",913,"3,760",38,299.0,1,"4,059",39,14.0,0.0,48,2018
SONORA,"1,280",928,145,22,13.0,1,158,23,4.0,0.0,48,2018
YUCATÁN,"1,367","1,067",75,9,32.0,4,107,13,1.0,0.0,48,2018
DURANGO,966,70,351,7,12.0,0,363,7,1.0,0.0,48,2018
BAJA CALIFORNIA,157,84,11,4,0.0,0,11,4,0.0,0.0,48,2018
ZACATECAS,29,24,0,3,0.0,0,0,3,0.0,0.0,48,2018
QUERÉTARO,205,36,37,2,0.0,0,37,2,0.0,0.0,48,2018
AGUASCALIENTES,17,17,4,0,0.0,0,4,0,0.0,0.0,48,2018
CAMPECHE,492,345,5,0,5.0,0,10,0,0.0,0.0,48,2018
CHIHUAHUA,57,16,9,0,1.0,0,10,0,0.0,0.0,48,2018
CD MÉXICO,155,196,0,0,0.0,0,0,0,0.0,0.0,48,2018
TLAXCALA,12,11,0,0,0.0,0,0,0,0.0,0.0,48,2018
CHIAPAS,"3,497","10,315",448,743,744.0,"2,525","1,192","3,268",10.0,39.0,49,2018
JALISCO,"11,503","14,298",908,"2,113",123.0,416,"1,031","2,529",4.0,6.0,49,2018
VERACRUZ,"5,592","15,055","1,009","2,064",317.0,431,"1,326","2,495",6.0,9.0,49,2018
NUEVO LEÓN,"12,079","6,056","1,359",454,533.0,364,"1,892",818,1.0,0.0,49,2018
SAN LUIS POTOSÍ,707,"2,216",114,617,4.0,30,118,647,0.0,0.0,49,2018
MICHOACÁN,"1,900","2,001",297,290,23.0,6,320,296,1.0,1.0,49,2018
