Estado,Probables (año pasado),Probables (año actual),Confirmados Dengue No Grave (año pasado),Confirmados Dengue No Grave (año actual),Dengue con Signos de Alarma y Dengue Grave (año pasado),Dengue con Signos de Alarma y Dengue Grave (año actual),Total Confirmados (año pasado),Total Confirmados (año actual),Defunciones (año pasado),Defunciones (año actual),Semana_Epidemiologica,Anio
AGUASCALIENTES,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2018
DISTRITO FEDERAL,25.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2018
TLAXCALA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2018
ZACATECAS,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2018
CHIAPAS,205.0,482.0,30.0,19.0,30.0,145.0,60.0,164.0,0.0,0.0,10,2018
JALISCO,603.0,404.0,29.0,15.0,8.0,3.0,37.0,18.0,0.0,0.0,10,2018
GUERRERO,255.0,179.0,33.0,5.0,25.0,5.0,58.0,10.0,0.0,0.0,10,2018
MICHOACÁN,229.0,151.0,43.0,9.0,4.0,0.0,47.0,9.0,0.0,0.0,10,2018
VERACRUZ,410.0,414.0,44.0,6.0,17.0,3.0,61.0,9.0,0.0,0.0,10,2018
COLIMA,172.0,161.0,4.0,0.0,2.0,3.0,6.0,3.0,0.0,0.0,10,2018
MÉXICO,55.0,40.0,11.0,3.0,0.0,0.0,11.0,3.0,0.0,0.0,10,2018
NUEVO LEÓN,872.0,135.0,67.0,1.0,0.0,1.0,67.0,2.0,0.0,0.0,10,2018
PUEBLA,170.0,25.0,19.0,1.0,2.0,0.0,21.0,1.0,0.0,0.0,10,2018
MORELOS,315.0,158.0,12.0,0.0,22.0,1.0,34.0,1.0,0.0,0.0,10,2018
QUINTANA ROO,126.0,124.0,8.0,1.0,5.0,0.0,13.0,1.0,0.0,0.0,10,2018
SINALOA,230.0,161.0,18.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0,10,2018
HIDALGO,36.0,29.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,10,2018
NAYARIT,248.0,59.0,14.0,0.0,3.0,1.0,17.0,1.0,0.0,0.0,10,2018
TAMAULIPAS,437.0,163.0,38.0,0.0,3.0,1.0,41.0,1.0,0.0,0.0,10,2018
GUANAJUATO,10.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2018
DURANGO,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2018
SONORA,91.0,75.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,10,2018
SAN LUIS POTOSÍ,69.0,26.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,10,2018
COAHUILA,47.0,22.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,2018
YUCATÁN,149.0,114.0,9.0,0.0,4.0,0.0,13.0,0.0,0.0,0.0,10,2018
OAXACA,171.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2018
TABASCO,172.0,86.0,17.0,0.0,6.0,0.0,23.0,0.0,0.0,0.0,10,2018
QUERÉTARO,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2018
BAJA CALIFORNIA SUR,48.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2018
BAJA CALIFORNIA,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2018
CHIHUAHUA,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2018
CAMPECHE,84.0,33.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10,2018
AGUASCALIENTES,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2018
DISTRITO FEDERAL,23.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2018
TLAXCALA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2018
ZACATECAS,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2018
CHIAPAS,"3,330","9,713",427,710,692.0,"2,348","1,119","3,058",9.0,39.0,45,2018
VERACRUZ,"5,111","12,839",925,"1,773",277.0,321,"1,202","2,094",5.0,6.0,45,2018
JALISCO,"9,141","12,199",606,"1,664",94.0,292,700,"1,956",4.0,6.0,45,2018
NUEVO LEÓN,"9,866","5,557","1,236",363,399.0,258,"1,635",621,1.0,0.0,45,2018
SAN LUIS POTOSÍ,662,"1,926",109,529,2.0,25,111,554,0.0,0.0,45,2018
MICHOACÁN,"1,665","1,796",259,238,21.0,6,280,244,1.0,1.0,45,2018
OAXACA,"1,800","4,378",80,136,16.0,96,96,232,3.0,6.0,45,2018
TAMAULIPAS,"4,746","1,668",432,144,37.0,17,469,161,1.0,1.0,45,2018
BAJA CALIFORNIA SUR,466,"1,409",29,124,2.0,26,31,150,1.0,0.0,45,2018
HIDALGO,921,408,402,124,4.0,4,406,128,0.0,0.0,45,2018
MÉXICO,"1,444",676,222,109,8.0,1,230,110,0.0,0.0,45,2018
PUEBLA,"1,934",675,424,104,41.0,1,465,105,4.0,0.0,45,2018
QUINTANA ROO,789,"1,253",87,84,33.0,20,120,104,1.0,0.0,45,2018
GUERRERO,"1,666","1,724",200,53,151.0,40,351,93,2.0,2.0,45,2018
MORELOS,"3,130","1,364",53,17,135.0,55,188,72,5.0,0.0,45,2018
SINALOA,"1,288","1,834",67,63,6.0,2,73,65,0.0,0.0,45,2018
COAHUILA,"2,305",699,48,51,19.0,6,67,57,3.0,1.0,45,2018
NAYARIT,"2,420",886,69,43,20.0,14,89,57,1.0,1.0,45,2018
TABASCO,857,878,52,33,31.0,14,83,47,1.0,0.0,45,2018
COLIMA,"1,254","1,263",35,30,10.0,14,45,44,0.0,0.0,45,2018
GUANAJUATO,"18,143",890,"3,307",37,265.0,1,"3,572",38,10.0,0.0,45,2018
SONORA,"1,147",827,143,18,13.0,1,156,19,4.0,0.0,45,2018
YUCATÁN,"1,328","1,015",74,7,30.0,4,104,11,1.0,0.0,45,2018
DURANGO,756,68,339,7,11.0,0,350,7,1.0,0.0,45,2018
BAJA CALIFORNIA,149,79,10,4,0.0,0,10,4,0.0,0.0,45,2018
ZACATECAS,26,23,0,3,0.0,0,0,3,0.0,0.0,45,2018
QUERÉTARO,135,33,21,2,0.0,0,21,2,0.0,0.0,45,2018
AGUASCALIENTES,15,17,4,0,0.0,0,4,0,0.0,0.0,45,2018
CAMPECHE,476,336,5,0,4.0,0,9,0,0.0,0.0,45,2018
CHIHUAHUA,55,14,9,0,1.0,0,10,0,0.0,0.0,45,2018
CD MÉXICO,142,188,0,0,0.0,0,0,0,0.0,0.0,45,2018
TLAXCALA,12,9,0,0,0.0,0,0,0,0.0,0.0,45,2018
CHIAPAS,"3,275","9,461",416,696,680.0,"2,288","1,096","2,984",8.0,37.0,44,2018
VERACRUZ,"4,930","11,978",894,"1,549",272.0,285,"1,166","1,834",4.0,6.0,44,2018
JALISCO,"8,385","11,073",523,"1,475",81.0,216,604,"1,691",4.0,5.0,44,2018
NUEVO LEÓN,"9,086","5,122","1,232",322,396.0,223,"1,628",545,1.0,0.0,44,2018
SAN LUIS POTOSÍ,639,"1,814",106,507,2.0,24,108,531,0.0,0.0,44,2018
MICHOACÁN,"1,585","1,711",242,225,21.0,6,263,231,1.0,1.0,44,2018
OAXACA,"1,728","4,111",80,129,16.0,89,96,218,3.0,6.0,44,2018
TAMAULIPAS,"4,539","1,586",424,142,36.0,17,460,159,1.0,1.0,44,2018
BAJA CALIFORNIA SUR,429,"1,289",27,118,2.0,23,29,141,1.0,0.0,44,2018
HIDALGO,917,389,400,118,4.0,4,404,122,0.0,0.0,44,2018
MÉXICO,"1,404",666,220,109,8.0,1,228,110,0.0,0.0,44,2018
PUEBLA,"1,879",647,399,100,40.0,1,439,101,4.0,0.0,44,2018
QUINTANA ROO,779,"1,167",86,71,31.0,17,117,88,1.0,0.0,44,2018
GUERRERO,"1,642","1,661",200,40,151.0,34,351,74,2.0,2.0,44,2018
MORELOS,"3,028","1,300",53,17,132.0,49,185,66,5.0,0.0,44,2018
SINALOA,"1,172","1,673",67,59,6.0,2,73,61,0.0,0.0,44,2018
NAYARIT,"2,378",788,69,43,20.0,11,89,54,1.0,1.0,44,2018
COAHUILA,"2,002",605,47,47,18.0,6,65,53,2.0,0.0,44,2018
COLIMA,"1,194","1,206",34,29,9.0,13,43,42,0.0,0.0,44,2018
TABASCO,847,808,51,30,31.0,11,82,41,1.0,0.0,44,2018
GUANAJUATO,"16,874",874,"3,029",35,254.0,1,"3,283",36,10.0,0.0,44,2018
SONORA,"1,094",764,140,13,12.0,1,152,14,4.0,0.0,44,2018
DURANGO,669,67,337,7,11.0,0,348,7,1.0,0.0,44,2018
YUCATÁN,"1,308",974,73,4,30.0,3,103,7,1.0,0.0,44,2018
BAJA CALIFORNIA,138,78,10,3,0.0,0,10,3,0.0,0.0,44,2018
ZACATECAS,25,23,0,3,0.0,0,0,3,0.0,0.0,44,2018
QUERÉTARO,131,33,20,2,0.0,0,20,2,0.0,0.0,44,2018
CAMPECHE,473,330,5,0,4.0,0,9,0,0.0,0.0,44,2018
AGUASCALIENTES,13,17,4,0,0.0,0,4,0,0.0,0.0,44,2018
CHIHUAHUA,44,13,7,0,0.0,0,7,0,0.0,0.0,44,2018
CD MÉXICO,137,168,0,0,0.0,0,0,0,0.0,0.0,44,2018
TLAXCALA,12,8,0,0,0.0,0,0,0,0.0,0.0,44,2018
CHIAPAS,"2,232","4,248",247.0,319.0,397.0,"1,191",644.0,"1,510",7.0,14.0,32,2018
VERACRUZ,"2,489","2,997",332.0,267.0,111.0,47,443.0,314,2.0,0.0,32,2018
JALISCO,"3,122","2,871",214.0,230.0,23.0,29,237.0,259,0.0,0.0,32,2018
SAN LUIS POTOSÍ,405,478,59.0,104.0,0.0,5,59.0,109,0.0,0.0,32,2018
MICHOACÁN,919,803,112.0,78.0,12.0,2,124.0,80,0.0,1.0,32,2018
MÉXICO,638,344,150.0,63.0,4.0,1,154.0,64,0.0,0.0,32,2018
TAMAULIPAS,"2,007",836,215.0,46.0,14.0,6,229.0,52,0.0,1.0,32,2018
GUERRERO,"1,115",899,135.0,18.0,104.0,22,239.0,40,2.0,0.0,32,2018
NUEVO LEÓN,"3,165","1,062",320.0,20.0,27.0,15,347.0,35,1.0,0.0,32,2018
QUINTANA ROO,582,704,73.0,21.0,26.0,3,99.0,24,1.0,0.0,32,2018
MORELOS,"1,643",736,46.0,5.0,78.0,15,124.0,20,4.0,0.0,32,2018
OAXACA,828,"1,140",26.0,13.0,7.0,3,33.0,16,2.0,1.0,32,2018
PUEBLA,910,284,121.0,14.0,14.0,0,135.0,14,3.0,0.0,32,2018
GUANAJUATO,565,604,177.0,9.0,4.0,0,181.0,9,0.0,0.0,32,2018
NAYARIT,"1,294",335,54.0,4.0,18.0,4,72.0,8,1.0,1.0,32,2018
COLIMA,613,623,30.0,3.0,5.0,4,35.0,7,0.0,0.0,32,2018
TABASCO,619,328,44.0,4.0,22.0,1,66.0,5,0.0,0.0,32,2018
HIDALGO,274,119,57.0,4.0,1.0,0,58.0,4,0.0,0.0,32,2018
BAJA CALIFORNIA SUR,182,253,7.0,3.0,2.0,0,9.0,3,1.0,0.0,32,2018
SINALOA,483,444,44.0,3.0,4.0,0,48.0,3,0.0,0.0,32,2018
AGUASCALIENTES,8,13,2.0,0.0,0.0,0,2.0,0,0.0,0.0,32,2018
BAJA CALIFORNIA,93,53,5.0,0.0,0.0,0,5.0,0,0.0,0.0,32,2018
CAMPECHE,357,228,4.0,0.0,4.0,0,8.0,0,0.0,0.0,32,2018
COAHUILA,187,78,10.0,0.0,1.0,0,11.0,0,0.0,0.0,32,2018
CHIHUAHUA,7,8,0.0,0.0,0.0,0,0.0,0,0.0,0.0,32,2018
CD MÉXICO,88,116,0.0,0.0,0.0,0,0.0,0,0.0,0.0,32,2018
DURANGO,48,41,4.0,0.0,0.0,0,4.0,0,0.0,0.0,32,2018
QUERÉTARO,22,17,0.0,0.0,0.0,0,0.0,0,0.0,0.0,32,2018
SONORA,588,269,47.0,0.0,9.0,0,56.0,0,3.0,0.0,32,2018
TLAXCALA,10,1,0.0,0.0,0.0,0,0.0,0,0.0,0.0,32,2018
YUCATÁN,820,653,56.0,0.0,24.0,0,80.0,0,0.0,0.0,32,2018
ZACATECAS,11,5,0.0,0.0,0.0,0,0.0,0,0.0,0.0,32,2018
CHIAPAS,"2,326","4,485",257.0,340.0,427.0,"1,232",684.0,"1,572",7.0,17.0,33,2018
VERACRUZ,"2,656","3,334",366.0,327.0,116.0,61,482.0,388,2.0,0.0,33,2018
JALISCO,"3,331","3,199",232.0,278.0,26.0,33,258.0,311,0.0,0.0,33,2018
SAN LUIS POTOSÍ,425,514,65.0,117.0,0.0,8,65.0,125,0.0,0.0,33,2018
MICHOACÁN,966,846,118.0,79.0,12.0,2,130.0,81,0.0,1.0,33,2018
MÉXICO,688,369,159.0,64.0,4.0,1,163.0,65,0.0,0.0,33,2018
NUEVO LEÓN,"3,428","1,220",359.0,37.0,42.0,18,401.0,55,1.0,0.0,33,2018
TAMAULIPAS,"2,175",869,231.0,49.0,14.0,6,245.0,55,0.0,1.0,33,2018
GUERRERO,"1,163",932,145.0,18.0,109.0,22,254.0,40,2.0,0.0,33,2018
QUINTANA ROO,593,720,75.0,22.0,26.0,3,101.0,25,1.0,0.0,33,2018
MORELOS,"1,761",768,46.0,6.0,78.0,16,124.0,22,4.0,0.0,33,2018
OAXACA,902,"1,260",27.0,13.0,8.0,8,35.0,21,2.0,1.0,33,2018
PUEBLA,989,303,140.0,15.0,15.0,0,155.0,15,3.0,0.0,33,2018
GUANAJUATO,950,621,363.0,9.0,8.0,0,371.0,9,0.0,0.0,33,2018
BAJA CALIFORNIA SUR,188,268,7.0,7.0,2.0,1,9.0,8,1.0,0.0,33,2018
NAYARIT,"1,343",355,60.0,4.0,19.0,4,79.0,8,1.0,1.0,33,2018
COLIMA,636,659,30.0,3.0,5.0,4,35.0,7,0.0,0.0,33,2018
TABASCO,638,343,47.0,4.0,24.0,3,71.0,7,0.0,0.0,33,2018
HIDALGO,299,136,64.0,6.0,1.0,0,65.0,6,0.0,0.0,33,2018
SINALOA,499,479,45.0,5.0,4.0,0,49.0,5,0.0,0.0,33,2018
DURANGO,51,41,5.0,2.0,0.0,0,5.0,2,0.0,0.0,33,2018
AGUASCALIENTES,8,14,2.0,0.0,0.0,0,2.0,0,0.0,0.0,33,2018
BAJA CALIFORNIA,95,54,5.0,0.0,0.0,0,5.0,0,0.0,0.0,33,2018
CAMPECHE,374,234,4.0,0.0,4.0,0,8.0,0,0.0,0.0,33,2018
COAHUILA,199,81,10.0,0.0,1.0,0,11.0,0,0.0,0.0,33,2018
CHIHUAHUA,8,9,0.0,0.0,0.0,0,0.0,0,0.0,0.0,33,2018
CD MÉXICO,92,125,0.0,0.0,0.0,0,0.0,0,0.0,0.0,33,2018
QUERÉTARO,24,17,0.0,0.0,0.0,0,0.0,0,0.0,0.0,33,2018
SONORA,610,277,47.0,0.0,9.0,0,56.0,0,3.0,0.0,33,2018
