Estado,Probables (año pasado),Probables (año actual),Confirmados Dengue No Grave (año pasado),Confirmados Dengue No Grave (año actual),Dengue con Signos de Alarma y Dengue Grave (año pasado),Dengue con Signos de Alarma y Dengue Grave (año actual),Total Confirmados (año pasado),Total Confirmados (año actual),Defunciones (año pasado),Defunciones (año actual),Semana_Epidemiologica,Anio
TLAXCALA,11,50,0,0,0,0,0,0,0.0,0.0,51,2019
JALISCO,"14,640","80,458","2,165","7,441",429,"3,893","2,594","11,334",6.0,37.0,50,2019
VERACRUZ,"15,470","50,219","2,169","8,793",445,"1,615","2,614","10,408",10.0,29.0,50,2019
CHIAPAS,"10,413","17,545",748,594,"2,560","1,634","3,308","2,228",39.0,22.0,50,2019
QUINTANA ROO,"1,531","10,319",142,863,36,936,178,"1,799",0.0,11.0,50,2019
OAXACA,"5,036","16,708",177,"1,053",123,614,300,"1,667",7.0,6.0,50,2019
PUEBLA,778,"7,054",127,"1,365",1,276,128,"1,641",0.0,5.0,50,2019
SAN LUIS POTOSÍ,"2,232","9,495",625,"1,475",30,96,655,"1,571",0.0,0.0,50,2019
MORELOS,"1,545","10,661",18,393,71,"1,017",89,"1,410",0.0,19.0,50,2019
MICHOACÁN,"2,036","5,338",300,"1,077",7,98,307,"1,175",1.0,1.0,50,2019
HIDALGO,438,"2,477",134,842,5,58,139,900,0.0,1.0,50,2019
TABASCO,"1,099","7,259",52,255,35,639,87,894,0.0,9.0,50,2019
GUERRERO,"1,945","10,234",66,305,54,560,120,865,2.0,14.0,50,2019
NAYARIT,"1,212","6,293",68,253,27,419,95,672,1.0,1.0,50,2019
NUEVO LEÓN,"6,095","4,042",486,375,382,284,868,659,0.0,0.0,50,2019
YUCATÁN,"1,107","4,549",11,223,5,316,16,539,0.0,0.0,50,2019
SONORA,968,"2,562",24,342,2,83,26,425,0.0,0.0,50,2019
TAMAULIPAS,"1,858","5,906",180,275,21,111,201,386,1.0,0.0,50,2019
COLIMA,"1,460","2,949",38,129,20,152,58,281,0.0,1.0,50,2019
GUANAJUATO,920,"2,523",38,229,1,20,39,249,0.0,0.0,50,2019
SINALOA,"2,170","1,548",97,194,7,42,104,236,0.0,0.0,50,2019
COAHUILA,875,414,57,93,12,17,69,110,3.0,0.0,50,2019
CAMPECHE,348,"1,656",0,44,0,56,0,100,0.0,0.0,50,2019
BAJA CALIFORNIA SUR,"1,792",526,144,66,34,21,178,87,0.0,0.0,50,2019
ZACATECAS,24,220,3,63,0,2,3,65,0.0,0.0,50,2019
MÉXICO,728,809,110,51,1,4,111,55,0.0,0.0,50,2019
DURANGO,70,170,7,52,0,2,7,54,0.0,0.0,50,2019
CHIHUAHUA,16,193,0,34,0,6,0,40,0.0,0.0,50,2019
QUERÉTARO,39,197,2,33,0,1,2,34,0.0,0.0,50,2019
AGUASCALIENTES,17,70,0,15,0,2,0,17,0.0,0.0,50,2019
BAJA CALIFORNIA,85,118,4,4,0,1,4,5,0.0,0.0,50,2019
CIUDAD DE MÉXICO,201,578,0,0,0,0,0,0,0.0,0.0,50,2019
TLAXCALA,11,50,0,0,0,0,0,0,0.0,0.0,50,2019
CHIAPAS,"1,049","1,521",41.0,97.0,330.0,271.0,371.0,368.0,1.0,2.0,18,2019
VERACRUZ,929,"2,474",17.0,265.0,7.0,91.0,24.0,356.0,0.0,1.0,18,2019
TABASCO,165,"1,511",0.0,103.0,0.0,103.0,0.0,206.0,0.0,0.0,18,2019
JALISCO,803,"1,892",28.0,144.0,3.0,44.0,31.0,188.0,0.0,0.0,18,2019
QUINTANA ROO,249,919,2.0,136.0,1.0,50.0,3.0,186.0,0.0,0.0,18,2019
MICHOACÁN,300,790,10.0,116.0,0.0,9.0,10.0,125.0,0.0,0.0,18,2019
OAXACA,202,703,1.0,23.0,0.0,29.0,1.0,52.0,0.0,0.0,18,2019
COLIMA,302,476,0.0,20.0,3.0,13.0,3.0,33.0,0.0,0.0,18,2019
SAN LUIS POTOSÍ,75,254,0.0,27.0,0.0,2.0,0.0,29.0,0.0,0.0,18,2019
TAMAULIPAS,352,414,5.0,21.0,1.0,6.0,6.0,27.0,0.0,0.0,18,2019
NAYARIT,132,234,0.0,16.0,1.0,9.0,1.0,25.0,0.0,0.0,18,2019
SINALOA,252,257,1.0,22.0,0.0,2.0,1.0,24.0,0.0,0.0,18,2019
MORELOS,304,308,0.0,4.0,1.0,16.0,1.0,20.0,0.0,0.0,18,2019
GUERRERO,364,580,8.0,3.0,8.0,16.0,16.0,19.0,0.0,0.0,18,2019
YUCATÁN,197,285,0.0,5.0,0.0,6.0,0.0,11.0,0.0,0.0,18,2019
PUEBLA,62,117,1.0,5.0,0.0,3.0,1.0,8.0,0.0,0.0,18,2019
CAMPECHE,67,68,0.0,3.0,0.0,3.0,0.0,6.0,0.0,0.0,18,2019
BAJA CALIFORNIA SUR,126,77,0.0,3.0,0.0,2.0,0.0,5.0,0.0,0.0,18,2019
NUEVO LEÓN,315,318,1.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,18,2019
COAHUILA,37,36,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,18,2019
HIDALGO,57,55,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,18,2019
MÉXICO,93,126,7.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,18,2019
AGUASCALIENTES,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2019
BAJA CALIFORNIA,16,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2019
CHIHUAHUA,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2019
CIUDAD DE MÉXICO,53,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2019
DURANGO,24,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2019
GUANAJUATO,264,67,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,18,2019
QUERÉTARO,9,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2019
SONORA,126,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2019
TLAXCALA,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2019
ZACATECAS,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2019
CHIAPAS,"1,113","1,667",47.0,111.0,351.0,292.0,398.0,403.0,2.0,2.0,19,2019
VERACRUZ,997,"2,615",19.0,283.0,8.0,94.0,27.0,377.0,0.0,1.0,19,2019
TABASCO,178,"1,624",0.0,110.0,0.0,119.0,0.0,229.0,0.0,0.0,19,2019
QUINTANA ROO,269,966,2.0,146.0,1.0,55.0,3.0,201.0,0.0,0.0,19,2019
JALISCO,874,"1,969",34.0,145.0,3.0,44.0,37.0,189.0,0.0,0.0,19,2019
MICHOACÁN,315,820,10.0,123.0,0.0,10.0,10.0,133.0,0.0,0.0,19,2019
OAXACA,226,748,1.0,27.0,0.0,29.0,1.0,56.0,0.0,0.0,19,2019
COLIMA,318,493,0.0,20.0,3.0,14.0,3.0,34.0,0.0,0.0,19,2019
SAN LUIS POTOSÍ,82,269,1.0,30.0,0.0,3.0,1.0,33.0,0.0,0.0,19,2019
TAMAULIPAS,382,438,5.0,22.0,1.0,6.0,6.0,28.0,0.0,0.0,19,2019
MORELOS,326,346,0.0,6.0,1.0,21.0,1.0,27.0,0.0,0.0,19,2019
GUERRERO,390,660,8.0,3.0,8.0,23.0,16.0,26.0,0.0,0.0,19,2019
NAYARIT,139,247,0.0,16.0,1.0,9.0,1.0,25.0,0.0,0.0,19,2019
SINALOA,262,269,1.0,22.0,0.0,2.0,1.0,24.0,0.0,0.0,19,2019
PUEBLA,77,126,1.0,8.0,0.0,3.0,1.0,11.0,0.0,0.0,19,2019
YUCATÁN,216,317,0.0,5.0,0.0,6.0,0.0,11.0,0.0,0.0,19,2019
CAMPECHE,87,87,0.0,3.0,0.0,3.0,0.0,6.0,0.0,0.0,19,2019
BAJA CALIFORNIA SUR,134,83,0.0,3.0,0.0,2.0,0.0,5.0,0.0,0.0,19,2019
MÉXICO,97,140,8.0,3.0,0.0,0.0,8.0,3.0,0.0,0.0,19,2019
NUEVO LEÓN,346,346,1.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,19,2019
HIDALGO,61,58,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,19,2019
COAHUILA,38,41,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,19,2019
AGUASCALIENTES,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2019
BAJA CALIFORNIA,18,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2019
CHIHUAHUA,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2019
CIUDAD DE MÉXICO,59,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2019
DURANGO,24,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2019
GUANAJUATO,287,76,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,19,2019
QUERÉTARO,9,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2019
SONORA,134,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2019
TLAXCALA,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2019
ZACATECAS,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2019
VERACRUZ,"1,803","4,660",116.0,618.0,26.0,163.0,142.0,781.0,0.0,1.0,26,2019
CHIAPAS,"2,725","4,276",163.0,228.0,687.0,530.0,850.0,758.0,3.0,6.0,26,2019
JALISCO,"1,686","3,313",115.0,274.0,15.0,76.0,130.0,350.0,0.0,0.0,26,2019
TABASCO,256,"2,133",1.0,160.0,0.0,174.0,1.0,334.0,0.0,3.0,26,2019
QUINTANA ROO,480,"1,720",7.0,213.0,1.0,93.0,8.0,306.0,0.0,0.0,26,2019
OAXACA,582,"1,704",4.0,169.0,1.0,56.0,5.0,225.0,0.0,0.0,26,2019
MICHOACÁN,566,"1,126",26.0,157.0,2.0,13.0,28.0,170.0,1.0,0.0,26,2019
MORELOS,528,985,0.0,36.0,3.0,83.0,3.0,119.0,0.0,0.0,26,2019
PUEBLA,199,416,8.0,96.0,0.0,12.0,8.0,108.0,0.0,0.0,26,2019
GUERRERO,621,"1,556",10.0,27.0,11.0,78.0,21.0,105.0,0.0,5.0,26,2019
SAN LUIS POTOSÍ,283,596,52.0,81.0,0.0,4.0,52.0,85.0,0.0,0.0,26,2019
TAMAULIPAS,621,670,20.0,39.0,5.0,9.0,25.0,48.0,1.0,0.0,26,2019
COLIMA,460,659,1.0,24.0,3.0,15.0,4.0,39.0,0.0,0.0,26,2019
NAYARIT,237,397,2.0,23.0,4.0,16.0,6.0,39.0,0.0,0.0,26,2019
HIDALGO,93,165,3.0,33.0,0.0,0.0,3.0,33.0,0.0,0.0,26,2019
SINALOA,355,367,2.0,25.0,0.0,2.0,2.0,27.0,0.0,0.0,26,2019
CAMPECHE,146,211,0.0,8.0,0.0,16.0,0.0,24.0,0.0,0.0,26,2019
YUCATÁN,427,700,0.0,8.0,0.0,4.0,0.0,12.0,0.0,0.0,26,2019
NUEVO LEÓN,633,644,3.0,3.0,4.0,8.0,7.0,11.0,0.0,0.0,26,2019
MÉXICO,216,209,41.0,8.0,1.0,2.0,42.0,10.0,0.0,0.0,26,2019
BAJA CALIFORNIA SUR,167,128,0.0,4.0,0.0,3.0,0.0,7.0,0.0,0.0,26,2019
GUANAJUATO,476,214,8.0,7.0,0.0,0.0,8.0,7.0,0.0,0.0,26,2019
COAHUILA,58,81,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,26,2019
AGUASCALIENTES,10,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,2019
BAJA CALIFORNIA,38,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,2019
CHIHUAHUA,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,2019
CIUDAD DE MÉXICO,88,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,2019
DURANGO,33,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,2019
QUERÉTARO,11,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,2019
SONORA,197,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,2019
TLAXCALA,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,2019
ZACATECAS,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,2019
VERACRUZ,"1,958","5,199",134.0,736.0,30.0,177.0,164,913.0,0.0,1.0,27,2019
CHIAPAS,"2,978","4,893",213.0,264.0,792.0,583.0,"1,005",847.0,9.0,9.0,27,2019
JALISCO,"1,824","3,608",128.0,334.0,18.0,88.0,146,422.0,0.0,0.0,27,2019
TABASCO,271,"2,185",1.0,166.0,0.0,177.0,1,343.0,0.0,4.0,27,2019
QUINTANA ROO,525,"1,811",10.0,226.0,1.0,102.0,11,328.0,0.0,1.0,27,2019
OAXACA,661,"1,903",5.0,205.0,1.0,63.0,6,268.0,1.0,0.0,27,2019
MICHOACÁN,592,"1,177",45.0,166.0,2.0,14.0,47,180.0,1.0,0.0,27,2019
PUEBLA,208,500,9.0,126.0,0.0,12.0,9,138.0,0.0,0.0,27,2019
GUERRERO,663,"1,736",10.0,33.0,15.0,89.0,25,122.0,0.0,5.0,27,2019
MORELOS,561,"1,185",0.0,36.0,5.0,85.0,5,121.0,0.0,0.0,27,2019
SAN LUIS POTOSÍ,325,661,63.0,95.0,0.0,4.0,63,99.0,0.0,0.0,27,2019
TAMAULIPAS,674,697,35.0,40.0,5.0,9.0,40,49.0,1.0,0.0,27,2019
NAYARIT,255,411,2.0,23.0,4.0,18.0,6,41.0,1.0,0.0,27,2019
COLIMA,491,679,1.0,24.0,3.0,15.0,4,39.0,0.0,0.0,27,2019
HIDALGO,96,178,4.0,34.0,0.0,0.0,4,34.0,0.0,0.0,27,2019
SINALOA,372,375,2.0,25.0,0.0,2.0,2,27.0,0.0,0.0,27,2019
CAMPECHE,168,223,0.0,9.0,0.0,16.0,0,25.0,0.0,0.0,27,2019
YUCATÁN,466,750,0.0,8.0,0.0,4.0,0,12.0,0.0,0.0,27,2019
NUEVO LEÓN,669,689,5.0,3.0,5.0,8.0,10,11.0,0.0,0.0,27,2019
GUANAJUATO,495,258,8.0,10.0,0.0,0.0,8,10.0,0.0,0.0,27,2019
MÉXICO,232,225,42.0,8.0,1.0,2.0,43,10.0,0.0,0.0,27,2019
BAJA CALIFORNIA SUR,176,129,0.0,4.0,0.0,3.0,0,7.0,0.0,0.0,27,2019
COAHUILA,61,87,0.0,0.0,0.0,1.0,0,1.0,0.0,0.0,27,2019
AGUASCALIENTES,10,7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,27,2019
BAJA CALIFORNIA,40,18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,27,2019
CHIHUAHUA,5,7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,27,2019
CIUDAD DE MÉXICO,99,109,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,27,2019
DURANGO,33,17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,27,2019
QUERÉTARO,11,13,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,27,2019
SONORA,207,161,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,27,2019
TLAXCALA,3,9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,27,2019
ZACATECAS,2,10,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,27,2019
VERACRUZ*,"10,210","38,925","1,409","6,343",237,879,"1,646","7,222",4.0,15.0,42,2019
JALISCO,"9,186","53,795","1,135","4,986",141,"1,976","1,276","6,962",4.0,20.0,42,2019
CHIAPAS,"8,529","14,611",641,573,"2,125","1,452","2,766","2,025",33.0,16.0,42,2019
OAXACA*,"3,599","12,423",109,942,66,432,175,"1,374",4.0,4.0,42,2019
QUINTANA ROO,"1,056","6,179",51,698,9,463,60,"1,161",0.0,6.0,42,2019
PUEBLA,578,"5,549",83,"1,017",0,143,83,"1,160",0.0,3.0,42,2019
SAN LUIS POTOSÍ,"1,573","5,442",403,"1,090",19,45,422,"1,135",0.0,0.0,42,2019
MORELOS*,"1,201","8,568",17,311,49,805,66,"1,116",0.0,10.0,42,2019
MICHOACÁN,"1,544","3,812",189,742,5,60,194,802,1.0,1.0,42,2019
HIDALGO,369,"1,712",101,694,4,36,105,730,0.0,1.0,42,2019
GUERRERO*,"1,482","7,096",34,237,34,431,68,668,1.0,7.0,42,2019
TABASCO,646,"4,485",26,209,9,378,35,587,0.0,5.0,42,2019
NAYARIT,652,"2,781",25,153,8,161,33,314,1.0,1.0,42,2019
NUEVO LEÓN,"4,296","2,618",241,170,174,121,415,291,0.0,0.0,42,2019
YUCATÁN*,910,"2,644",2,133,0,93,2,226,0.0,0.0,42,2019
TAMAULIPAS,"1,462","2,587",127,177,15,44,142,221,1.0,0.0,42,2019
SONORA,596,"1,153",11,126,1,29,12,155,0.0,0.0,42,2019
COLIMA,"1,081","1,891",26,81,13,72,39,153,0.0,0.0,42,2019
GUANAJUATO,832,"1,350",30,88,1,10,31,98,0.0,0.0,42,2019
CAMPECHE,309,974,0,26,0,34,0,60,0.0,0.0,42,2019
SINALOA,"1,300",773,53,44,2,5,55,49,0.0,0.0,42,2019
MÉXICO*,642,616,103,39,1,3,104,42,0.0,0.0,42,2019
BAJA CALIFORNIA SUR,"1,070",356,102,31,16,9,118,40,0.0,0.0,42,2019
CHIHUAHUA,13,135,0,22,0,5,0,27,0.0,0.0,42,2019
DURANGO,65,89,7,25,0,1,7,26,0.0,0.0,42,2019
COAHUILA,393,249,47,18,4,5,51,23,0.0,0.0,42,2019
ZACATECAS,20,76,2,11,0,1,2,12,0.0,0.0,42,2019
QUERÉTARO,33,118,2,10,0,0,2,10,0.0,0.0,42,2019
AGUASCALIENTES,16,41,0,6,0,0,0,6,0.0,0.0,42,2019
BAJA CALIFORNIA,75,82,2,2,0,0,2,2,0.0,0.0,42,2019
CIUDAD DE MÉXICO,162,462,0,0,0,0,0,0,0.0,0.0,42,2019
TLAXCALA,8,33,0,0,0,0,0,0,0.0,0.0,42,2019
JALISCO,"10,081","61,119","1,365","5,408",190,"2,214","1,555","7,622",5.0,20.0,43,2019
VERACRUZ,"11,231","41,340","1,461","6,593",272,"1,024","1,733","7,617",6.0,15.0,43,2019
CHIAPAS,"9,076","15,186",671,573,"2,215","1,464","2,886","2,037",35.0,16.0,43,2019
OAXACA,"3,896","13,360",122,962,80,455,202,"1,417",5.0,4.0,43,2019
PUEBLA,622,"6,001",97,"1,170",1,161,98,"1,331",0.0,3.0,43,2019
SAN LUIS POTOSÍ,"1,726","6,173",451,"1,153",21,45,472,"1,198",0.0,0.0,43,2019
QUINTANA ROO,"1,120","6,766",61,703,10,491,71,"1,194",0.0,6.0,43,2019
MORELOS,"1,275","8,891",17,316,49,808,66,"1,124",0.0,10.0,43,2019
MICHOACÁN,"1,643","4,039",207,788,6,64,213,852,1.0,1.0,43,2019
HIDALGO,377,"1,882",112,694,4,37,116,731,0.0,1.0,43,2019
GUERRERO,"1,601","7,567",35,245,34,451,69,696,2.0,7.0,43,2019
TABASCO,732,"4,927",29,215,10,384,39,599,0.0,5.0,43,2019
NUEVO LEÓN,"4,871","2,942",300,196,214,150,514,346,0.0,0.0,43,2019
NAYARIT,688,"3,367",31,154,10,179,41,333,1.0,1.0,43,2019
YUCATÁN,944,"2,984",4,150,1,114,5,264,0.0,0.0,43,2019
TAMAULIPAS,"1,523","2,973",133,190,16,51,149,241,1.0,0.0,43,2019
SONORA,685,"1,417",13,160,1,32,14,192,0.0,0.0,43,2019
COLIMA,"1,146","2,057",26,91,13,81,39,172,0.0,0.0,43,2019
GUANAJUATO*,855,"1,599",34,103,1,12,35,115,0.0,0.0,43,2019
CAMPECHE,317,"1,073",0,29,0,36,0,65,0.0,0.0,43,2019
SINALOA,"1,510",849,56,52,2,8,58,60,0.0,0.0,43,2019
BAJA CALIFORNIA SUR,"1,185",384,112,44,20,11,132,55,0.0,0.0,43,2019
MÉXICO,659,646,109,39,1,3,110,42,0.0,0.0,43,2019
CHIHUAHUA,13,153,0,25,0,6,0,31,0.0,0.0,43,2019
COAHUILA,521,277,47,23,4,6,51,29,0.0,0.0,43,2019
DURANGO,66,106,7,28,0,1,7,29,0.0,0.0,43,2019
ZACATECAS,23,110,3,15,0,1,3,16,0.0,0.0,43,2019
QUERÉTARO*,33,130,2,9,0,1,2,10,0.0,0.0,43,2019
AGUASCALIENTES,16,47,0,6,0,0,0,6,0.0,0.0,43,2019
BAJA CALIFORNIA,77,94,3,2,0,0,3,2,0.0,0.0,43,2019
CIUDAD DE MÉXICO,165,491,0,0,0,0,0,0,0.0,0.0,43,2019
TLAXCALA,8,35,0,0,0,0,0,0,0.0,0.0,43,2019
VERACRUZ,"4,007","17,210",470.0,"2,812",84,422,554,"3,234",0.0,2.0,35,2019
CHIAPAS,"5,097","9,448",380.0,527,"1,363","1,265","1,743","1,792",18.0,10.0,35,2019
JALISCO*,"3,983","12,709",367.0,"1,362",44,415,411,"1,777",0.0,2.0,35,2019
OAXACA,"1,466","5,175",18.0,522,14,211,32,733,1.0,0.0,35,2019
QUINTANA ROO,780,"3,013",25.0,377,4,215,29,592,0.0,3.0,35,2019
SAN LUIS POTOSÍ,629,"2,032",144.0,490,9,20,153,510,0.0,0.0,35,2019
GUERRERO,"1,005","4,120",22.0,173,24,290,46,463,0.0,5.0,35,2019
PUEBLA,345,"1,991",29.0,400,0,47,29,447,0.0,0.0,35,2019
MICHOACÁN,976,"2,158",92.0,394,3,28,95,422,1.0,0.0,35,2019
MORELOS,840,"4,599",6.0,114,16,300,22,414,0.0,0.0,35,2019
TABASCO,376,"2,850",4.0,175,3,223,7,398,0.0,4.0,35,2019
HIDALGO,197,552,25.0,216,1,9,26,225,0.0,1.0,35,2019
TAMAULIPAS,930,"1,216",58.0,107,9,16,67,123,1.0,0.0,35,2019
NUEVO LEÓN,"1,578","1,228",73.0,59,54,42,127,101,0.0,0.0,35,2019
NAYARIT,402,707,5.0,50,5,45,10,95,1.0,1.0,35,2019
YUCATÁN,708,"1,270",0.0,42,0,20,0,62,0.0,0.0,35,2019
COLIMA,733,955,5.0,38,4,21,9,59,0.0,0.0,35,2019
GUANAJUATO,661,612,13.0,37,0,2,13,39,0.0,0.0,35,2019
CAMPECHE,243,425,0.0,14,0,17,0,31,0.0,0.0,35,2019
SINALOA,560,467,19.0,28,1,2,20,30,0.0,0.0,35,2019
SONORA,300,346,0.0,16,0,3,0,19,0.0,0.0,35,2019
MÉXICO *,445,423,76.0,8,1,3,77,11,0.0,0.0,35,2019
BAJA CALIFORNIA SUR,345,179,15.0,7,3,3,18,10,0.0,0.0,35,2019
COAHUILA,91,140,0.0,2,0,2,0,4,0.0,0.0,35,2019
CHIHUAHUA,10,13,0.0,1,0,0,0,1,0.0,0.0,35,2019
QUERÉTARO,17,41,0.0,1,0,0,0,1,0.0,0.0,35,2019
AGUASCALIENTES,14,14,0.0,0,0,0,0,0,0.0,0.0,35,2019
BAJA CALIFORNIA,57,45,0.0,0,0,0,0,0,0.0,0.0,35,2019
CIUDAD DE MÉXICO,131,267,0.0,0,0,0,0,0,0.0,0.0,35,2019
DURANGO,48,26,2.0,0,0,0,2,0,0.0,0.0,35,2019
TLAXCALA,2,17,0.0,0,0,0,0,0,0.0,0.0,35,2019
ZACATECAS,8,29,0.0,0,0,0,0,0,0.0,0.0,35,2019
VERACRUZ,"3,678","14,477",405.0,"2,473",74,387,479,"2,860",0.0,2.0,34,2019
CHIAPAS,"4,767","8,764",360.0,516,"1,318","1,226","1,678","1,742",17.0,10.0,34,2019
JALISCO,"3,584","9,526",314.0,"1,181",40,365,354,"1,546",0.0,2.0,34,2019
QUINTANA ROO,757,"2,789",24.0,366,4,200,28,566,0.0,3.0,34,2019
OAXACA,"1,368","4,500",16.0,432,11,169,27,601,1.0,0.0,34,2019
TABASCO,358,"2,735",4.0,175,3,206,7,381,0.0,4.0,34,2019
PUEBLA,327,"1,639",29.0,364,0,44,29,408,0.0,0.0,34,2019
MICHOACÁN,916,"1,971",86.0,346,3,27,89,373,1.0,0.0,34,2019
SAN LUIS POTOSÍ,566,"1,653",136.0,388,9,19,145,407,0.0,0.0,34,2019
MORELOS,800,"3,980",6.0,90,16,250,22,340,0.0,0.0,34,2019
GUERRERO,968,"3,643",20.0,95,22,193,42,288,0.0,5.0,34,2019
HIDALGO,168,482,17.0,170,1,6,18,176,0.0,1.0,34,2019
TAMAULIPAS,906,"1,122",52.0,90,7,11,59,101,1.0,0.0,34,2019
NUEVO LEÓN,"1,422","1,142",58.0,59,39,42,97,101,0.0,0.0,34,2019
NAYARIT,391,626,4.0,45,5,41,9,86,1.0,1.0,34,2019
COLIMA,696,900,4.0,37,4,19,8,56,0.0,0.0,34,2019
YUCATÁN,691,"1,184",0.0,29,0,17,0,46,0.0,0.0,34,2019
CAMPECHE,238,377,0.0,13,0,17,0,30,0.0,0.0,34,2019
SINALOA,522,453,15.0,27,1,2,16,29,0.0,0.0,34,2019
GUANAJUATO,648,562,10.0,31,0,2,10,33,0.0,0.0,34,2019
MÉXICO,419,394,67.0,9,1,3,68,12,0.0,0.0,34,2019
BAJA CALIFORNIA SUR,313,174,7.0,7,2,3,9,10,0.0,0.0,34,2019
SONORA,287,293,0.0,12,0,2,0,14,0.0,0.0,34,2019
COAHUILA,85,129,0.0,2,0,2,0,4,0.0,0.0,34,2019
AGUASCALIENTES,14,14,0.0,0,0,0,0,0,0.0,0.0,34,2019
BAJA CALIFORNIA,55,40,0.0,0,0,0,0,0,0.0,0.0,34,2019
CHIHUAHUA,10,10,0.0,0,0,0,0,0,0.0,0.0,34,2019
CIUDAD DE MÉXICO,129,233,0.0,0,0,0,0,0,0.0,0.0,34,2019
DURANGO,44,25,2.0,0,0,0,2,0,0.0,0.0,34,2019
QUERÉTARO,17,34,0.0,1,0,0,0,1,0.0,0.0,34,2019
TLAXCALA,2,13,0.0,0,0,0,0,0,0.0,0.0,34,2019
ZACATECAS,7,27,0.0,0,0,0,0,0,0.0,0.0,34,2019
JALISCO,"13,964","78,164","2,005","6,877",390,"3,670","2,395","10,547",6.0,25.0,48,2019
VERACRUZ,"14,534","48,238","2,028","8,050",415,"1,447","2,443","9,497",9.0,23.0,48,2019
CHIAPAS,"10,190","17,124",737,592,"2,486","1,609","3,223","2,201",39.0,22.0,48,2019
PUEBLA,756,"6,883",121,"1,349",1,256,122,"1,605",0.0,5.0,48,2019
OAXACA,"4,804","16,059",165,"1,025",114,577,279,"1,602",7.0,5.0,48,2019
QUINTANA ROO,"1,426","9,366",129,783,35,783,164,"1,566",0.0,11.0,48,2019
SAN LUIS POTOSÍ,"2,174","9,040",613,"1,418",30,88,643,"1,506",0.0,0.0,48,2019
MORELOS *,"1,487","10,291",17,392,59,"1,007",76,"1,399",0.0,19.0,48,2019
MICHOACÁN,"1,962","5,075",285,"1,032",6,88,291,"1,120",1.0,1.0,48,2019
HIDALGO,426,"2,339",131,829,5,48,136,877,0.0,1.0,48,2019
TABASCO,"1,039","6,741",47,236,25,565,72,801,0.0,9.0,48,2019
GUERRERO,"1,874","9,554",59,275,48,503,107,778,2.0,12.0,48,2019
NAYARIT,"1,152","5,708",62,233,23,363,85,596,1.0,1.0,48,2019
NUEVO LEÓN,"6,028","3,910",430,324,339,254,769,578,0.0,0.0,48,2019
