Estado,Probables (año pasado),Probables (año actual),Confirmados Dengue No Grave (año pasado),Confirmados Dengue No Grave (año actual),Dengue con Signos de Alarma y Dengue Grave (año pasado),Dengue con Signos de Alarma y Dengue Grave (año actual),Total Confirmados (año pasado),Total Confirmados (año actual),Defunciones (año pasado),Defunciones (año actual),Semana_Epidemiologica,Anio
AGUASCALIENTES,20,8,0,0.0,0.0,0.0,0,0,0.0,0.0,50,2021
BAJA CALIFORNIA,28,18,0,0.0,0.0,0.0,0,0,0.0,0.0,50,2021
CHIHUAHUA,16,6,0,0.0,0.0,0.0,0,0,0.0,0.0,50,2021
CIUDAD DE MÉXICO,78,74,0,0.0,0.0,0.0,0,0,0.0,0.0,50,2021
QUERÉTARO,617,54,367,0.0,6.0,0.0,373,0,0.0,0.0,50,2021
TLAXCALA,11,6,0,0.0,0.0,0.0,0,0,0.0,0.0,50,2021
SINALOA,"3,111","4,279",462,892.0,262.0,505.0,724,"1,397",0.0,2.0,51,2021
COAHUILA,"3,394","1,958",883,996.0,84.0,74.0,967,"1,070",1.0,0.0,51,2021
VERACRUZ,"7,910","3,461","1,166",743.0,356.0,234.0,"1,522",977,1.0,0.0,51,2021
MORELOS,"3,840","3,295",399,225.0,223.0,347.0,622,572,2.0,4.0,51,2021
OAXACA,"3,347","3,664",142,174.0,123.0,240.0,265,414,6.0,5.0,51,2021
GUERRERO,"6,320","2,043",208,134.0,386.0,191.0,594,325,8.0,2.0,51,2021
CHIAPAS,"1,860","1,546",81,89.0,237.0,150.0,318,239,7.0,0.0,51,2021
MICHOACÁN,"11,284","1,576","2,301",151.0,183.0,58.0,"2,484",209,4.0,3.0,51,2021
JALISCO,"23,034","3,884","4,441",149.0,900.0,27.0,"5,341",176,20.0,2.0,51,2021
MÉXICO,848,565,216,149.0,6.0,11.0,222,160,0.0,0.0,51,2021
COLIMA,"2,103","1,101",179,66.0,195.0,82.0,374,148,5.0,1.0,51,2021
PUEBLA,"4,247",826,805,94.0,165.0,30.0,970,124,4.0,1.0,51,2021
SONORA,222,439,6,100.0,2.0,23.0,8,123,0.0,0.0,51,2021
TABASCO,"3,156",865,114,40.0,282.0,42.0,396,82,9.0,0.0,51,2021
SAN LUIS POTOSÍ,"7,073",843,"1,779",76.0,66.0,4.0,"1,845",80,3.0,0.0,51,2021
NUEVO LEÓN,"7,306",925,"1,932",62.0,343.0,17.0,"2,275",79,0.0,0.0,51,2021
NAYARIT,"6,596",661,254,22.0,578.0,25.0,832,47,6.0,0.0,51,2021
GUANAJUATO,"1,262",313,316,22.0,4.0,0.0,320,22,0.0,0.0,51,2021
CAMPECHE,743,194,11,7.0,29.0,13.0,40,20,0.0,0.0,51,2021
HIDALGO,"1,584",208,735,13.0,31.0,7.0,766,20,0.0,0.0,51,2021
TAMAULIPAS,"15,881","1,323","1,868",7.0,396.0,11.0,"2,264",18,0.0,0.0,51,2021
QUINTANA ROO,"2,055",727,117,9.0,110.0,2.0,227,11,1.0,0.0,51,2021
BAJA CALIFORNIA SUR,186,129,22,5.0,2.0,1.0,24,6,0.0,0.0,51,2021
DURANGO,324,29,122,5.0,5.0,0.0,127,5,0.0,0.0,51,2021
YUCATÁN,"1,197",384,50,0.0,97.0,2.0,147,2,2.0,0.0,51,2021
ZACATECAS,43,9,19,1.0,0.0,0.0,19,1,0.0,0.0,51,2021
AGUASCALIENTES,20,8,0,0.0,0.0,0.0,0,0,0.0,0.0,51,2021
BAJA CALIFORNIA,28,18,0,0.0,0.0,0.0,0,0,0.0,0.0,51,2021
CHIHUAHUA,16,6,0,0.0,0.0,0.0,0,0,0.0,0.0,51,2021
CIUDAD DE MÉXICO,78,74,0,0.0,0.0,0.0,0,0,0.0,0.0,51,2021
QUERÉTARO,618,54,367,0.0,6.0,0.0,373,0,0.0,0.0,51,2021
TLAXCALA,11,6,0,0.0,0.0,0.0,0,0,0.0,0.0,51,2021
COLIMA,515,307.0,21.0,22.0,22.0,27.0,43.0,49.0,1.0,0.0,13,2021
GUERRERO,"1,767",352.0,58.0,12.0,148.0,23.0,206.0,35.0,0.0,0.0,13,2021
MICHOACÁN,683,385.0,70.0,29.0,13.0,5.0,83.0,34.0,0.0,0.0,13,2021
VERACRUZ,"3,687",319.0,455.0,20.0,146.0,13.0,601.0,33.0,0.0,0.0,13,2021
JALISCO,"1,677",651.0,83.0,22.0,65.0,10.0,148.0,32.0,0.0,0.0,13,2021
SINALOA,447,144.0,33.0,8.0,20.0,10.0,53.0,18.0,0.0,0.0,13,2021
OAXACA,820,176.0,12.0,1.0,14.0,11.0,26.0,12.0,0.0,1.0,13,2021
MORELOS,387,162.0,7.0,7.0,30.0,4.0,37.0,11.0,0.0,0.0,13,2021
MÉXICO,186,61.0,8.0,8.0,0.0,2.0,8.0,10.0,0.0,0.0,13,2021
CHIAPAS,695,164.0,25.0,2.0,62.0,7.0,87.0,9.0,0.0,0.0,13,2021
NAYARIT,"1,091",135.0,17.0,4.0,143.0,3.0,160.0,7.0,0.0,0.0,13,2021
SAN LUIS POTOSÍ,551,107.0,31.0,7.0,3.0,0.0,34.0,7.0,0.0,0.0,13,2021
TAMAULIPAS,"1,773",234.0,19.0,3.0,34.0,4.0,53.0,7.0,0.0,0.0,13,2021
NUEVO LEÓN,158,111.0,0.0,5.0,1.0,0.0,1.0,5.0,0.0,0.0,13,2021
TABASCO,"2,409",123.0,97.0,1.0,265.0,4.0,362.0,5.0,0.0,0.0,13,2021
PUEBLA,190,62.0,12.0,2.0,5.0,1.0,17.0,3.0,0.0,0.0,13,2021
BAJA CALIFORNIA SUR,33,8.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,13,2021
GUANAJUATO,89,41.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,13,2021
SONORA,96,12.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,13,2021
AGUASCALIENTES,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2021
BAJA CALIFORNIA,6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2021
CAMPECHE,442,35.0,8.0,0.0,26.0,0.0,34.0,0.0,0.0,0.0,13,2021
COAHUILA,31,58.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,13,2021
CHIHUAHUA,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2021
CIUDAD DE MÉXICO,27,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2021
DURANGO,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2021
HIDALGO,95,14.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,13,2021
QUERÉTARO,20,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2021
QUINTANA ROO,"1,165",161.0,97.0,0.0,102.0,0.0,199.0,0.0,0.0,0.0,13,2021
TLAXCALA,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2021
YUCATÁN,585,85.0,41.0,0.0,81.0,0.0,122.0,0.0,0.0,0.0,13,2021
ZACATECAS,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2021
COLIMA,486,280.0,21.0,21.0,21.0,25.0,42.0,46.0,1.0,0.0,12,2021
GUERRERO,"1,677",334.0,53.0,11.0,136.0,22.0,189.0,33.0,0.0,0.0,12,2021
MICHOACÁN,636,367.0,60.0,29.0,11.0,4.0,71.0,33.0,0.0,0.0,12,2021
JALISCO,"1,585",626.0,78.0,22.0,62.0,10.0,140.0,32.0,0.0,0.0,12,2021
VERACRUZ,"3,529",302.0,427.0,16.0,137.0,11.0,564.0,27.0,0.0,0.0,12,2021
SINALOA,430,139.0,33.0,8.0,20.0,10.0,53.0,18.0,0.0,0.0,12,2021
OAXACA,775,165.0,12.0,1.0,14.0,10.0,26.0,11.0,0.0,0.0,12,2021
MÉXICO,169,61.0,8.0,8.0,0.0,2.0,8.0,10.0,0.0,0.0,12,2021
MORELOS,368,148.0,6.0,7.0,28.0,3.0,34.0,10.0,0.0,0.0,12,2021
CHIAPAS,663,150.0,25.0,1.0,60.0,6.0,85.0,7.0,0.0,0.0,12,2021
NAYARIT,"1,000",130.0,15.0,4.0,132.0,3.0,147.0,7.0,0.0,0.0,12,2021
SAN LUIS POTOSÍ,526,100.0,30.0,7.0,3.0,0.0,33.0,7.0,0.0,0.0,12,2021
TAMAULIPAS,"1,697",235.0,17.0,3.0,30.0,4.0,47.0,7.0,0.0,0.0,12,2021
TABASCO,"2,284",110.0,90.0,1.0,260.0,4.0,350.0,5.0,0.0,0.0,12,2021
NUEVO LEÓN,152,105.0,0.0,4.0,1.0,0.0,1.0,4.0,0.0,0.0,12,2021
PUEBLA,180,56.0,12.0,2.0,5.0,1.0,17.0,3.0,0.0,0.0,12,2021
BAJA CALIFORNIA SUR,31,8.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,12,2021
GUANAJUATO,87,37.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,12,2021
SONORA,95,12.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,12,2021
AGUASCALIENTES,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2021
BAJA CALIFORNIA,6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2021
CAMPECHE,422,31.0,8.0,0.0,26.0,0.0,34.0,0.0,0.0,0.0,12,2021
COAHUILA,31,57.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,12,2021
CHIHUAHUA,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2021
CIUDAD DE MÉXICO,26,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2021
DURANGO,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2021
HIDALGO,91,12.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,12,2021
QUERÉTARO,19,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2021
QUINTANA ROO,"1,147",147.0,95.0,0.0,100.0,0.0,195.0,0.0,0.0,0.0,12,2021
TLAXCALA,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2021
YUCATÁN,552,82.0,41.0,0.0,76.0,0.0,117.0,0.0,0.0,0.0,12,2021
ZACATECAS,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2021
MORELOS,"1,129","1,608",63,181.0,72.0,112.0,135,293.0,0.0,0.0,30,2021
VERACRUZ,"5,870","1,410",741,181.0,215.0,65.0,956,246.0,1.0,0.0,30,2021
GUERRERO,"3,547","1,291",78,92.0,185.0,95.0,263,187.0,0.0,1.0,30,2021
OAXACA,"1,612","1,370",26,61.0,32.0,65.0,58,126.0,2.0,2.0,30,2021
MICHOACÁN,"4,008",887,631,74.0,59.0,23.0,690,97.0,0.0,1.0,30,2021
MÉXICO,402,306,39,85.0,0.0,9.0,39,94.0,0.0,0.0,30,2021
COLIMA,869,722,33,38.0,40.0,50.0,73,88.0,2.0,0.0,30,2021
JALISCO,"7,438","2,157","1,056",62.0,206.0,15.0,"1,262",77.0,1.0,1.0,30,2021
CHIAPAS,"1,222",755,41,19.0,92.0,39.0,133,58.0,0.0,0.0,30,2021
SAN LUIS POTOSÍ,"1,836",474,275,47.0,13.0,1.0,288,48.0,0.0,0.0,30,2021
PUEBLA,990,386,156,38.0,20.0,8.0,176,46.0,0.0,0.0,30,2021
SINALOA,589,291,54,16.0,26.0,20.0,80,36.0,0.0,0.0,30,2021
NAYARIT,"2,240",361,32,9.0,258.0,10.0,290,19.0,2.0,0.0,30,2021
TABASCO,"2,869",360,109,5.0,275.0,10.0,384,15.0,8.0,0.0,30,2021
TAMAULIPAS,"3,379",985,149,4.0,50.0,5.0,199,9.0,0.0,0.0,30,2021
GUANAJUATO,209,205,6,7.0,1.0,0.0,7,7.0,0.0,0.0,30,2021
CAMPECHE,638,110,10,3.0,28.0,2.0,38,5.0,0.0,0.0,30,2021
NUEVO LEÓN,364,501,25,5.0,10.0,0.0,35,5.0,0.0,0.0,30,2021
BAJA CALIFORNIA SUR,56,38,4,1.0,0.0,1.0,4,2.0,0.0,0.0,30,2021
QUINTANA ROO,"1,563",433,108,1.0,107.0,0.0,215,1.0,0.0,0.0,30,2021
SONORA,147,51,3,1.0,0.0,0.0,3,1.0,0.0,0.0,30,2021
YUCATÁN,976,239,46,0.0,92.0,1.0,138,1.0,1.0,0.0,30,2021
ZACATECAS,6,3,1,1.0,0.0,0.0,1,1.0,0.0,0.0,30,2021
AGUASCALIENTES,11,4,0,0.0,0.0,0.0,0,0.0,0.0,0.0,30,2021
BAJA CALIFORNIA,16,12,0,0.0,0.0,0.0,0,0.0,0.0,0.0,30,2021
COAHUILA,42,152,0,0.0,2.0,0.0,2,0.0,0.0,0.0,30,2021
CHIHUAHUA,9,3,0,0.0,0.0,0.0,0,0.0,0.0,0.0,30,2021
CIUDAD DE MÉXICO,40,41,0,0.0,0.0,0.0,0,0.0,0.0,0.0,30,2021
DURANGO,6,11,0,0.0,0.0,0.0,0,0.0,0.0,0.0,30,2021
HIDALGO,670,90,240,0.0,13.0,0.0,253,0.0,0.0,0.0,30,2021
QUERÉTARO,202,31,98,0.0,1.0,0.0,99,0.0,0.0,0.0,30,2021
TLAXCALA,9,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,30,2021
MORELOS,"1,224","1,731",77,183.0,79.0,126.0,156,309.0,0.0,0.0,31,2021
VERACRUZ,"5,997","1,500",786,190.0,223.0,67.0,"1,009",257.0,1.0,0.0,31,2021
GUERRERO,"3,708","1,340",78,101.0,185.0,103.0,263,204.0,0.0,1.0,31,2021
OAXACA,"1,660","1,501",26,64.0,32.0,77.0,58,141.0,2.0,2.0,31,2021
MICHOACÁN,"4,300",933,672,76.0,61.0,24.0,733,100.0,0.0,1.0,31,2021
MÉXICO,429,324,39,85.0,0.0,9.0,39,94.0,0.0,0.0,31,2021
COLIMA,894,751,33,40.0,43.0,50.0,76,90.0,2.0,0.0,31,2021
JALISCO,"7,952","2,273","1,123",64.0,217.0,15.0,"1,340",79.0,1.0,1.0,31,2021
CHIAPAS,"1,255",811,43,21.0,95.0,45.0,138,66.0,0.0,0.0,31,2021
PUEBLA,"1,090",448,195,49.0,23.0,10.0,218,59.0,0.0,0.0,31,2021
SAN LUIS POTOSÍ,"1,968",507,319,49.0,13.0,1.0,332,50.0,0.0,0.0,31,2021
SINALOA,598,298,55,17.0,26.0,20.0,81,37.0,0.0,0.0,31,2021
NAYARIT,"2,305",375,32,9.0,258.0,10.0,290,19.0,2.0,0.0,31,2021
TABASCO,"2,875",373,109,5.0,275.0,10.0,384,15.0,8.0,0.0,31,2021
TAMAULIPAS,"3,514","1,008",160,4.0,51.0,6.0,211,10.0,0.0,0.0,31,2021
GUANAJUATO,222,212,6,9.0,1.0,0.0,7,9.0,0.0,0.0,31,2021
NUEVO LEÓN,386,534,25,9.0,10.0,0.0,35,9.0,0.0,0.0,31,2021
CAMPECHE,646,112,10,3.0,28.0,2.0,38,5.0,0.0,0.0,31,2021
BAJA CALIFORNIA SUR,56,40,4,1.0,0.0,1.0,4,2.0,0.0,0.0,31,2021
QUINTANA ROO,"1,600",442,109,2.0,107.0,0.0,216,2.0,0.0,0.0,31,2021
SONORA,153,51,3,1.0,0.0,0.0,3,1.0,0.0,0.0,31,2021
YUCATÁN,"1,002",246,46,0.0,92.0,1.0,138,1.0,1.0,0.0,31,2021
ZACATECAS,6,4,1,1.0,0.0,0.0,1,1.0,0.0,0.0,31,2021
AGUASCALIENTES,11,4,0,0.0,0.0,0.0,0,0.0,0.0,0.0,31,2021
BAJA CALIFORNIA,18,12,0,0.0,0.0,0.0,0,0.0,0.0,0.0,31,2021
COAHUILA,43,168,0,0.0,2.0,0.0,2,0.0,0.0,0.0,31,2021
CHIHUAHUA,9,3,0,0.0,0.0,0.0,0,0.0,0.0,0.0,31,2021
CIUDAD DE MÉXICO,40,44,0,0.0,0.0,0.0,0,0.0,0.0,0.0,31,2021
DURANGO,9,11,0,0.0,0.0,0.0,0,0.0,0.0,0.0,31,2021
HIDALGO,761,102,307,0.0,17.0,0.0,324,0.0,0.0,0.0,31,2021
QUERÉTARO,234,31,108,0.0,1.0,0.0,109,0.0,0.0,0.0,31,2021
TLAXCALA,10,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,31,2021
SINALOA,"2,713","3,554",361,696.0,206.0,392.0,567,"1,088",0.0,2.0,47,2021
COAHUILA,"2,962","1,905",713,967.0,71.0,70.0,784,"1,037",0.0,0.0,47,2021
VERACRUZ,"7,659","3,315","1,124",716.0,324.0,219.0,"1,448",935,1.0,0.0,47,2021
MORELOS,"3,603","3,224",373,219.0,203.0,325.0,576,544,1.0,4.0,47,2021
OAXACA *,"3,130","3,529",130,161.0,95.0,208.0,225,369,6.0,5.0,47,2021
GUERRERO,"6,015","1,945",207,132.0,366.0,186.0,573,318,8.0,2.0,47,2021
CHIAPAS,"1,765","1,460",73,84.0,200.0,139.0,273,223,4.0,0.0,47,2021
MICHOACÁN,"10,506","1,491","2,121",144.0,165.0,51.0,"2,286",195,0.0,3.0,47,2021
JALISCO,"21,419","3,784","4,228",137.0,829.0,28.0,"5,057",165,9.0,2.0,47,2021
MÉXICO,824,542,212,143.0,6.0,10.0,218,153,0.0,0.0,47,2021
COLIMA,"1,887","1,067",151,65.0,160.0,79.0,311,144,3.0,1.0,47,2021
PUEBLA,"4,100",804,739,94.0,144.0,27.0,883,121,1.0,1.0,47,2021
SONORA,210,383,6,80.0,0.0,15.0,6,95,0.0,0.0,47,2021
SAN LUIS POTOSÍ,"6,730",834,"1,499",76.0,52.0,4.0,"1,551",80,3.0,0.0,47,2021
NUEVO LEÓN,"6,354",900,"1,737",60.0,313.0,17.0,"2,050",77,0.0,0.0,47,2021
TABASCO,"3,075",799,114,38.0,282.0,38.0,396,76,9.0,0.0,47,2021
NAYARIT,"5,955",628,216,21.0,509.0,21.0,725,42,3.0,0.0,47,2021
GUANAJUATO,"1,151",307,271,20.0,4.0,0.0,275,20,0.0,0.0,47,2021
HIDALGO,"1,553",201,717,13.0,30.0,7.0,747,20,0.0,0.0,47,2021
CAMPECHE,734,191,11,5.0,28.0,12.0,39,17,0.0,0.0,47,2021
TAMAULIPAS,"14,535","1,309","1,697",7.0,336.0,10.0,"2,033",17,0.0,0.0,47,2021
QUINTANA ROO,"1,988",671,116,8.0,109.0,1.0,225,9,0.0,0.0,47,2021
BAJA CALIFORNIA SUR,162,124,16,5.0,0.0,1.0,16,6,0.0,0.0,47,2021
DURANGO,312,29,118,5.0,2.0,0.0,120,5,0.0,0.0,47,2021
YUCATÁN *,"1,162",378,50,0.0,94.0,2.0,144,2,2.0,0.0,47,2021
ZACATECAS,41,8,19,1.0,0.0,0.0,19,1,0.0,0.0,47,2021
AGUASCALIENTES,20,7,0,0.0,0.0,0.0,0,0,0.0,0.0,47,2021
BAJA CALIFORNIA,27,18,0,0.0,0.0,0.0,0,0,0.0,0.0,47,2021
CHIHUAHUA,16,6,0,0.0,0.0,0.0,0,0,0.0,0.0,47,2021
CIUDAD DE MÉXICO,75,70,0,0.0,0.0,0.0,0,0,0.0,0.0,47,2021
QUERÉTARO,609,53,365,0.0,5.0,0.0,370,0,0.0,0.0,47,2021
TLAXCALA,11,4,0,0.0,0.0,0.0,0,0,0.0,0.0,47,2021
COAHUILA,"2,840","1,833",665,893.0,67.0,65.0,732,958.0,0.0,0.0,46,2021
SINALOA,"2,564","3,171",316,604.0,175.0,343.0,491,947.0,0.0,0.0,46,2021
VERACRUZ,"7,591","3,252","1,103",701.0,319.0,211.0,"1,422",912.0,1.0,0.0,46,2021
MORELOS,"3,513","3,162",361,217.0,196.0,306.0,557,523.0,1.0,3.0,46,2021
OAXACA,"3,094","3,465",125,155.0,93.0,203.0,218,358.0,6.0,3.0,46,2021
GUERRERO,"5,937","1,907",206,131.0,365.0,175.0,571,306.0,8.0,1.0,46,2021
CHIAPAS,"1,742","1,416",72,80.0,199.0,133.0,271,213.0,4.0,0.0,46,2021
MICHOACÁN,"10,255","1,443","2,027",140.0,159.0,50.0,"2,186",190.0,0.0,3.0,46,2021
JALISCO,"20,929","3,730","4,067",131.0,795.0,26.0,"4,862",157.0,9.0,2.0,46,2021
MÉXICO,815,527,212,143.0,6.0,10.0,218,153.0,0.0,0.0,46,2021
COLIMA,"1,834","1,046",142,64.0,151.0,77.0,293,141.0,3.0,0.0,46,2021
PUEBLA,"4,054",796,739,94.0,144.0,27.0,883,121.0,1.0,1.0,46,2021
SONORA,206,338,6,74.0,0.0,11.0,6,85.0,0.0,0.0,46,2021
SAN LUIS POTOSÍ,"6,583",829,"1,227",76.0,49.0,4.0,"1,276",80.0,3.0,0.0,46,2021
NUEVO LEÓN,"6,032",896,"1,634",59.0,308.0,16.0,"1,942",75.0,0.0,0.0,46,2021
TABASCO,"3,062",776,114,38.0,281.0,36.0,395,74.0,9.0,0.0,46,2021
NAYARIT,"5,658",618,177,19.0,476.0,20.0,653,39.0,3.0,0.0,46,2021
GUANAJUATO,"1,109",301,262,20.0,4.0,0.0,266,20.0,0.0,0.0,46,2021
HIDALGO,"1,546",197,704,12.0,29.0,7.0,733,19.0,0.0,0.0,46,2021
TAMAULIPAS,"14,046","1,305","1,624",7.0,324.0,9.0,"1,948",16.0,0.0,0.0,46,2021
CAMPECHE,727,178,11,5.0,28.0,10.0,39,15.0,0.0,0.0,46,2021
QUINTANA ROO,"1,974",639,116,7.0,109.0,1.0,225,8.0,0.0,0.0,46,2021
BAJA CALIFORNIA SUR,156,121,16,5.0,0.0,1.0,16,6.0,0.0,0.0,46,2021
DURANGO,310,29,117,5.0,2.0,0.0,119,5.0,0.0,0.0,46,2021
YUCATÁN,"1,156",370,50,0.0,94.0,3.0,144,3.0,2.0,0.0,46,2021
ZACATECAS,41,7,16,1.0,0.0,0.0,16,1.0,0.0,0.0,46,2021
AGUASCALIENTES,20,7,0,0.0,0.0,0.0,0,0.0,0.0,0.0,46,2021
BAJA CALIFORNIA,27,17,0,0.0,0.0,0.0,0,0.0,0.0,0.0,46,2021
CHIHUAHUA,16,6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,46,2021
CIUDAD DE MÉXICO,75,68,0,0.0,0.0,0.0,0,0.0,0.0,0.0,46,2021
QUERÉTARO,607,52,364,0.0,5.0,0.0,369,0.0,0.0,0.0,46,2021
TLAXCALA,11,4,0,0.0,0.0,0.0,0,0.0,0.0,0.0,46,2021
MICHOACÁN,192,133.0,9.0,19.0,3.0,4.0,12.0,23.0,0.0,0.0,04,2021
JALISCO,556,264.0,12.0,9.0,18.0,5.0,30.0,14.0,0.0,0.0,04,2021
COLIMA,127,121.0,2.0,6.0,0.0,5.0,2.0,11.0,0.0,0.0,04,2021
SINALOA,145,73.0,9.0,3.0,3.0,4.0,12.0,7.0,0.0,0.0,04,2021
GUERRERO,513,124.0,7.0,1.0,26.0,5.0,33.0,6.0,0.0,0.0,04,2021
SAN LUIS POTOSÍ,220,36.0,0.0,6.0,1.0,0.0,1.0,6.0,0.0,0.0,04,2021
VERACRUZ,"1,215",86.0,89.0,2.0,23.0,2.0,112.0,4.0,0.0,0.0,04,2021
CHIAPAS,207,57.0,5.0,1.0,15.0,2.0,20.0,3.0,0.0,0.0,04,2021
NUEVO LEÓN,51,49.0,0.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,04,2021
PUEBLA,60,30.0,4.0,2.0,1.0,1.0,5.0,3.0,0.0,0.0,04,2021
TAMAULIPAS,612,109.0,0.0,1.0,3.0,2.0,3.0,3.0,0.0,0.0,04,2021
MORELOS,138,40.0,3.0,1.0,16.0,1.0,19.0,2.0,0.0,0.0,04,2021
NAYARIT,289,46.0,4.0,2.0,16.0,0.0,20.0,2.0,0.0,0.0,04,2021
BAJA CALIFORNIA SUR,9,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,04,2021
OAXACA,284,59.0,1.0,0.0,7.0,1.0,8.0,1.0,0.0,0.0,04,2021
AGUASCALIENTES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04,2021
BAJA CALIFORNIA,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04,2021
CAMPECHE,118,5.0,2.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,04,2021
COAHUILA,10,36.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,04,2021
CHIHUAHUA,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04,2021
CIUDAD DE MÉXICO,15,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04,2021
DURANGO,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04,2021
GUANAJUATO,22,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04,2021
HIDALGO,30,2.0,5.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,04,2021
MÉXICO,36,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04,2021
QUERÉTARO,13,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04,2021
QUINTANA ROO,469,45.0,34.0,0.0,36.0,0.0,70.0,0.0,0.0,0.0,04,2021
SONORA,38,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,04,2021
TABASCO,498,25.0,9.0,0.0,39.0,0.0,48.0,0.0,0.0,0.0,04,2021
TLAXCALA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04,2021
YUCATÁN,215,26.0,11.0,0.0,19.0,0.0,30.0,0.0,0.0,0.0,04,2021
ZACATECAS,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04,2021
MICHOACÁN,260,167.0,17.0,19.0,4.0,4.0,21.0,23.0,0.0,0.0,05,2021
JALISCO,737,304.0,31.0,12.0,30.0,5.0,61.0,17.0,0.0,0.0,05,2021
COLIMA,171,135.0,4.0,6.0,0.0,5.0,4.0,11.0,0.0,0.0,05,2021
SINALOA,208,80.0,16.0,5.0,8.0,6.0,24.0,11.0,0.0,0.0,05,2021
GUERRERO,686,140.0,10.0,1.0,36.0,5.0,46.0,6.0,0.0,0.0,05,2021
SAN LUIS POTOSÍ,285,44.0,0.0,6.0,1.0,0.0,1.0,6.0,0.0,0.0,05,2021
VERACRUZ,"1,653",105.0,107.0,2.0,31.0,3.0,138.0,5.0,0.0,0.0,05,2021
TAMAULIPAS,806,132.0,0.0,2.0,11.0,2.0,11.0,4.0,0.0,0.0,05,2021
CHIAPAS,269,65.0,9.0,1.0,23.0,2.0,32.0,3.0,0.0,0.0,05,2021
MORELOS,193,51.0,3.0,2.0,20.0,1.0,23.0,3.0,0.0,0.0,05,2021
NUEVO LEÓN,68,55.0,0.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,05,2021
PUEBLA,84,35.0,5.0,2.0,4.0,1.0,9.0,3.0,0.0,0.0,05,2021
NAYARIT,409,55.0,7.0,2.0,34.0,0.0,41.0,2.0,0.0,0.0,05,2021
BAJA CALIFORNIA SUR,14,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,05,2021
MÉXICO,53,17.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,05,2021
OAXACA,365,73.0,4.0,0.0,9.0,1.0,13.0,1.0,0.0,0.0,05,2021
AGUASCALIENTES,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,05,2021
