Estado,Probables (año pasado),Probables (año actual),Confirmados Dengue No Grave (año pasado),Confirmados Dengue No Grave (año actual),Dengue con Signos de Alarma y Dengue Grave (año pasado),Dengue con Signos de Alarma y Dengue Grave (año actual),Total Confirmados (año pasado),Total Confirmados (año actual),Defunciones (año pasado),Defunciones (año actual),Semana_Epidemiologica,Anio
MICHOACÁN,362,463,44.0,39.0,7.0,10.0,51.0,49.0,0.0,0.0,09,2020
SINALOA,128,348,11.0,28.0,2.0,15.0,13.0,43.0,0.0,0.0,09,2020
COLIMA,260,337,8.0,17.0,5.0,17.0,13.0,34.0,0.0,1.0,09,2020
TAMAULIPAS,171,"1,399",11.0,13.0,3.0,21.0,14.0,34.0,0.0,0.0,09,2020
MORELOS,125,294,1.0,5.0,6.0,25.0,7.0,30.0,0.0,0.0,09,2020
CAMPECHE,32,329,0.0,8.0,2.0,21.0,2.0,29.0,0.0,0.0,09,2020
OAXACA,333,604,8.0,9.0,12.0,12.0,20.0,21.0,0.0,0.0,09,2020
HIDALGO,21,61,0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0,09,2020
PUEBLA,51,130,1.0,9.0,2.0,5.0,3.0,14.0,0.0,0.0,09,2020
SONORA,44,83,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,09,2020
BAJA CALIFORNIA SUR,52,26,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,09,2020
COAHUILA,12,25,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,09,2020
GUANAJUATO,14,62,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,09,2020
MÉXICO,42,97,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,09,2020
NUEVO LEÓN,133,113,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,09,2020
SAN LUIS POTOSÍ,133,434,19.0,0.0,2.0,1.0,21.0,1.0,0.0,0.0,09,2020
AGUASCALIENTES,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09,2020
BAJA CALIFORNIA,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09,2020
CHIHUAHUA,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09,2020
CIUDAD DE MÉXICO,20,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09,2020
DURANGO,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09,2020
QUERÉTARO,1,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09,2020
TLAXCALA,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09,2020
ZACATECAS,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09,2020
JALISCO,"46,698","15,977","4,665","2,922","1,769",557.0,"6,434","3,479",20.0,9.0,41,2020
MICHOACÁN,"3,549","8,197",689,"1,552",52,125.0,741,"1,677",1.0,0.0,41,2020
TAMAULIPAS,"2,208","8,986",165,"1,340",30,171.0,195,"1,511",0.0,0.0,41,2020
VERACRUZ,"36,019","7,090","6,237",980,854,266.0,"7,091","1,246",15.0,1.0,41,2020
SAN LUIS POTOSÍ,"4,643","4,825",898,"1,184",34,27.0,932,"1,211",0.0,3.0,41,2020
PUEBLA,"5,059","3,387",967,612,126,114.0,"1,093",726,3.0,1.0,41,2020
HIDALGO,"1,464","1,307",587,633,28,26.0,615,659,1.0,0.0,41,2020
GUERRERO,"6,656","5,347",230,201,429,338.0,659,539,7.0,8.0,41,2020
MORELOS,"8,117","2,833",285,321,753,176.0,"1,038",497,10.0,1.0,41,2020
NUEVO LEÓN,"2,246","2,050",126,360,89,113.0,215,473,0.0,0.0,41,2020
NAYARIT,"2,204","3,791",148,109,132,360.0,280,469,1.0,3.0,41,2020
TABASCO,"4,108","2,971",204,113,353,280.0,557,393,5.0,9.0,41,2020
QUERÉTARO,107,506,9,302,0,2.0,9,304,0.0,0.0,41,2020
COAHUILA,230,"1,338",11,240,5,19.0,16,259,0.0,0.0,41,2020
SINALOA,684,"1,229",36,186,5,60.0,41,246,0.0,0.0,41,2020
CHIAPAS,"14,006","1,574",568,61,"1,441",175.0,"2,009",236,16.0,4.0,41,2020
QUINTANA ROO,"5,590","1,847",644,115,417,108.0,"1,061",223,6.0,0.0,41,2020
MÉXICO,597,684,45,180,4,4.0,49,184,0.0,0.0,41,2020
OAXACA,"11,428","2,670",908,103,402,74.0,"1,310",177,4.0,6.0,41,2020
COLIMA,"1,667","1,429",72,87,62,88.0,134,175,0.0,3.0,41,2020
GUANAJUATO,"1,167",708,84,155,8,2.0,92,157,0.0,0.0,41,2020
YUCATÁN,"2,357","1,106",131,50,82,94.0,213,144,0.0,2.0,41,2020
DURANGO,65,192,12,68,1,1.0,13,69,0.0,0.0,41,2020
CAMPECHE,868,706,24,11,31,28.0,55,39,0.0,0.0,41,2020
ZACATECAS,60,23,3,8,1,0.0,4,8,0.0,0.0,41,2020
BAJA CALIFORNIA SUR,314,125,25,6,8,0.0,33,6,0.0,0.0,41,2020
SONORA,883,178,87,3,21,0.0,108,3,0.0,0.0,41,2020
AGUASCALIENTES,33,15,3,0,0,0.0,3,0,0.0,0.0,41,2020
BAJA CALIFORNIA,71,22,0,0,0,0.0,0,0,0.0,0.0,41,2020
CHIHUAHUA,108,14,19,0,4,0.0,23,0,0.0,0.0,41,2020
CIUDAD DE MÉXICO,424,66,0,0,0,0.0,0,0,0.0,0.0,41,2020
TLAXCALA,32,10,0,0,0,0.0,0,0,0.0,0.0,41,2020
JALISCO,"39,226","14,864","4,233","2,677","1,471",490.0,"5,704","3,167",13.0,2.0,40,2020
MICHOACÁN,"3,276","7,659",624,"1,473",44,112.0,668,"1,585",1.0,0.0,40,2020
TAMAULIPAS,"1,890","7,875",156,"1,129",25,136.0,181,"1,265",0.0,0.0,40,2020
SAN LUIS POTOSÍ,"4,030","4,390",810,"1,179",31,26.0,841,"1,205",0.0,0.0,40,2020
VERACRUZ,"32,955","6,987","5,862",945,803,258.0,"6,665","1,203",15.0,1.0,40,2020
PUEBLA,"4,574","3,140",840,553,109,94.0,949,647,0.0,1.0,40,2020
GUERRERO,"6,304","5,192",230,168,426,322.0,656,490,6.0,0.0,40,2020
MORELOS,"7,760","2,705",265,288,695,170.0,960,458,10.0,0.0,40,2020
NAYARIT,"1,778","3,534",144,93,116,341.0,260,434,1.0,2.0,40,2020
HIDALGO,"1,269","1,250",518,383,26,19.0,544,402,1.0,0.0,40,2020
TABASCO,"3,841","2,966",203,113,332,280.0,535,393,5.0,9.0,40,2020
NUEVO LEÓN,"1,932","1,485",110,285,71,88.0,181,373,0.0,0.0,40,2020
QUERÉTARO,90,489,4,296,0,1.0,4,297,0.0,0.0,40,2020
QUINTANA ROO,"5,062","1,831",594,115,369,108.0,963,223,6.0,0.0,40,2020
CHIAPAS,"13,337","1,539",567,58,"1,414",144.0,"1,981",202,12.0,4.0,40,2020
SINALOA,628,995,34,154,5,45.0,39,199,0.0,0.0,40,2020
COAHUILA,193,"1,035",6,166,2,15.0,8,181,0.0,0.0,40,2020
OAXACA,"10,288","2,578",859,89,385,66.0,"1,244",155,2.0,5.0,40,2020
COLIMA,"1,464","1,358",69,76,57,78.0,126,154,0.0,3.0,40,2020
YUCATÁN,"2,135","1,100",121,50,69,94.0,190,144,0.0,1.0,40,2020
MÉXICO,565,671,45,126,4,1.0,49,127,0.0,0.0,40,2020
GUANAJUATO,"1,019",633,81,113,8,2.0,89,115,0.0,0.0,40,2020
DURANGO,39,163,0,66,0,1.0,0,67,0.0,0.0,40,2020
CAMPECHE,741,703,21,10,27,28.0,48,38,0.0,0.0,40,2020
BAJA CALIFORNIA SUR,280,102,18,5,7,0.0,25,5,0.0,0.0,40,2020
SONORA,619,173,56,3,17,0.0,73,3,0.0,0.0,40,2020
ZACATECAS,46,14,1,3,0,0.0,1,3,0.0,0.0,40,2020
AGUASCALIENTES,30,15,3,0,0,0.0,3,0,0.0,0.0,40,2020
BAJA CALIFORNIA,67,22,0,0,0,0.0,0,0,0.0,0.0,40,2020
CHIHUAHUA,56,11,4,0,1,0.0,5,0,0.0,0.0,40,2020
CIUDAD DE MÉXICO,393,63,0,0,0,0.0,0,0,0.0,0.0,40,2020
TLAXCALA,29,10,0,0,0,0.0,0,0,0.0,0.0,40,2020
JALISCO,"16,742","11,280","1,887","1,788",564,334.0,"2,451","2,122",2.0,2.0,36,2020
MICHOACÁN,"2,401","5,871",445,"1,047",30,86.0,475,"1,133",1.0,0.0,36,2020
VERACRUZ,"20,383","6,531","3,615",860,511,238.0,"4,126","1,098",2.0,1.0,36,2020
SAN LUIS POTOSÍ,"2,320","2,870",640,849,23,21.0,663,870,0.0,0.0,36,2020
TAMAULIPAS,"1,318","5,003",132,475,18,81.0,150,556,0.0,0.0,36,2020
PUEBLA,"2,417","2,021",477,361,59,51.0,536,412,0.0,1.0,36,2020
GUERRERO,"4,677","4,549",182,132,291,273.0,473,405,5.0,0.0,36,2020
HIDALGO,650,"1,066",245,380,14,18.0,259,398,1.0,0.0,36,2020
TABASCO,"3,038","2,929",179,111,235,279.0,414,390,5.0,9.0,36,2020
NAYARIT,845,"2,848",73,57,50,295.0,123,352,1.0,2.0,36,2020
MORELOS,"5,330","1,963",138,162,381,122.0,519,284,6.0,0.0,36,2020
QUINTANA ROO,"3,346","1,758",421,114,246,108.0,667,222,6.0,0.0,36,2020
QUERÉTARO,47,390,1,220,0,1.0,1,221,0.0,0.0,36,2020
CHIAPAS,"10,278","1,393",535,50,"1,289",122.0,"1,824",172,12.0,4.0,36,2020
YUCATÁN,"1,395","1,065",60,47,27,93.0,87,140,0.0,1.0,36,2020
NUEVO LEÓN,"1,325",647,63,101,44,32.0,107,133,0.0,0.0,36,2020
SINALOA,487,680,29,75,3,32.0,32,107,0.0,0.0,36,2020
OAXACA,"6,119","2,104",597,57,250,46.0,847,103,2.0,5.0,36,2020
COLIMA,"1,027","1,104",47,47,23,54.0,70,101,0.0,3.0,36,2020
MÉXICO,463,550,18,72,3,0.0,21,72,0.0,0.0,36,2020
CAMPECHE,489,684,15,10,17,28.0,32,38,0.0,0.0,36,2020
COAHUILA,149,295,2,26,2,4.0,4,30,0.0,0.0,36,2020
GUANAJUATO,682,353,44,24,4,1.0,48,25,0.0,0.0,36,2020
DURANGO,28,56,0,22,0,0.0,0,22,0.0,0.0,36,2020
BAJA CALIFORNIA SUR,187,76,9,4,3,0.0,12,4,0.0,0.0,36,2020
SONORA,383,161,18,3,3,0.0,21,3,0.0,0.0,36,2020
ZACATECAS,32,8,0,2,0,0.0,0,2,0.0,0.0,36,2020
AGUASCALIENTES,15,13,0,0,0,0.0,0,0,0.0,0.0,36,2020
BAJA CALIFORNIA,47,20,0,0,0,0.0,0,0,0.0,0.0,36,2020
CHIHUAHUA,16,9,1,0,0,0.0,1,0,0.0,0.0,36,2020
CIUDAD DE MÉXICO,292,54,0,0,0,0.0,0,0,0.0,0.0,36,2020
TLAXCALA,19,10,0,0,0,0.0,0,0,0.0,0.0,36,2020
JALISCO,"21,038","12,217","2,619","2,004",786,371.0,"3,405","2,375",2.0,2.0,37,2020
MICHOACÁN,"2,639","6,309",496,"1,131",37,93.0,533,"1,224",1.0,0.0,37,2020
VERACRUZ,"23,631","6,658","4,251",878,594,239.0,"4,845","1,117",2.0,1.0,37,2020
SAN LUIS POTOSÍ,"2,780","3,202",641,947,25,21.0,666,968,0.0,0.0,37,2020
TAMAULIPAS,"1,426","5,583",143,636,19,90.0,162,726,0.0,0.0,37,2020
PUEBLA,"2,915","2,341",620,389,77,60.0,697,449,0.0,1.0,37,2020
GUERRERO,"5,168","4,754",186,148,343,299.0,529,447,5.0,0.0,37,2020
HIDALGO,763,"1,110",296,381,15,18.0,311,399,1.0,0.0,37,2020
TABASCO,"3,241","2,941",182,112,250,279.0,432,391,5.0,9.0,37,2020
NAYARIT,"1,020","3,025",99,67,60,308.0,159,375,1.0,2.0,37,2020
MORELOS,"6,068","2,154",173,206,476,134.0,649,340,6.0,0.0,37,2020
QUERÉTARO,58,421,2,240,0,1.0,2,241,0.0,0.0,37,2020
QUINTANA ROO,"3,736","1,779",433,114,254,108.0,687,222,6.0,0.0,37,2020
CHIAPAS,"11,165","1,428",552,50,"1,321",128.0,"1,873",178,12.0,4.0,37,2020
NUEVO LEÓN,"1,425",757,75,129,49,47.0,124,176,0.0,0.0,37,2020
YUCATÁN,"1,544","1,077",80,47,32,93.0,112,140,0.0,1.0,37,2020
SINALOA,520,712,30,88,3,33.0,33,121,0.0,0.0,37,2020
OAXACA,"7,180","2,229",655,62,280,48.0,935,110,2.0,5.0,37,2020
COLIMA,"1,105","1,159",52,54,35,55.0,87,109,0.0,3.0,37,2020
MÉXICO,485,584,20,82,3,0.0,23,82,0.0,0.0,37,2020
COAHUILA,156,409,2,44,2,6.0,4,50,0.0,0.0,37,2020
GUANAJUATO,769,401,51,39,5,2.0,56,41,0.0,0.0,37,2020
CAMPECHE,561,697,16,10,18,28.0,34,38,0.0,0.0,37,2020
DURANGO,29,66,0,29,0,0.0,0,29,0.0,0.0,37,2020
BAJA CALIFORNIA SUR,203,80,9,4,3,0.0,12,4,0.0,0.0,37,2020
SONORA,436,161,25,3,6,0.0,31,3,0.0,0.0,37,2020
ZACATECAS,35,9,0,2,0,0.0,0,2,0.0,0.0,37,2020
AGUASCALIENTES,21,14,1,0,0,0.0,1,0,0.0,0.0,37,2020
BAJA CALIFORNIA,49,20,0,0,0,0.0,0,0,0.0,0.0,37,2020
CHIHUAHUA,16,9,1,0,0,0.0,1,0,0.0,0.0,37,2020
CIUDAD DE MÉXICO,309,58,0,0,0,0.0,0,0,0.0,0.0,37,2020
TLAXCALA,19,10,0,0,0,0.0,0,0,0.0,0.0,37,2020
VERACRUZ,218.0,395.0,0.0,11.0,2.0,0.0,2.0,11.0,0.0,0.0,02,2020
TABASCO,41.0,167.0,5.0,1.0,5.0,8.0,10.0,9.0,0.0,0.0,02,2020
YUCATAN,9.0,78.0,0.0,3.0,0.0,5.0,0.0,8.0,0.0,0.0,02,2020
GUERRERO,22.0,163.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,02,2020
MORELOS,14.0,47.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,02,2020
QUINTANA ROO,83.0,153.0,6.0,1.0,2.0,2.0,8.0,3.0,0.0,0.0,02,2020
CHIAPAS,53.0,57.0,2.0,0.0,7.0,2.0,9.0,2.0,0.0,0.0,02,2020
MICHOACAN,28.0,58.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,02,2020
SINALOA,17.0,41.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,02,2020
COAHUILA,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,02,2020
JALISCO,134.0,147.0,3.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,02,2020
AGUASCALIENTES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,2020
BAJA CALIFORNIA,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,2020
BAJA CALIFORNIA SUR,14.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,02,2020
CAMPECHE,3.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,2020
COLIMA,26.0,44.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,02,2020
CHIHUAHUA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,2020
CIUDAD DE MÉXICO,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,2020
DURANGO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,2020
GUANAJUATO,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,2020
HIDALGO,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,2020
MEXICO,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,2020
NAYARIT,19.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,2020
NUEVO LEON,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,2020
OAXACA,46.0,78.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,02,2020
PUEBLA,8.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,2020
QUERETARO,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,2020
SAN  LUIS POTOSI,2.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,2020
SONORA,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,2020
TAMAULIPAS,14.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,2020
TLAXCALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,2020
ZACATECAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,2020
VERACRUZ,430.0,827.0,15.0,42.0,12.0,10.0,27.0,52.0,0.0,0.0,03,2020
TABASCO,91.0,312.0,11.0,4.0,6.0,21.0,17.0,25.0,0.0,0.0,03,2020
GUERRERO,46.0,342.0,0.0,2.0,0.0,17.0,0.0,19.0,0.0,0.0,03,2020
MORELOS,34.0,97.0,0.0,3.0,1.0,16.0,1.0,19.0,0.0,0.0,03,2020
YUCATÁN,21.0,151.0,1.0,4.0,1.0,13.0,2.0,17.0,0.0,0.0,03,2020
NAYARIT,45.0,169.0,4.0,3.0,0.0,13.0,4.0,16.0,0.0,0.0,03,2020
QUINTANA ROO,134.0,307.0,19.0,7.0,9.0,8.0,28.0,15.0,0.0,0.0,03,2020
JALISCO,270.0,356.0,13.0,4.0,0.0,7.0,13.0,11.0,0.0,0.0,03,2020
CHIAPAS,127.0,150.0,5.0,2.0,27.0,6.0,32.0,8.0,0.0,0.0,03,2020
OAXACA,95.0,200.0,2.0,0.0,1.0,7.0,3.0,7.0,0.0,0.0,03,2020
SINALOA,28.0,99.0,2.0,6.0,0.0,1.0,2.0,7.0,0.0,0.0,03,2020
HIDALGO,4.0,21.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,03,2020
CAMPECHE,8.0,80.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,03,2020
MICHOACÁN,54.0,128.0,1.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,03,2020
PUEBLA,24.0,42.0,1.0,3.0,1.0,0.0,2.0,3.0,0.0,0.0,03,2020
COAHUILA,1.0,6.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,03,2020
COLIMA,58.0,82.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,03,2020
BAJA CALIFORNIA SUR,22.0,7.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,03,2020
SAN LUIS POTOSÍ,17.0,152.0,3.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,03,2020
SONORA,6.0,23.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,03,2020
TAMAULIPAS,33.0,383.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,03,2020
AGUASCALIENTES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03,2020
BAJA CALIFORNIA,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03,2020
CHIHUAHUA,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03,2020
CIUDAD DE MÉXICO,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03,2020
DURANGO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03,2020
GUANAJUATO,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03,2020
MÉXICO,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03,2020
NUEVO LEÓN,32.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03,2020
QUERÉTARO,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03,2020
TLAXCALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03,2020
ZACATECAS,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03,2020
VERACRUZ,"3,020","4,621",328.0,594.0,114.0,199.0,442.0,793.0,1.0,1.0,21,2020
JALISCO,"2,220","2,701",167.0,301.0,50.0,89.0,217.0,390.0,0.0,0.0,21,2020
TABASCO,"1,835","2,638",133.0,107.0,140.0,273.0,273.0,380.0,0.0,4.0,21,2020
GUERRERO,846,"2,385",3.0,67.0,33.0,174.0,36.0,241.0,0.0,0.0,21,2020
NAYARIT,291,"1,501",16.0,22.0,9.0,202.0,25.0,224.0,0.0,1.0,21,2020
QUINTANA ROO,"1,142","1,250",165.0,98.0,71.0,105.0,236.0,203.0,0.0,0.0,21,2020
SAN LUIS POTOSÍ,330,900,41.0,142.0,4.0,9.0,45.0,151.0,0.0,0.0,21,2020
MICHOACÁN,904,"1,237",134.0,111.0,11.0,20.0,145.0,131.0,0.0,0.0,21,2020
YUCATÁN,388,657,7.0,44.0,6.0,85.0,13.0,129.0,0.0,1.0,21,2020
CHIAPAS,"2,155",893,126.0,33.0,327.0,73.0,453.0,106.0,2.0,0.0,21,2020
SINALOA,302,498,23.0,41.0,2.0,25.0,25.0,66.0,0.0,0.0,21,2020
TAMAULIPAS,507,"2,201",27.0,27.0,7.0,38.0,34.0,65.0,0.0,0.0,21,2020
COLIMA,531,649,20.0,23.0,15.0,34.0,35.0,57.0,0.0,2.0,21,2020
MORELOS,460,560,9.0,9.0,32.0,46.0,41.0,55.0,0.0,0.0,21,2020
PUEBLA,197,345,41.0,45.0,4.0,7.0,45.0,52.0,0.0,0.0,21,2020
QUERÉTARO,8,101,0.0,45.0,0.0,1.0,0.0,46.0,0.0,0.0,21,2020
OAXACA,915,"1,045",34.0,17.0,32.0,27.0,66.0,44.0,0.0,2.0,21,2020
HIDALGO,67,193,2.0,42.0,0.0,1.0,2.0,43.0,0.0,0.0,21,2020
CAMPECHE,131,497,7.0,9.0,8.0,27.0,15.0,36.0,0.0,0.0,21,2020
MÉXICO,160,276,8.0,24.0,0.0,0.0,8.0,24.0,0.0,0.0,21,2020
BAJA CALIFORNIA SUR,100,38,3.0,3.0,3.0,0.0,6.0,3.0,0.0,0.0,21,2020
SONORA,113,104,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,21,2020
COAHUILA,50,35,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,21,2020
GUANAJUATO,96,121,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,21,2020
NUEVO LEÓN,395,204,2.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,21,2020
AGUASCALIENTES,5,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2020
BAJA CALIFORNIA,10,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2020
CHIHUAHUA,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2020
