Estado,Probables (año pasado),Probables (año actual),Confirmados Dengue No Grave (año pasado),Confirmados Dengue No Grave (año actual),Dengue con Signos de Alarma y Dengue Grave (año pasado),Dengue con Signos de Alarma y Dengue Grave (año actual),Total Confirmados (año pasado),Total Confirmados (año actual),Defunciones (año pasado),Defunciones (año actual),Semana_Epidemiologica,Anio
CAMPECHE,34.0,62.0,12.0,1.0,2.0,0.0,14.0,1.0,0.0,0.0,03,2016
AGUASCALIENTES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03,2016
BAJA CALIFORNIA,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03,2016
COAHUILA,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03,2016
CHIHUAHUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03,2016
DISTRITO FEDERAL,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03,2016
DURANGO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03,2016
GUANAJUATO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03,2016
HIDALGO,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03,2016
MÉXICO,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03,2016
QUERÉTARO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03,2016
TLAXCALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03,2016
ZACATECAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03,2016
GUERRERO,230.0,169.0,32.0,15.0,8.0,27.0,40.0,42.0,0.0,0.0,02,2016
CHIAPAS,251.0,135.0,24.0,15.0,6.0,7.0,30.0,22.0,0.0,0.0,02,2016
TABASCO,42.0,187.0,4.0,11.0,1.0,3.0,5.0,14.0,0.0,0.0,02,2016
JALISCO,83.0,282.0,2.0,11.0,1.0,0.0,3.0,11.0,0.0,0.0,02,2016
VERACRUZ,109.0,202.0,9.0,7.0,12.0,4.0,21.0,11.0,0.0,0.0,02,2016
MICHOACÁN,35.0,52.0,1.0,9.0,1.0,1.0,2.0,10.0,0.0,0.0,02,2016
TAMAULIPAS,26.0,90.0,3.0,6.0,0.0,1.0,3.0,7.0,0.0,0.0,02,2016
QUINTANA ROO,92.0,132.0,5.0,3.0,7.0,3.0,12.0,6.0,0.0,0.0,02,2016
COLIMA,61.0,63.0,5.0,4.0,2.0,0.0,7.0,4.0,0.0,0.0,02,2016
NAYARIT,16.0,133.0,2.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,02,2016
OAXACA,115.0,86.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,02,2016
SONORA,58.0,28.0,8.0,3.0,3.0,0.0,11.0,3.0,0.0,0.0,02,2016
NUEVO LEÓN,36.0,143.0,4.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,02,2016
YUCATÁN,73.0,20.0,2.0,1.0,3.0,1.0,5.0,2.0,0.0,0.0,02,2016
BAJA CALIFORNIA SUR,23.0,29.0,3.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,02,2016
PUEBLA,6.0,32.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,02,2016
AGUASCALIENTES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,2016
BAJA CALIFORNIA,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,2016
CAMPECHE,23.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,2016
COAHUILA,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,2016
CHIHUAHUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,2016
DISTRITO FEDERAL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,2016
DURANGO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,2016
GUANAJUATO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,2016
HIDALGO,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,2016
MÉXICO,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,2016
MORELOS,41.0,38.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,02,2016
QUERÉTARO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,2016
SAN LUIS POTOSÍ,36.0,4.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,02,2016
SINALOA,64.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,2016
TLAXCALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,2016
ZACATECAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,2016
GUERRERO,"14,045","7,863","1,066","1,130",329.0,836.0,"1,395","1,966",7.0,2.0,37,2016
VERACRUZ,"15,419","13,500","1,623","1,148",484.0,230.0,"2,107","1,378",1.0,0.0,37,2016
JALISCO,"6,987","7,632",680,688,139.0,129.0,819,817,0.0,1.0,37,2016
MICHOACÁN,"7,877","3,305",983,704,10.0,43.0,993,747,0.0,0.0,37,2016
CHIAPAS,"8,687","2,654",817,504,221.0,214.0,"1,038",718,1.0,0.0,37,2016
NUEVO LEÓN,"6,007","6,866",485,511,15.0,11.0,500,522,0.0,0.0,37,2016
TABASCO,"2,989","3,676",330,317,92.0,117.0,422,434,0.0,2.0,37,2016
TAMAULIPAS,"2,735","3,770",298,348,18.0,13.0,316,361,0.0,0.0,37,2016
MORELOS,"5,390","3,948",350,94,41.0,193.0,391,287,0.0,3.0,37,2016
MÉXICO,"1,153","1,039",21,267,0.0,8.0,21,275,0.0,0.0,37,2016
COLIMA,"18,833","4,582",959,209,85.0,56.0,"1,044",265,0.0,0.0,37,2016
NAYARIT,"4,555","2,424",297,144,290.0,84.0,587,228,0.0,0.0,37,2016
OAXACA,"5,106","2,424",262,140,47.0,58.0,309,198,2.0,1.0,37,2016
QUINTANA ROO,"4,142","1,985",417,135,228.0,58.0,645,193,1.0,1.0,37,2016
YUCATÁN,"12,219","2,727",791,117,249.0,59.0,"1,040",176,0.0,0.0,37,2016
SINALOA,"1,365","1,294",281,109,98.0,32.0,379,141,0.0,0.0,37,2016
PUEBLA,"2,522","1,423",380,136,53.0,4.0,433,140,0.0,0.0,37,2016
DURANGO,57,270,28,126,0.0,0.0,28,126,0.0,0.0,37,2016
SONORA,"2,211",804,547,97,225.0,23.0,772,120,4.0,0.0,37,2016
SAN LUIS POTOSÍ,"1,381",879,87,107,0.0,1.0,87,108,0.0,0.0,37,2016
COAHUILA,260,418,21,79,0.0,2.0,21,81,0.0,0.0,37,2016
CAMPECHE,"5,448","2,367",270,51,63.0,14.0,333,65,1.0,1.0,37,2016
BAJA CALIFORNIA SUR,516,700,83,60,3.0,3.0,86,63,0.0,0.0,37,2016
HIDALGO,448,536,42,51,0.0,4.0,42,55,0.0,0.0,37,2016
ZACATECAS,600,90,126,15,0.0,0.0,126,15,0.0,0.0,37,2016
GUANAJUATO,54,106,0,5,0.0,1.0,0,6,0.0,0.0,37,2016
BAJA CALIFORNIA,125,184,12,3,0.0,0.0,12,3,0.0,0.0,37,2016
CHIHUAHUA,18,28,3,1,1.0,0.0,4,1,0.0,0.0,37,2016
AGUASCALIENTES,8,27,0,0,0.0,0.0,0,0,0.0,0.0,37,2016
DISTRITO FEDERAL,29,299,0,0,0.0,0.0,0,0,0.0,0.0,37,2016
QUERÉTARO,38,90,3,0,0.0,0.0,3,0,0.0,0.0,37,2016
TLAXCALA,15,30,0,0,0.0,0.0,0,0,0.0,0.0,37,2016
GUERRERO,"13,899","7,560","1,053","1,108",323.0,818.0,"1,376","1,926",6.0,2.0,36,2016
VERACRUZ,"14,480","12,554","1,599","1,067",476.0,213.0,"2,075","1,280",1.0,0.0,36,2016
JALISCO,"6,248","7,108",542,629,101.0,116.0,643,745,0.0,1.0,36,2016
CHIAPAS,"8,589","2,639",814,500,217.0,210.0,"1,031",710,0.0,0.0,36,2016
MICHOACÁN,"7,676","3,162",961,661,10.0,38.0,971,699,0.0,0.0,36,2016
NUEVO LEÓN,"5,891","6,553",448,498,13.0,11.0,461,509,0.0,0.0,36,2016
TABASCO,"2,811","3,342",316,304,90.0,115.0,406,419,0.0,2.0,36,2016
TAMAULIPAS,"2,659","3,540",291,322,18.0,12.0,309,334,0.0,0.0,36,2016
MÉXICO,"1,104",993,21,267,0.0,7.0,21,274,0.0,0.0,36,2016
COLIMA,"18,334","4,256",953,195,84.0,52.0,"1,037",247,0.0,0.0,36,2016
MORELOS,"5,087","3,558",345,82,36.0,162.0,381,244,0.0,3.0,36,2016
NAYARIT,"3,964","2,382",297,127,290.0,81.0,587,208,0.0,0.0,36,2016
OAXACA,"5,008","2,377",262,133,47.0,58.0,309,191,2.0,1.0,36,2016
QUINTANA ROO,"3,880","1,929",398,134,220.0,55.0,618,189,1.0,1.0,36,2016
YUCATÁN,"11,222","2,411",758,98,239.0,52.0,997,150,0.0,0.0,36,2016
SINALOA,"1,270","1,218",265,104,97.0,30.0,362,134,0.0,0.0,36,2016
SONORA,"2,107",784,546,95,225.0,23.0,771,118,4.0,0.0,36,2016
DURANGO,49,235,28,117,0.0,0.0,28,117,0.0,0.0,36,2016
SAN LUIS POTOSÍ,"1,361",841,85,105,0.0,1.0,85,106,0.0,0.0,36,2016
PUEBLA,"2,339","1,331",351,97,43.0,4.0,394,101,0.0,0.0,36,2016
COAHUILA,256,398,20,72,0.0,2.0,20,74,0.0,0.0,36,2016
CAMPECHE,"5,234","2,194",270,51,63.0,14.0,333,65,1.0,1.0,36,2016
BAJA CALIFORNIA SUR,487,669,76,59,3.0,3.0,79,62,0.0,0.0,36,2016
HIDALGO,441,512,41,45,0.0,3.0,41,48,0.0,0.0,36,2016
ZACATECAS,519,90,104,15,0.0,0.0,104,15,0.0,0.0,36,2016
GUANAJUATO,53,100,0,5,0.0,1.0,0,6,0.0,0.0,36,2016
BAJA CALIFORNIA,128,183,10,3,0.0,0.0,10,3,0.0,0.0,36,2016
CHIHUAHUA,14,27,1,1,1.0,0.0,2,1,0.0,0.0,36,2016
AGUASCALIENTES,8,27,0,0,0.0,0.0,0,0,0.0,0.0,36,2016
DISTRITO FEDERAL,29,293,0,0,0.0,0.0,0,0,0.0,0.0,36,2016
QUERÉTARO,37,78,3,0,0.0,0.0,3,0,0.0,0.0,36,2016
TLAXCALA,15,29,0,0,0.0,0.0,0,0,0.0,0.0,36,2016
GUERRERO,"14,447","8,411","1,078","1,180",357.0,888.0,"1,435","2,068",9.0,2.0,40,2016
VERACRUZ,"19,690","15,687","2,080","1,476",588.0,289.0,"2,668","1,765",1.0,0.0,40,2016
JALISCO,"10,366","10,017",928,893,218.0,164.0,"1,146","1,057",0.0,1.0,40,2016
MICHOACÁN,"8,594","3,918","1,159",875,16.0,49.0,"1,175",924,0.0,0.0,40,2016
CHIAPAS,"9,017","2,726",887,517,287.0,227.0,"1,174",744,1.0,0.0,40,2016
NUEVO LEÓN,"6,651","8,623",533,610,24.0,13.0,557,623,0.0,0.0,40,2016
TABASCO,"4,303","4,498",373,338,113.0,126.0,486,464,0.0,2.0,40,2016
TAMAULIPAS,"3,119","4,825",340,419,21.0,15.0,361,434,0.0,0.0,40,2016
MORELOS,"6,280","5,339",395,115,49.0,290.0,444,405,0.0,3.0,40,2016
COLIMA,"19,880","5,496","1,031",219,88.0,65.0,"1,119",284,0.0,0.0,40,2016
MÉXICO,"1,367","1,202",27,271,0.0,9.0,27,280,0.0,0.0,40,2016
DURANGO,161,736,107,254,0.0,0.0,107,254,0.0,0.0,40,2016
NAYARIT,"8,449","2,657",385,158,353.0,90.0,738,248,0.0,0.0,40,2016
YUCATÁN,"15,340","3,711",980,147,310.0,70.0,"1,290",217,0.0,0.0,40,2016
OAXACA,"5,603","2,658",273,153,50.0,62.0,323,215,4.0,1.0,40,2016
QUINTANA ROO,"5,141","2,264",425,142,241.0,65.0,666,207,1.0,1.0,40,2016
PUEBLA,"3,095","1,707",464,190,58.0,7.0,522,197,0.0,0.0,40,2016
SINALOA,"1,908","1,929",333,147,110.0,42.0,443,189,0.0,0.0,40,2016
COAHUILA,328,699,22,138,0.0,2.0,22,140,0.0,0.0,40,2016
SONORA,"3,472",903,827,106,295.0,25.0,"1,122",131,5.0,0.0,40,2016
SAN LUIS POTOSÍ,"1,483","1,005",93,112,0.0,1.0,93,113,0.0,0.0,40,2016
CAMPECHE,"6,191","2,871",329,65,68.0,17.0,397,82,1.0,1.0,40,2016
HIDALGO,499,661,51,73,0.0,6.0,51,79,0.0,0.0,40,2016
BAJA CALIFORNIA SUR,797,"1,001",128,76,3.0,3.0,131,79,0.0,0.0,40,2016
ZACATECAS,802,141,166,36,0.0,0.0,166,36,0.0,0.0,40,2016
GUANAJUATO,62,112,2,5,0.0,2.0,2,7,0.0,0.0,40,2016
BAJA CALIFORNIA,187,205,25,5,0.0,0.0,25,5,0.0,0.0,40,2016
CHIHUAHUA,29,36,5,1,0.0,0.0,5,1,0.0,0.0,40,2016
AGUASCALIENTES,12,32,1,0,0.0,0.0,1,0,0.0,0.0,40,2016
DISTRITO FEDERAL,29,321,0,0,0.0,0.0,0,0,0.0,0.0,40,2016
QUERÉTARO,44,103,5,0,0.0,0.0,5,0,0.0,0.0,40,2016
TLAXCALA,19,33,0,0,0.0,0.0,0,0,0.0,0.0,40,2016
GUERRERO,"14,606","8,575","1,083","1,199",361.0,898.0,"1,444","2,097",9.0,2.0,41,2016
VERACRUZ,"21,084","16,058","2,145","1,496",615.0,300.0,"2,760","1,796",1.0,0.0,41,2016
JALISCO,"11,766","10,863","1,074","1,058",269.0,196.0,"1,343","1,254",0.0,1.0,41,2016
MICHOACÁN,"8,949","4,138","1,187",937,17.0,54.0,"1,204",991,0.0,0.0,41,2016
CHIAPAS,"9,112","2,743",903,520,303.0,232.0,"1,206",752,1.0,0.0,41,2016
NUEVO LEÓN,"6,884","9,322",566,655,32.0,14.0,598,669,0.0,0.0,41,2016
TAMAULIPAS,"3,312","5,258",352,476,21.0,17.0,373,493,0.0,0.0,41,2016
TABASCO,"4,803","4,769",409,339,125.0,127.0,534,466,0.0,2.0,41,2016
MORELOS,"6,757","5,716",420,125,52.0,330.0,472,455,0.0,3.0,41,2016
DURANGO,179,966,108,446,0.0,3.0,108,449,0.0,0.0,41,2016
MÉXICO,"1,420","1,262",27,308,0.0,9.0,27,317,0.0,0.0,41,2016
COLIMA,"20,124","5,706","1,034",228,89.0,69.0,"1,123",297,0.0,0.0,41,2016
NAYARIT,"9,771","2,740",456,163,393.0,91.0,849,254,0.0,0.0,41,2016
SINALOA,"2,180","2,206",346,184,114.0,50.0,460,234,0.0,0.0,41,2016
YUCATÁN,"15,794","3,976","1,013",152,322.0,74.0,"1,335",226,0.0,0.0,41,2016
OAXACA,"5,760","2,743",290,157,54.0,67.0,344,224,4.0,1.0,41,2016
QUINTANA ROO,"5,509","2,351",431,143,244.0,67.0,675,210,1.0,1.0,41,2016
PUEBLA,"3,195","1,788",477,198,58.0,7.0,535,205,0.0,0.0,41,2016
COAHUILA,339,805,27,154,0.0,3.0,27,157,0.0,0.0,41,2016
SONORA,"4,136",944,998,110,344.0,26.0,"1,342",136,5.0,0.0,41,2016
SAN LUIS POTOSÍ,"1,512","1,037",99,115,0.0,1.0,99,116,0.0,0.0,41,2016
BAJA CALIFORNIA SUR,963,"1,140",156,83,3.0,3.0,159,86,0.0,0.0,41,2016
CAMPECHE,"6,311","2,941",341,65,75.0,17.0,416,82,1.0,1.0,41,2016
HIDALGO,517,697,55,75,0.0,6.0,55,81,0.0,0.0,41,2016
ZACATECAS,847,155,166,45,0.0,0.0,166,45,0.0,0.0,41,2016
GUANAJUATO,64,118,1,7,0.0,2.0,1,9,0.0,0.0,41,2016
BAJA CALIFORNIA,226,208,55,6,0.0,0.0,55,6,0.0,0.0,41,2016
CHIHUAHUA,30,37,5,1,1.0,0.0,6,1,0.0,0.0,41,2016
AGUASCALIENTES,13,34,2,0,1.0,0.0,3,0,0.0,0.0,41,2016
DISTRITO FEDERAL,29,327,0,0,0.0,0.0,0,0,0.0,0.0,41,2016
QUERÉTARO,44,103,5,0,0.0,0.0,5,0,0.0,0.0,41,2016
TLAXCALA,19,33,0,0,0.0,0.0,0,0,0.0,0.0,41,2016
GUERRERO,2134.0,1533.0,304.0,288.0,90.0,245.0,394.0,533.0,0.0,0.0,09,2016
CHIAPAS,1249.0,761.0,117.0,154.0,32.0,70.0,149.0,224.0,0.0,0.0,09,2016
VERACRUZ,462.0,1192.0,73.0,144.0,49.0,73.0,122.0,217.0,0.0,0.0,09,2016
TABASCO,218.0,757.0,38.0,111.0,9.0,25.0,47.0,136.0,0.0,0.0,09,2016
NUEVO LEÓN,690.0,1765.0,55.0,125.0,0.0,1.0,55.0,126.0,0.0,0.0,09,2016
JALISCO,422.0,2043.0,29.0,76.0,9.0,28.0,38.0,104.0,0.0,0.0,09,2016
MICHOACÁN,266.0,404.0,41.0,95.0,5.0,4.0,46.0,99.0,0.0,0.0,09,2016
NAYARIT,100.0,1208.0,6.0,45.0,6.0,26.0,12.0,71.0,0.0,0.0,09,2016
OAXACA,911.0,552.0,76.0,40.0,17.0,31.0,93.0,71.0,0.0,0.0,09,2016
QUINTANA ROO,501.0,556.0,65.0,43.0,57.0,27.0,122.0,70.0,0.0,0.0,09,2016
COLIMA,398.0,642.0,62.0,44.0,21.0,17.0,83.0,61.0,0.0,0.0,09,2016
SONORA,237.0,298.0,52.0,46.0,12.0,8.0,64.0,54.0,0.0,0.0,09,2016
CAMPECHE,118.0,177.0,35.0,44.0,10.0,7.0,45.0,51.0,0.0,0.0,09,2016
TAMAULIPAS,207.0,634.0,19.0,43.0,0.0,3.0,19.0,46.0,0.0,0.0,09,2016
SINALOA,272.0,557.0,50.0,38.0,26.0,6.0,76.0,44.0,0.0,0.0,09,2016
SAN LUIS POTOSÍ,238.0,177.0,13.0,42.0,0.0,0.0,13.0,42.0,0.0,0.0,09,2016
YUCATÁN,305.0,209.0,33.0,16.0,17.0,18.0,50.0,34.0,0.0,0.0,09,2016
MORELOS,312.0,394.0,27.0,17.0,5.0,8.0,32.0,25.0,0.0,0.0,09,2016
PUEBLA,210.0,300.0,14.0,23.0,1.0,1.0,15.0,24.0,0.0,0.0,09,2016
MÉXICO,49.0,114.0,0.0,23.0,0.0,0.0,0.0,23.0,0.0,0.0,09,2016
BAJA CALIFORNIA SUR,110.0,184.0,31.0,21.0,2.0,0.0,33.0,21.0,0.0,0.0,09,2016
HIDALGO,36.0,77.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,09,2016
COAHUILA,19.0,40.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,09,2016
BAJA CALIFORNIA,17.0,27.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,09,2016
AGUASCALIENTES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09,2016
CHIHUAHUA,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09,2016
DISTRITO FEDERAL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09,2016
DURANGO,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09,2016
GUANAJUATO,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09,2016
QUERÉTARO,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,09,2016
TLAXCALA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09,2016
ZACATECAS,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09,2016
GUERRERO,1769.0,1319.0,248.0,243.0,70.0,225.0,318.0,468.0,0.0,0.0,08,2016
CHIAPAS,1097.0,686.0,109.0,141.0,27.0,64.0,136.0,205.0,0.0,0.0,08,2016
VERACRUZ,407.0,1038.0,63.0,126.0,45.0,67.0,108.0,193.0,0.0,0.0,08,2016
TABASCO,198.0,703.0,35.0,100.0,7.0,22.0,42.0,122.0,0.0,0.0,08,2016
JALISCO,368.0,1840.0,26.0,70.0,9.0,27.0,35.0,97.0,0.0,0.0,08,2016
NUEVO LEÓN,598.0,1548.0,41.0,92.0,0.0,0.0,41.0,92.0,0.0,0.0,08,2016
MICHOACÁN,219.0,329.0,37.0,73.0,5.0,3.0,42.0,76.0,0.0,0.0,08,2016
OAXACA,784.0,492.0,62.0,40.0,13.0,30.0,75.0,70.0,0.0,0.0,08,2016
NAYARIT,80.0,1051.0,6.0,36.0,5.0,20.0,11.0,56.0,0.0,0.0,08,2016
QUINTANA ROO,450.0,517.0,57.0,31.0,51.0,24.0,108.0,55.0,0.0,0.0,08,2016
COLIMA,329.0,534.0,56.0,39.0,20.0,14.0,76.0,53.0,0.0,0.0,08,2016
CAMPECHE,96.0,152.0,26.0,41.0,3.0,7.0,29.0,48.0,0.0,0.0,08,2016
SONORA,222.0,271.0,50.0,40.0,12.0,8.0,62.0,48.0,0.0,0.0,08,2016
SINALOA,249.0,496.0,37.0,34.0,21.0,6.0,58.0,40.0,0.0,0.0,08,2016
TAMAULIPAS,177.0,518.0,15.0,33.0,0.0,3.0,15.0,36.0,0.0,0.0,08,2016
YUCATÁN,276.0,169.0,31.0,12.0,17.0,17.0,48.0,29.0,0.0,0.0,08,2016
SAN LUIS POTOSÍ,203.0,114.0,10.0,23.0,0.0,0.0,10.0,23.0,0.0,0.0,08,2016
MORELOS,275.0,336.0,24.0,14.0,5.0,8.0,29.0,22.0,0.0,0.0,08,2016
PUEBLA,143.0,235.0,10.0,21.0,1.0,1.0,11.0,22.0,0.0,0.0,08,2016
BAJA CALIFORNIA SUR,102.0,151.0,30.0,17.0,2.0,0.0,32.0,17.0,0.0,0.0,08,2016
MÉXICO,46.0,92.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,08,2016
HIDALGO,26.0,68.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,08,2016
BAJA CALIFORNIA,14.0,25.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,08,2016
AGUASCALIENTES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08,2016
COAHUILA,12.0,32.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,08,2016
CHIHUAHUA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08,2016
DISTRITO FEDERAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08,2016
DURANGO,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08,2016
GUANAJUATO,5.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,08,2016
QUERÉTARO,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08,2016
TLAXCALA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08,2016
ZACATECAS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08,2016
GUERRERO,3804.0,2165.0,492.0,404.0,133.0,309.0,625.0,713.0,0.0,1.0,14,2016
CHIAPAS,1743.0,1119.0,174.0,213.0,54.0,89.0,228.0,302.0,0.0,0.0,14,2016
VERACRUZ,729.0,1802.0,102.0,211.0,59.0,85.0,161.0,296.0,0.0,0.0,14,2016
TABASCO,337.0,1028.0,64.0,145.0,20.0,38.0,84.0,183.0,0.0,0.0,14,2016
NUEVO LEÓN,1289.0,2493.0,97.0,165.0,0.0,1.0,97.0,166.0,0.0,0.0,14,2016
JALISCO,612.0,2564.0,34.0,125.0,15.0,34.0,49.0,159.0,0.0,0.0,14,2016
MICHOACÁN,532.0,670.0,68.0,151.0,5.0,6.0,73.0,157.0,0.0,0.0,14,2016
OAXACA,1268.0,809.0,104.0,63.0,20.0,38.0,124.0,101.0,0.0,0.0,14,2016
NAYARIT,171.0,1530.0,17.0,64.0,14.0,35.0,31.0,99.0,0.0,0.0,14,2016
QUINTANA ROO,738.0,711.0,88.0,54.0,74.0,31.0,162.0,85.0,0.0,0.0,14,2016
COLIMA,815.0,932.0,119.0,54.0,30.0,25.0,149.0,79.0,0.0,0.0,14,2016
TAMAULIPAS,386.0,1021.0,36.0,73.0,2.0,4.0,38.0,77.0,0.0,0.0,14,2016
SONORA,331.0,387.0,72.0,59.0,18.0,11.0,90.0,70.0,0.0,0.0,14,2016
SINALOA,380.0,695.0,81.0,56.0,32.0,8.0,113.0,64.0,0.0,0.0,14,2016
SAN LUIS POTOSÍ,408.0,376.0,22.0,63.0,0.0,0.0,22.0,63.0,0.0,0.0,14,2016
CAMPECHE,194.0,270.0,54.0,46.0,16.0,7.0,70.0,53.0,0.0,0.0,14,2016
YUCATÁN,474.0,352.0,53.0,22.0,24.0,26.0,77.0,48.0,0.0,0.0,14,2016
