Estado,Probables (año pasado),Probables (año actual),Confirmados Dengue No Grave (año pasado),Confirmados Dengue No Grave (año actual),Dengue con Signos de Alarma y Dengue Grave (año pasado),Dengue con Signos de Alarma y Dengue Grave (año actual),Total Confirmados (año pasado),Total Confirmados (año actual),Defunciones (año pasado),Defunciones (año actual),Semana_Epidemiologica,Anio
MORELOS,454.0,557.0,40.0,28.0,6.0,9.0,46.0,37.0,0.0,0.0,14,2016
BAJA CALIFORNIA SUR,143.0,326.0,33.0,35.0,3.0,0.0,36.0,35.0,0.0,0.0,14,2016
MÉXICO,128.0,183.0,0.0,34.0,0.0,0.0,0.0,34.0,0.0,0.0,14,2016
PUEBLA,337.0,423.0,26.0,30.0,2.0,1.0,28.0,31.0,0.0,0.0,14,2016
HIDALGO,81.0,124.0,1.0,9.0,0.0,0.0,1.0,9.0,0.0,0.0,14,2016
COAHUILA,47.0,61.0,4.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,14,2016
BAJA CALIFORNIA,23.0,53.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,14,2016
GUANAJUATO,8.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14,2016
AGUASCALIENTES,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2016
CHIHUAHUA,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2016
DISTRITO FEDERAL,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2016
DURANGO,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2016
QUERÉTARO,5.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14,2016
TLAXCALA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2016
ZACATECAS,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2016
GUERRERO,3409.0,2064.0,462.0,392.0,124.0,297.0,586.0,689.0,0.0,1.0,13,2016
CHIAPAS,1641.0,1043.0,160.0,208.0,51.0,86.0,211.0,294.0,0.0,0.0,13,2016
VERACRUZ,672.0,1703.0,95.0,196.0,59.0,83.0,154.0,279.0,0.0,0.0,13,2016
NUEVO LEÓN,1098.0,2350.0,90.0,160.0,0.0,1.0,90.0,161.0,0.0,0.0,13,2016
TABASCO,303.0,962.0,54.0,129.0,18.0,32.0,72.0,161.0,0.0,0.0,13,2016
JALISCO,565.0,2489.0,32.0,116.0,14.0,34.0,46.0,150.0,0.0,0.0,13,2016
MICHOACÁN,458.0,604.0,67.0,143.0,5.0,6.0,72.0,149.0,0.0,0.0,13,2016
NAYARIT,158.0,1486.0,14.0,59.0,12.0,34.0,26.0,93.0,0.0,0.0,13,2016
OAXACA,1147.0,745.0,93.0,55.0,19.0,35.0,112.0,90.0,0.0,0.0,13,2016
QUINTANA ROO,689.0,689.0,85.0,54.0,68.0,29.0,153.0,83.0,0.0,0.0,13,2016
COLIMA,712.0,876.0,112.0,53.0,29.0,23.0,141.0,76.0,0.0,0.0,13,2016
TAMAULIPAS,331.0,964.0,31.0,64.0,2.0,4.0,33.0,68.0,0.0,0.0,13,2016
SONORA,318.0,371.0,68.0,56.0,16.0,11.0,84.0,67.0,0.0,0.0,13,2016
SINALOA,352.0,663.0,72.0,55.0,32.0,8.0,104.0,63.0,0.0,0.0,13,2016
SAN LUIS POTOSÍ,362.0,349.0,19.0,61.0,0.0,0.0,19.0,61.0,0.0,0.0,13,2016
CAMPECHE,180.0,250.0,54.0,46.0,16.0,7.0,70.0,53.0,0.0,0.0,13,2016
YUCATÁN,440.0,325.0,46.0,22.0,20.0,26.0,66.0,48.0,0.0,0.0,13,2016
MORELOS,438.0,530.0,39.0,28.0,6.0,9.0,45.0,37.0,0.0,0.0,13,2016
MÉXICO,117.0,172.0,0.0,32.0,0.0,0.0,0.0,32.0,0.0,0.0,13,2016
PUEBLA,300.0,405.0,25.0,30.0,2.0,1.0,27.0,31.0,0.0,0.0,13,2016
BAJA CALIFORNIA SUR,136.0,309.0,33.0,30.0,3.0,0.0,36.0,30.0,0.0,0.0,13,2016
HIDALGO,69.0,112.0,1.0,9.0,0.0,0.0,1.0,9.0,0.0,0.0,13,2016
COAHUILA,40.0,57.0,4.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,13,2016
BAJA CALIFORNIA,19.0,46.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,13,2016
AGUASCALIENTES,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2016
CHIHUAHUA,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2016
DISTRITO FEDERAL,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2016
DURANGO,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2016
GUANAJUATO,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2016
QUERÉTARO,3.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,2016
TLAXCALA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2016
ZACATECAS,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2016
GUERRERO,3247.0,1978.0,429.0,374.0,119.0,290.0,548.0,664.0,0.0,1.0,12,2016
CHIAPAS,1570.0,978.0,148.0,194.0,45.0,80.0,193.0,274.0,0.0,0.0,12,2016
VERACRUZ,633.0,1603.0,93.0,183.0,58.0,83.0,151.0,266.0,0.0,0.0,12,2016
TABASCO,284.0,915.0,48.0,126.0,14.0,31.0,62.0,157.0,0.0,0.0,12,2016
NUEVO LEÓN,1007.0,2227.0,78.0,152.0,0.0,1.0,78.0,153.0,0.0,0.0,12,2016
JALISCO,524.0,2405.0,30.0,115.0,13.0,31.0,43.0,146.0,0.0,0.0,12,2016
MICHOACÁN,416.0,557.0,57.0,137.0,5.0,6.0,62.0,143.0,0.0,0.0,12,2016
NAYARIT,144.0,1426.0,14.0,59.0,11.0,31.0,25.0,90.0,0.0,0.0,12,2016
OAXACA,1090.0,695.0,93.0,46.0,18.0,34.0,111.0,80.0,0.0,0.0,12,2016
QUINTANA ROO,654.0,665.0,83.0,50.0,67.0,29.0,150.0,79.0,0.0,0.0,12,2016
COLIMA,641.0,826.0,91.0,51.0,26.0,22.0,117.0,73.0,0.0,0.0,12,2016
TAMAULIPAS,313.0,898.0,30.0,61.0,1.0,4.0,31.0,65.0,0.0,0.0,12,2016
SINALOA,342.0,636.0,70.0,54.0,32.0,8.0,102.0,62.0,0.0,0.0,12,2016
SAN LUIS POTOSÍ,335.0,332.0,18.0,61.0,0.0,0.0,18.0,61.0,0.0,0.0,12,2016
SONORA,307.0,359.0,61.0,52.0,15.0,8.0,76.0,60.0,0.0,0.0,12,2016
CAMPECHE,172.0,231.0,51.0,45.0,13.0,7.0,64.0,52.0,0.0,0.0,12,2016
YUCATÁN,424.0,299.0,45.0,21.0,20.0,26.0,65.0,47.0,0.0,0.0,12,2016
MORELOS,414.0,500.0,39.0,27.0,6.0,9.0,45.0,36.0,0.0,0.0,12,2016
BAJA CALIFORNIA SUR,133.0,287.0,33.0,29.0,3.0,0.0,36.0,29.0,0.0,0.0,12,2016
PUEBLA,278.0,374.0,24.0,26.0,2.0,1.0,26.0,27.0,0.0,0.0,12,2016
MÉXICO,100.0,156.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,12,2016
HIDALGO,62.0,103.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,12,2016
COAHUILA,38.0,49.0,4.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,12,2016
BAJA CALIFORNIA,18.0,42.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,12,2016
AGUASCALIENTES,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2016
CHIHUAHUA,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2016
DISTRITO FEDERAL,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2016
DURANGO,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2016
GUANAJUATO,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2016
QUERÉTARO,2.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12,2016
TLAXCALA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2016
ZACATECAS,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2016
GUERRERO,10125.0,4477.0,827.0,750.0,227.0,578.0,1054.0,1328.0,4.0,1.0,27,2016
CHIAPAS,6108.0,2149.0,590.0,395.0,139.0,128.0,729.0,523.0,0.0,0.0,27,2016
VERACRUZ,3535.0,3329.0,419.0,371.0,179.0,117.0,598.0,488.0,1.0,0.0,27,2016
JALISCO,2166.0,3993.0,187.0,315.0,41.0,60.0,228.0,375.0,0.0,1.0,27,2016
NUEVO LEÓN,4203.0,4934.0,328.0,349.0,5.0,7.0,333.0,356.0,0.0,0.0,27,2016
MICHOACÁN,3178.0,1478.0,279.0,333.0,6.0,15.0,285.0,348.0,0.0,0.0,27,2016
TABASCO,976.0,1648.0,161.0,229.0,50.0,65.0,211.0,294.0,0.0,2.0,27,2016
MÉXICO,522.0,491.0,15.0,179.0,0.0,1.0,15.0,180.0,0.0,0.0,27,2016
TAMAULIPAS,1760.0,2101.0,159.0,157.0,8.0,5.0,167.0,162.0,0.0,0.0,27,2016
COLIMA,8128.0,2001.0,608.0,113.0,68.0,34.0,676.0,147.0,0.0,0.0,27,2016
NAYARIT,1312.0,2008.0,99.0,93.0,117.0,54.0,216.0,147.0,0.0,0.0,27,2016
QUINTANA ROO,1627.0,1015.0,221.0,94.0,129.0,45.0,350.0,139.0,1.0,1.0,27,2016
OAXACA,2903.0,1642.0,167.0,90.0,31.0,41.0,198.0,131.0,1.0,1.0,27,2016
SINALOA,797.0,947.0,181.0,86.0,71.0,19.0,252.0,105.0,0.0,0.0,27,2016
SONORA,1137.0,601.0,335.0,82.0,114.0,17.0,449.0,99.0,3.0,0.0,27,2016
YUCATÁN,1398.0,792.0,128.0,49.0,51.0,37.0,179.0,86.0,0.0,0.0,27,2016
SAN LUIS POTOSÍ,1020.0,633.0,63.0,82.0,0.0,0.0,63.0,82.0,0.0,0.0,27,2016
MORELOS,1696.0,1384.0,160.0,43.0,15.0,27.0,175.0,70.0,0.0,2.0,27,2016
CAMPECHE,972.0,657.0,186.0,48.0,43.0,12.0,229.0,60.0,0.0,1.0,27,2016
PUEBLA,1036.0,695.0,100.0,56.0,9.0,1.0,109.0,57.0,0.0,0.0,27,2016
BAJA CALIFORNIA SUR,275.0,509.0,51.0,52.0,3.0,1.0,54.0,53.0,0.0,0.0,27,2016
COAHUILA,176.0,179.0,11.0,14.0,0.0,0.0,11.0,14.0,0.0,0.0,27,2016
HIDALGO,335.0,222.0,28.0,13.0,0.0,0.0,28.0,13.0,0.0,0.0,27,2016
BAJA CALIFORNIA,79.0,121.0,4.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,27,2016
DURANGO,18.0,20.0,5.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,27,2016
GUANAJUATO,27.0,23.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,27,2016
AGUASCALIENTES,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,2016
CHIHUAHUA,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,2016
DISTRITO FEDERAL,29.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,2016
QUERÉTARO,17.0,12.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,27,2016
TLAXCALA,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,2016
ZACATECAS,55.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,2016
GUERRERO,9472.0,4142.0,805.0,717.0,218.0,548.0,1023.0,1265.0,3.0,1.0,26,2016
CHIAPAS,5648.0,2043.0,573.0,385.0,136.0,126.0,709.0,511.0,0.0,0.0,26,2016
VERACRUZ,2945.0,3081.0,386.0,359.0,163.0,114.0,549.0,473.0,0.0,0.0,26,2016
JALISCO,1991.0,3806.0,173.0,292.0,38.0,54.0,211.0,346.0,0.0,1.0,26,2016
NUEVO LEÓN,3962.0,4716.0,302.0,328.0,5.0,6.0,307.0,334.0,0.0,0.0,26,2016
MICHOACÁN,2840.0,1401.0,266.0,318.0,6.0,15.0,272.0,333.0,0.0,0.0,26,2016
TABASCO,890.0,1600.0,154.0,226.0,46.0,65.0,200.0,291.0,0.0,1.0,26,2016
MÉXICO,486.0,455.0,13.0,166.0,0.0,1.0,13.0,167.0,0.0,0.0,26,2016
TAMAULIPAS,1681.0,2004.0,150.0,152.0,8.0,5.0,158.0,157.0,0.0,0.0,26,2016
NAYARIT,1213.0,1978.0,95.0,91.0,113.0,54.0,208.0,145.0,0.0,0.0,26,2016
COLIMA,6728.0,1873.0,555.0,107.0,61.0,33.0,616.0,140.0,0.0,0.0,26,2016
QUINTANA ROO,1506.0,962.0,199.0,90.0,123.0,44.0,322.0,134.0,1.0,1.0,26,2016
OAXACA,2725.0,1524.0,153.0,87.0,29.0,41.0,182.0,128.0,1.0,1.0,26,2016
SINALOA,766.0,936.0,169.0,84.0,70.0,18.0,239.0,102.0,0.0,0.0,26,2016
SONORA,1022.0,590.0,307.0,81.0,94.0,17.0,401.0,98.0,3.0,0.0,26,2016
YUCATÁN,1234.0,728.0,113.0,47.0,49.0,36.0,162.0,83.0,0.0,0.0,26,2016
SAN LUIS POTOSÍ,987.0,603.0,60.0,78.0,0.0,0.0,60.0,78.0,0.0,0.0,26,2016
MORELOS,1493.0,1279.0,135.0,41.0,14.0,26.0,149.0,67.0,0.0,1.0,26,2016
CAMPECHE,780.0,598.0,164.0,48.0,41.0,10.0,205.0,58.0,0.0,1.0,26,2016
PUEBLA,918.0,666.0,84.0,52.0,8.0,1.0,92.0,53.0,0.0,0.0,26,2016
BAJA CALIFORNIA SUR,254.0,497.0,48.0,50.0,3.0,1.0,51.0,51.0,0.0,0.0,26,2016
COAHUILA,163.0,158.0,11.0,14.0,0.0,0.0,11.0,14.0,0.0,0.0,26,2016
HIDALGO,313.0,214.0,23.0,11.0,0.0,0.0,23.0,11.0,0.0,0.0,26,2016
BAJA CALIFORNIA,77.0,114.0,4.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,26,2016
DURANGO,17.0,20.0,5.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,26,2016
GUANAJUATO,26.0,22.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,26,2016
AGUASCALIENTES,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,2016
CHIHUAHUA,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,2016
DISTRITO FEDERAL,27.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,2016
QUERÉTARO,16.0,11.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,26,2016
TLAXCALA,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,2016
ZACATECAS,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,2016
GUERRERO,5941.0,2677.0,634.0,485.0,173.0,369.0,807.0,854.0,0.0,1.0,19,2016
CHIAPAS,2570.0,1389.0,258.0,260.0,77.0,104.0,335.0,364.0,0.0,0.0,19,2016
VERACRUZ,1302.0,2204.0,153.0,249.0,83.0,94.0,236.0,343.0,0.0,0.0,19,2016
MICHOACÁN,1326.0,988.0,126.0,239.0,6.0,12.0,132.0,251.0,0.0,0.0,19,2016
NUEVO LEÓN,2263.0,3374.0,180.0,238.0,0.0,2.0,180.0,240.0,0.0,0.0,19,2016
TABASCO,516.0,1265.0,103.0,179.0,30.0,49.0,133.0,228.0,0.0,0.0,19,2016
JALISCO,1019.0,2925.0,65.0,157.0,22.0,37.0,87.0,194.0,0.0,0.0,19,2016
NAYARIT,446.0,1693.0,35.0,75.0,47.0,41.0,82.0,116.0,0.0,0.0,19,2016
OAXACA,1886.0,1067.0,141.0,70.0,23.0,39.0,164.0,109.0,0.0,0.0,19,2016
QUINTANA ROO,1000.0,820.0,134.0,69.0,87.0,37.0,221.0,106.0,0.0,0.0,19,2016
TAMAULIPAS,858.0,1347.0,81.0,101.0,6.0,4.0,87.0,105.0,0.0,0.0,19,2016
COLIMA,1676.0,1166.0,215.0,66.0,42.0,27.0,257.0,93.0,0.0,0.0,19,2016
SONORA,517.0,480.0,131.0,71.0,42.0,12.0,173.0,83.0,0.0,0.0,19,2016
SINALOA,521.0,794.0,116.0,68.0,43.0,12.0,159.0,80.0,0.0,0.0,19,2016
MÉXICO,197.0,261.0,0.0,73.0,0.0,0.0,0.0,73.0,0.0,0.0,19,2016
SAN LUIS POTOSÍ,677.0,481.0,43.0,70.0,0.0,0.0,43.0,70.0,0.0,0.0,19,2016
YUCATÁN,693.0,498.0,73.0,32.0,28.0,29.0,101.0,61.0,0.0,0.0,19,2016
CAMPECHE,290.0,365.0,81.0,46.0,27.0,7.0,108.0,53.0,0.0,0.0,19,2016
BAJA CALIFORNIA SUR,169.0,398.0,38.0,40.0,3.0,0.0,41.0,40.0,0.0,0.0,19,2016
MORELOS,687.0,746.0,65.0,28.0,9.0,9.0,74.0,37.0,0.0,0.0,19,2016
PUEBLA,520.0,511.0,50.0,36.0,4.0,1.0,54.0,37.0,0.0,0.0,19,2016
HIDALGO,189.0,152.0,3.0,10.0,0.0,0.0,3.0,10.0,0.0,0.0,19,2016
COAHUILA,87.0,91.0,7.0,7.0,0.0,0.0,7.0,7.0,0.0,0.0,19,2016
GUANAJUATO,14.0,11.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,19,2016
BAJA CALIFORNIA,39.0,81.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,19,2016
DURANGO,5.0,13.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,19,2016
AGUASCALIENTES,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2016
CHIHUAHUA,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2016
DISTRITO FEDERAL,38.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2016
QUERÉTARO,11.0,7.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,19,2016
TLAXCALA,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2016
ZACATECAS,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2016
GUERRERO,"5,104","9,317","1,192","1,303",502.0,"1,004","1,694","2,307",10.0,6.0,50,2016
VERACRUZ,83,"17,394","2,850","1,820",847.0,388,"3,697","2,208",7.0,8.0,50,2016
JALISCO,"3,984","16,229","2,332","1,617",630.0,368,"2,962","1,985",1.0,1.0,50,2016
NUEVO LEÓN,"2,183","12,006",792,"1,368",70.0,65,862,"1,433",0.0,0.0,50,2016
MICHOACÁN,"8,982","5,757","1,576","1,278",26.0,108,"1,602","1,386",0.0,0.0,50,2016
DURANGO,"7,555","2,165",126,924,0.0,6,126,930,0.0,0.0,50,2016
CHIAPAS,"16,970","2,893","1,090",541,445.0,269,"1,535",810,1.0,2.0,50,2016
COAHUILA,"10,414","2,125",65,722,3.0,20,68,742,0.0,0.0,50,2016
MORELOS,"6,497","8,103",512,181,82.0,532,594,713,0.0,5.0,50,2016
MÉXICO,"5,846","1,658",30,662,0.0,13,30,675,0.0,0.0,50,2016
SINALOA,629,"4,285",674,491,177.0,106,851,597,0.0,0.0,50,2016
TAMAULIPAS,69,"9,207",602,560,34.0,19,636,579,0.0,0.0,50,2016
TABASCO,55,"5,424",569,407,207.0,157,776,564,0.0,3.0,50,2016
YUCATÁN,12,"5,224","1,125",259,371.0,120,"1,496",379,3.0,0.0,50,2016
COLIMA,"10,109","6,405","1,071",289,104.0,90,"1,175",379,1.0,2.0,50,2016
NAYARIT,"6,868","3,325",627,210,551.0,107,"1,178",317,0.0,0.0,50,2016
PUEBLA,942,"2,289",663,263,63.0,11,726,274,0.0,0.0,50,2016
QUINTANA ROO,"1,691","2,704",693,167,313.0,95,"1,006",262,2.0,1.0,50,2016
OAXACA,566,"2,958",370,173,100.0,70,470,243,5.0,1.0,50,2016
SONORA,"1,906","1,204","2,511",168,660.0,31,"3,171",199,5.0,1.0,50,2016
BAJA CALIFORNIA SUR,"22,360","1,943",430,165,3.0,7,433,172,1.0,0.0,50,2016
SAN LUIS POTOSÍ,446,"1,163",126,133,0.0,2,126,135,0.0,0.0,50,2016
HIDALGO,"7,409",778,67,119,1.0,9,68,128,0.0,0.0,50,2016
CAMPECHE,"15,728","3,183",375,70,83.0,19,458,89,1.0,1.0,50,2016
ZACATECAS,19,253,181,58,0.0,1,181,59,0.0,0.0,50,2016
GUANAJUATO,"8,647",184,3,41,0.0,3,3,44,0.0,0.0,50,2016
BAJA CALIFORNIA,"9,191",237,201,7,0.0,0,201,7,0.0,0.0,50,2016
CHIHUAHUA,"14,856",45,18,3,2.0,0,20,3,0.0,0.0,50,2016
QUERÉTARO,224,116,6,1,0.0,0,6,1,0.0,0.0,50,2016
AGUASCALIENTES,"26,838",41,22,0,2.0,0,24,0,0.0,0.0,50,2016
DISTRITO FEDERAL,"21,113",359,0,0,0.0,0,0,0,0.0,0.0,50,2016
TLAXCALA,52,39,0,0,0.0,0,0,0,0.0,0.0,50,2016
GUERRERO,"15,802","9,347","1,206","1,308",521.0,"1,007","1,727","2,315",10.0,6.0,51,2016
VERACRUZ,"27,006","17,415","2,875","1,828",870.0,391,"3,745","2,219",8.0,8.0,51,2016
JALISCO,"22,579","16,343","2,352","1,622",635.0,374,"2,987","1,996",1.0,1.0,51,2016
NUEVO LEÓN,"8,661","12,027",793,"1,370",70.0,65,863,"1,435",0.0,0.0,51,2016
MICHOACÁN,"10,441","5,781","1,610","1,282",26.0,110,"1,636","1,392",0.0,0.0,51,2016
DURANGO,224,"2,170",126,924,0.0,6,126,930,0.0,0.0,51,2016
CHIAPAS,"10,195","2,912","1,114",542,454.0,269,"1,568",811,1.0,2.0,51,2016
COAHUILA,451,"2,136",65,751,4.0,21,69,772,0.0,0.0,51,2016
MORELOS,"9,001","8,157",512,189,83.0,563,595,752,0.0,6.0,51,2016
MÉXICO,"1,906","1,663",30,662,0.0,13,30,675,0.0,0.0,51,2016
SINALOA,"5,270","4,341",688,509,188.0,107,876,616,0.0,0.0,51,2016
TAMAULIPAS,"5,909","9,266",602,562,34.0,19,636,581,0.0,0.0,51,2016
TABASCO,"7,501","5,443",577,407,214.0,157,791,564,0.0,3.0,51,2016
YUCATÁN,"16,991","5,259","1,129",265,373.0,122,"1,502",387,3.0,0.0,51,2016
COLIMA,"21,139","6,419","1,071",289,105.0,90,"1,176",379,1.0,3.0,51,2016
NAYARIT,"14,960","3,350",631,210,555.0,107,"1,186",317,0.0,0.0,51,2016
PUEBLA,"4,001","2,298",667,263,63.0,11,730,274,0.0,0.0,51,2016
QUINTANA ROO,"7,629","2,717",696,167,321.0,95,"1,017",262,3.0,2.0,51,2016
OAXACA,"6,531","2,966",371,173,102.0,70,473,243,5.0,1.0,51,2016
SONORA,"9,251","1,209","2,555",168,678.0,33,"3,233",201,5.0,1.0,51,2016
BAJA CALIFORNIA SUR,"2,200","1,954",434,166,3.0,7,437,173,1.0,0.0,51,2016
SAN LUIS POTOSÍ,"1,709","1,168",130,133,0.0,2,130,135,0.0,0.0,51,2016
HIDALGO,629,778,70,119,3.0,9,73,128,0.0,0.0,51,2016
CAMPECHE,"6,875","3,185",375,70,83.0,19,458,89,1.0,1.0,51,2016
ZACATECAS,942,253,181,58,0.0,1,181,59,0.0,0.0,51,2016
GUANAJUATO,82,185,3,41,0.0,3,3,44,0.0,0.0,51,2016
BAJA CALIFORNIA,571,237,203,8,0.0,0,203,8,0.0,0.0,51,2016
CHIHUAHUA,69,45,18,3,2.0,0,20,3,0.0,0.0,51,2016
QUERÉTARO,52,116,6,1,0.0,0,6,1,0.0,0.0,51,2016
AGUASCALIENTES,55,42,22,0,2.0,0,24,0,0.0,0.0,51,2016
DISTRITO FEDERAL,12,359,0,0,0.0,0,0,0,0.0,0.0,51,2016
TLAXCALA,19,39,0,0,0.0,0,0,0,0.0,0.0,51,2016
GUERRERO,649.0,453.0,88.0,84.0,32.0,99.0,120.0,183.0,0.0,0.0,04,2016
CHIAPAS,556.0,379.0,54.0,66.0,20.0,31.0,74.0,97.0,0.0,0.0,04,2016
VERACRUZ,220.0,483.0,34.0,48.0,29.0,23.0,63.0,71.0,0.0,0.0,04,2016
TABASCO,99.0,418.0,19.0,43.0,3.0,13.0,22.0,56.0,0.0,0.0,04,2016
JALISCO,197.0,712.0,14.0,39.0,6.0,8.0,20.0,47.0,0.0,0.0,04,2016
MICHOACÁN,107.0,101.0,20.0,28.0,2.0,1.0,22.0,29.0,0.0,0.0,04,2016
QUINTANA ROO,238.0,300.0,29.0,11.0,32.0,11.0,61.0,22.0,0.0,0.0,04,2016
OAXACA,372.0,214.0,7.0,12.0,0.0,8.0,7.0,20.0,0.0,0.0,04,2016
SONORA,135.0,110.0,35.0,15.0,7.0,5.0,42.0,20.0,0.0,0.0,04,2016
SINALOA,148.0,230.0,11.0,16.0,11.0,2.0,22.0,18.0,0.0,0.0,04,2016
COLIMA,148.0,175.0,20.0,8.0,11.0,7.0,31.0,15.0,0.0,0.0,04,2016
NUEVO LEÓN,209.0,479.0,12.0,14.0,0.0,0.0,12.0,14.0,0.0,0.0,04,2016
NAYARIT,32.0,357.0,3.0,8.0,2.0,5.0,5.0,13.0,0.0,0.0,04,2016
PUEBLA,46.0,119.0,0.0,12.0,0.0,1.0,0.0,13.0,0.0,0.0,04,2016
CAMPECHE,49.0,79.0,12.0,8.0,2.0,4.0,14.0,12.0,0.0,0.0,04,2016
TAMAULIPAS,67.0,196.0,7.0,9.0,0.0,2.0,7.0,11.0,0.0,0.0,04,2016
BAJA CALIFORNIA SUR,72.0,60.0,19.0,8.0,2.0,0.0,21.0,8.0,0.0,0.0,04,2016
MORELOS,94.0,105.0,10.0,4.0,3.0,2.0,13.0,6.0,0.0,0.0,04,2016
YUCATÁN,149.0,57.0,17.0,3.0,9.0,2.0,26.0,5.0,0.0,0.0,04,2016
SAN LUIS POTOSÍ,88.0,25.0,5.0,3.0,0.0,0.0,5.0,3.0,0.0,0.0,04,2016
AGUASCALIENTES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04,2016
BAJA CALIFORNIA,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04,2016
COAHUILA,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04,2016
CHIHUAHUA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04,2016
DISTRITO FEDERAL,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04,2016
DURANGO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04,2016
GUANAJUATO,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04,2016
